                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
 41416.000,   1,  0.44835012E+12,   0.00000000E+00,  -0.47236180E+12,   0.00000000E+00,   0.00000000E+00,   0.18743692E+11,   0.53051616E+10,   0.00000000E+00,   0.11061583E-06,
 41416.999,   1,  0.44906786E+12,   0.00000000E+00,  -0.47307462E+12,   0.00000000E+00,   0.00000000E+00,   0.18734742E+11,   0.53090023E+10,   0.00000000E+00,   0.99551282E-07,
 41418.000,   1,  0.44981098E+12,   0.00000000E+00,  -0.47383065E+12,   0.00000000E+00,   0.00000000E+00,   0.18750343E+11,   0.53130269E+10,   0.00000000E+00,   0.75491385E-07,
 41418.999,   1,  0.45056634E+12,   0.00000000E+00,  -0.47460060E+12,   0.00000000E+00,   0.00000000E+00,   0.18762531E+11,   0.53167703E+10,   0.00000000E+00,   0.63262449E-07,
 41420.000,   1,  0.45128521E+12,   0.00000000E+00,  -0.47532848E+12,   0.00000000E+00,   0.00000000E+00,   0.18758650E+11,   0.53201832E+10,   0.00000000E+00,   0.94454007E-07,
 41421.000,   1,  0.45198337E+12,   0.00000000E+00,  -0.47604597E+12,   0.00000000E+00,   0.00000000E+00,   0.18770170E+11,   0.53233883E+10,   0.00000000E+00,   0.11636615E-06,
 41421.999,   1,  0.45269429E+12,   0.00000000E+00,  -0.47677639E+12,   0.00000000E+00,   0.00000000E+00,   0.18789631E+11,   0.53263489E+10,   0.00000000E+00,   0.10214542E-06,
 41422.999,   1,  0.45341202E+12,   0.00000000E+00,  -0.47749814E+12,   0.00000000E+00,   0.00000000E+00,   0.18792919E+11,   0.53293214E+10,   0.00000000E+00,   0.88281260E-07,
 41423.999,   1,  0.45410641E+12,   0.00000000E+00,  -0.47818489E+12,   0.00000000E+00,   0.00000000E+00,   0.18782139E+11,   0.53326118E+10,   0.00000000E+00,   0.82480731E-07,
 41425.000,   1,  0.45476306E+12,   0.00000000E+00,  -0.47882940E+12,   0.00000000E+00,   0.00000000E+00,   0.18766608E+11,   0.53366358E+10,   0.00000000E+00,   0.86816864E-07,
 41425.999,   1,  0.45540733E+12,   0.00000000E+00,  -0.47946758E+12,   0.00000000E+00,   0.00000000E+00,   0.18757308E+11,   0.53413207E+10,   0.00000000E+00,   0.93403046E-07,
 41426.999,   1,  0.45603197E+12,   0.00000000E+00,  -0.48010920E+12,   0.00000000E+00,   0.00000000E+00,   0.18762184E+11,   0.53458712E+10,   0.00000000E+00,   0.10117852E-06,
 41428.000,   1,  0.45663407E+12,   0.00000000E+00,  -0.48067585E+12,   0.00000000E+00,   0.00000000E+00,   0.18716849E+11,   0.53497859E+10,   0.00000000E+00,   0.10973893E-06,
 41428.999,   1,  0.45725368E+12,   0.00000000E+00,  -0.48125586E+12,   0.00000000E+00,   0.00000000E+00,   0.18681887E+11,   0.53532114E+10,   0.00000000E+00,   0.91881979E-07,
 41429.999,   1,  0.45786772E+12,   0.00000000E+00,  -0.48188189E+12,   0.00000000E+00,   0.00000000E+00,   0.18686925E+11,   0.53564532E+10,   0.00000000E+00,   0.93971400E-07,
 41431.000,   1,  0.45846282E+12,   0.00000000E+00,  -0.48248835E+12,   0.00000000E+00,   0.00000000E+00,   0.18689510E+11,   0.53594868E+10,   0.00000000E+00,   0.12610065E-06,
 41432.000,   1,  0.45907695E+12,   0.00000000E+00,  -0.48312441E+12,   0.00000000E+00,   0.00000000E+00,   0.18713393E+11,   0.53622271E+10,   0.00000000E+00,   0.12844591E-06,
 41432.999,   1,  0.45968765E+12,   0.00000000E+00,  -0.48373567E+12,   0.00000000E+00,   0.00000000E+00,   0.18713366E+11,   0.53647716E+10,   0.00000000E+00,   0.13394870E-06,
 41433.999,   1,  0.46027524E+12,   0.00000000E+00,  -0.48432157E+12,   0.00000000E+00,   0.00000000E+00,   0.18709025E+11,   0.53673036E+10,   0.00000000E+00,   0.11825997E-06,
 41434.999,   1,  0.46086735E+12,   0.00000000E+00,  -0.48492643E+12,   0.00000000E+00,   0.00000000E+00,   0.18719740E+11,   0.53699210E+10,   0.00000000E+00,   0.11288149E-06,
 41436.000,   1,  0.46147711E+12,   0.00000000E+00,  -0.48554988E+12,   0.00000000E+00,   0.00000000E+00,   0.18730025E+11,   0.53726607E+10,   0.00000000E+00,   0.10364710E-06,
 41437.000,   1,  0.46206451E+12,   0.00000000E+00,  -0.48613953E+12,   0.00000000E+00,   0.00000000E+00,   0.18721656E+11,   0.53754497E+10,   0.00000000E+00,   0.12587458E-06,
 41437.999,   1,  0.46262933E+12,   0.00000000E+00,  -0.48671569E+12,   0.00000000E+00,   0.00000000E+00,   0.18727341E+11,   0.53782145E+10,   0.00000000E+00,   0.17812213E-06,
 41439.000,   1,  0.46322458E+12,   0.00000000E+00,  -0.48733436E+12,   0.00000000E+00,   0.00000000E+00,   0.18753111E+11,   0.53810527E+10,   0.00000000E+00,   0.14264621E-06,
 41440.000,   1,  0.46383827E+12,   0.00000000E+00,  -0.48794890E+12,   0.00000000E+00,   0.00000000E+00,   0.18751875E+11,   0.53839764E+10,   0.00000000E+00,   0.14295223E-06,
 41441.000,   1,  0.46443161E+12,   0.00000000E+00,  -0.48854331E+12,   0.00000000E+00,   0.00000000E+00,   0.18750027E+11,   0.53869611E+10,   0.00000000E+00,   0.12343555E-06,
 41441.999,   1,  0.46498789E+12,   0.00000000E+00,  -0.48909735E+12,   0.00000000E+00,   0.00000000E+00,   0.18744391E+11,   0.53899579E+10,   0.00000000E+00,   0.12514802E-06,
 41443.000,   1,  0.46551371E+12,   0.00000000E+00,  -0.48962191E+12,   0.00000000E+00,   0.00000000E+00,   0.18736483E+11,   0.53928446E+10,   0.00000000E+00,   0.13485188E-06,
 41443.999,   1,  0.46603311E+12,   0.00000000E+00,  -0.49015086E+12,   0.00000000E+00,   0.00000000E+00,   0.18744020E+11,   0.53956457E+10,   0.00000000E+00,   0.12462481E-06,
 41444.999,   1,  0.46657482E+12,   0.00000000E+00,  -0.49069395E+12,   0.00000000E+00,   0.00000000E+00,   0.18746197E+11,   0.53984101E+10,   0.00000000E+00,   0.96944227E-07,
 41445.999,   1,  0.46714165E+12,   0.00000000E+00,  -0.49125800E+12,   0.00000000E+00,   0.00000000E+00,   0.18742475E+11,   0.54010156E+10,   0.00000000E+00,   0.89163672E-07,
 41446.999,   1,  0.46771422E+12,   0.00000000E+00,  -0.49183900E+12,   0.00000000E+00,   0.00000000E+00,   0.18748879E+11,   0.54034254E+10,   0.00000000E+00,   0.67470424E-07,
 41448.000,   1,  0.46834272E+12,   0.00000000E+00,  -0.49249781E+12,   0.00000000E+00,   0.00000000E+00,   0.18782432E+11,   0.54057616E+10,   0.00000000E+00,   0.59190322E-07,
 41449.000,   1,  0.46901413E+12,   0.00000000E+00,  -0.49319632E+12,   0.00000000E+00,   0.00000000E+00,   0.18809816E+11,   0.54080370E+10,   0.00000000E+00,   0.24435906E-07,
 41449.999,   1,  0.46965596E+12,   0.00000000E+00,  -0.49384590E+12,   0.00000000E+00,   0.00000000E+00,   0.18807647E+11,   0.54103369E+10,   0.00000000E+00,   0.24030308E-07,
 41451.000,   1,  0.47028475E+12,   0.00000000E+00,  -0.49448567E+12,   0.00000000E+00,   0.00000000E+00,   0.18814342E+11,   0.54133215E+10,   0.00000000E+00,   0.26600241E-07,
 41451.999,   1,  0.47092854E+12,   0.00000000E+00,  -0.49514069E+12,   0.00000000E+00,   0.00000000E+00,   0.18826989E+11,   0.54173215E+10,   0.00000000E+00,   0.19189957E-07,
 41452.999,   1,  0.47157215E+12,   0.00000000E+00,  -0.49579706E+12,   0.00000000E+00,   0.00000000E+00,   0.18836542E+11,   0.54218599E+10,   0.00000000E+00,   0.49881973E-08,
 41453.999,   1,  0.47220800E+12,   0.00000000E+00,  -0.49644465E+12,   0.00000000E+00,   0.00000000E+00,   0.18842220E+11,   0.54264353E+10,   0.00000000E+00,   0.15300956E-07,
 41454.999,   1,  0.47288599E+12,   0.00000000E+00,  -0.49713900E+12,   0.00000000E+00,   0.00000000E+00,   0.18859380E+11,   0.54305824E+10,   0.00000000E+00,   0.17102494E-07,
 41455.999,   1,  0.47358948E+12,   0.00000000E+00,  -0.49784959E+12,   0.00000000E+00,   0.00000000E+00,   0.18867157E+11,   0.54341789E+10,   0.00000000E+00,   0.40986131E-08,
 41456.999,   1,  0.47428747E+12,   0.00000000E+00,  -0.49855053E+12,   0.00000000E+00,   0.00000000E+00,   0.18866008E+11,   0.54373720E+10,   0.00000000E+00,  -0.54579653E-08,
 41458.000,   1,  0.47498458E+12,   0.00000000E+00,  -0.49926092E+12,   0.00000000E+00,   0.00000000E+00,   0.18876006E+11,   0.54403567E+10,   0.00000000E+00,  -0.26324525E-08,
 41459.000,   1,  0.47566753E+12,   0.00000000E+00,  -0.49995138E+12,   0.00000000E+00,   0.00000000E+00,   0.18878054E+11,   0.54432067E+10,   0.00000000E+00,  -0.83540649E-09,
 41459.999,   1,  0.47634805E+12,   0.00000000E+00,  -0.50063648E+12,   0.00000000E+00,   0.00000000E+00,   0.18879400E+11,   0.54457388E+10,   0.00000000E+00,   0.22588969E-09,
 41460.999,   1,  0.47702268E+12,   0.00000000E+00,  -0.50131030E+12,   0.00000000E+00,   0.00000000E+00,   0.18876379E+11,   0.54478796E+10,   0.00000000E+00,  -0.48784351E-08,
 41461.999,   1,  0.47769542E+12,   0.00000000E+00,  -0.50198724E+12,   0.00000000E+00,   0.00000000E+00,   0.18878510E+11,   0.54497998E+10,   0.00000000E+00,  -0.14190895E-07,
 41463.000,   1,  0.47834505E+12,   0.00000000E+00,  -0.50265218E+12,   0.00000000E+00,   0.00000000E+00,   0.18884265E+11,   0.54516346E+10,   0.00000000E+00,  -0.97033784E-08,
 41463.999,   1,  0.47897691E+12,   0.00000000E+00,  -0.50329565E+12,   0.00000000E+00,   0.00000000E+00,   0.18887578E+11,   0.54533104E+10,   0.00000000E+00,   0.26447578E-08,
 41464.999,   1,  0.47958469E+12,   0.00000000E+00,  -0.50389913E+12,   0.00000000E+00,   0.00000000E+00,   0.18884008E+11,   0.54548639E+10,   0.00000000E+00,   0.11838963E-07,
 41465.999,   1,  0.48014074E+12,   0.00000000E+00,  -0.50444457E+12,   0.00000000E+00,   0.00000000E+00,   0.18872892E+11,   0.54563319E+10,   0.00000000E+00,   0.30494467E-07,
 41466.999,   1,  0.48066999E+12,   0.00000000E+00,  -0.50497007E+12,   0.00000000E+00,   0.00000000E+00,   0.18868871E+11,   0.54576289E+10,   0.00000000E+00,   0.35226651E-07,
 41468.000,   1,  0.48117180E+12,   0.00000000E+00,  -0.50548065E+12,   0.00000000E+00,   0.00000000E+00,   0.18875224E+11,   0.54588281E+10,   0.00000000E+00,   0.30018607E-07,
 41468.999,   1,  0.48167028E+12,   0.00000000E+00,  -0.50599619E+12,   0.00000000E+00,   0.00000000E+00,   0.18889812E+11,   0.54600394E+10,   0.00000000E+00,   0.13873893E-07,
 41470.000,   1,  0.48218664E+12,   0.00000000E+00,  -0.50652518E+12,   0.00000000E+00,   0.00000000E+00,   0.18898772E+11,   0.54612628E+10,   0.00000000E+00,   0.21579951E-07,
 41471.000,   1,  0.48271017E+12,   0.00000000E+00,  -0.50705860E+12,   0.00000000E+00,   0.00000000E+00,   0.18909158E+11,   0.54624863E+10,   0.00000000E+00,   0.31712653E-07,
 41471.999,   1,  0.48322334E+12,   0.00000000E+00,  -0.50757800E+12,   0.00000000E+00,   0.00000000E+00,   0.18916366E+11,   0.54636976E+10,   0.00000000E+00,   0.34412381E-07,
 41473.000,   1,  0.48371438E+12,   0.00000000E+00,  -0.50807308E+12,   0.00000000E+00,   0.00000000E+00,   0.18914054E+11,   0.54648722E+10,   0.00000000E+00,   0.36538171E-07,
 41473.999,   1,  0.48418756E+12,   0.00000000E+00,  -0.50855133E+12,   0.00000000E+00,   0.00000000E+00,   0.18915580E+11,   0.54660468E+10,   0.00000000E+00,   0.26527161E-07,
 41474.999,   1,  0.48465410E+12,   0.00000000E+00,  -0.50902743E+12,   0.00000000E+00,   0.00000000E+00,   0.18926502E+11,   0.54673557E+10,   0.00000000E+00,   0.21198424E-07,
 41475.999,   1,  0.48511319E+12,   0.00000000E+00,  -0.50950793E+12,   0.00000000E+00,   0.00000000E+00,   0.18951042E+11,   0.54687743E+10,   0.00000000E+00,   0.25813093E-07,
 41476.999,   1,  0.48557245E+12,   0.00000000E+00,  -0.50997492E+12,   0.00000000E+00,   0.00000000E+00,   0.18957050E+11,   0.54702297E+10,   0.00000000E+00,   0.26799878E-07,
 41478.000,   1,  0.48604968E+12,   0.00000000E+00,  -0.51045790E+12,   0.00000000E+00,   0.00000000E+00,   0.18960097E+11,   0.54718319E+10,   0.00000000E+00,   0.26754185E-07,
 41478.999,   1,  0.48651333E+12,   0.00000000E+00,  -0.51092879E+12,   0.00000000E+00,   0.00000000E+00,   0.18965098E+11,   0.54735197E+10,   0.00000000E+00,   0.67144803E-08,
 41479.999,   1,  0.48692117E+12,   0.00000000E+00,  -0.51133606E+12,   0.00000000E+00,   0.00000000E+00,   0.18955200E+11,   0.54751342E+10,   0.00000000E+00,   0.29678298E-07,
 41481.000,   1,  0.48731193E+12,   0.00000000E+00,  -0.51173805E+12,   0.00000000E+00,   0.00000000E+00,   0.18963502E+11,   0.54765897E+10,   0.00000000E+00,   0.63179394E-07,
 41482.000,   1,  0.48774528E+12,   0.00000000E+00,  -0.51218921E+12,   0.00000000E+00,   0.00000000E+00,   0.18989358E+11,   0.54779108E+10,   0.00000000E+00,   0.36832347E-07,
 41482.999,   1,  0.48818991E+12,   0.00000000E+00,  -0.51263553E+12,   0.00000000E+00,   0.00000000E+00,   0.18990343E+11,   0.54791097E+10,   0.00000000E+00,   0.48598805E-07,
 41483.999,   1,  0.48858945E+12,   0.00000000E+00,  -0.51303008E+12,   0.00000000E+00,   0.00000000E+00,   0.18979120E+11,   0.54802230E+10,   0.00000000E+00,   0.47227191E-07,
 41484.999,   1,  0.48897072E+12,   0.00000000E+00,  -0.51343053E+12,   0.00000000E+00,   0.00000000E+00,   0.18996116E+11,   0.54813729E+10,   0.00000000E+00,   0.53357358E-07,
 41485.999,   1,  0.48937299E+12,   0.00000000E+00,  -0.51385892E+12,   0.00000000E+00,   0.00000000E+00,   0.19022642E+11,   0.54825596E+10,   0.00000000E+00,   0.32323856E-07,
 41487.000,   1,  0.48980246E+12,   0.00000000E+00,  -0.51431219E+12,   0.00000000E+00,   0.00000000E+00,   0.19047154E+11,   0.54837709E+10,   0.00000000E+00,   0.29272142E-07,
 41487.999,   1,  0.49025065E+12,   0.00000000E+00,  -0.51477557E+12,   0.00000000E+00,   0.00000000E+00,   0.19060183E+11,   0.54850185E+10,   0.00000000E+00,   0.11102138E-07,
 41488.999,   1,  0.49069327E+12,   0.00000000E+00,  -0.51521755E+12,   0.00000000E+00,   0.00000000E+00,   0.19058444E+11,   0.54862782E+10,   0.00000000E+00,   0.12546707E-07,
 41490.000,   1,  0.49111690E+12,   0.00000000E+00,  -0.51564731E+12,   0.00000000E+00,   0.00000000E+00,   0.19061821E+11,   0.54875259E+10,   0.00000000E+00,  -0.23104134E-08,
 41490.999,   1,  0.49154049E+12,   0.00000000E+00,  -0.51608432E+12,   0.00000000E+00,   0.00000000E+00,   0.19074267E+11,   0.54887735E+10,   0.00000000E+00,  -0.14140703E-07,
 41491.999,   1,  0.49194775E+12,   0.00000000E+00,  -0.51650142E+12,   0.00000000E+00,   0.00000000E+00,   0.19083011E+11,   0.54900332E+10,   0.00000000E+00,  -0.86489056E-08,
 41492.999,   1,  0.49234177E+12,   0.00000000E+00,  -0.51691349E+12,   0.00000000E+00,   0.00000000E+00,   0.19099184E+11,   0.54912929E+10,   0.00000000E+00,  -0.28628971E-08,
 41493.999,   1,  0.49275397E+12,   0.00000000E+00,  -0.51734040E+12,   0.00000000E+00,   0.00000000E+00,   0.19111530E+11,   0.54925405E+10,   0.00000000E+00,   0.51028444E-08,
 41494.999,   1,  0.49316231E+12,   0.00000000E+00,  -0.51775327E+12,   0.00000000E+00,   0.00000000E+00,   0.19113312E+11,   0.54937881E+10,   0.00000000E+00,  -0.80409591E-08,
 41496.000,   1,  0.49355566E+12,   0.00000000E+00,  -0.51815969E+12,   0.00000000E+00,   0.00000000E+00,   0.19124064E+11,   0.54950478E+10,   0.00000000E+00,  -0.37174730E-07,
 41496.999,   1,  0.49393892E+12,   0.00000000E+00,  -0.51855207E+12,   0.00000000E+00,   0.00000000E+00,   0.19130574E+11,   0.54964788E+10,   0.00000000E+00,  -0.31346504E-07,
 41497.999,   1,  0.49431422E+12,   0.00000000E+00,  -0.51889097E+12,   0.00000000E+00,   0.00000000E+00,   0.19090298E+11,   0.54981915E+10,   0.00000000E+00,   0.12508313E-08,
 41498.999,   1,  0.49468866E+12,   0.00000000E+00,  -0.51923113E+12,   0.00000000E+00,   0.00000000E+00,   0.19055776E+11,   0.54999287E+10,   0.00000000E+00,   0.66910145E-08,
 41500.000,   1,  0.49507464E+12,   0.00000000E+00,  -0.51963285E+12,   0.00000000E+00,   0.00000000E+00,   0.19076952E+11,   0.55015069E+10,   0.00000000E+00,   0.74266712E-08,
 41500.999,   1,  0.49548025E+12,   0.00000000E+00,  -0.52006450E+12,   0.00000000E+00,   0.00000000E+00,   0.19102062E+11,   0.55029262E+10,   0.00000000E+00,   0.18769070E-07,
 41501.999,   1,  0.49587194E+12,   0.00000000E+00,  -0.52046684E+12,   0.00000000E+00,   0.00000000E+00,   0.19105218E+11,   0.55044427E+10,   0.00000000E+00,   0.17797705E-07,
 41502.999,   1,  0.49624967E+12,   0.00000000E+00,  -0.52085752E+12,   0.00000000E+00,   0.00000000E+00,   0.19112997E+11,   0.55059109E+10,   0.00000000E+00,  -0.54631493E-08,
 41503.999,   1,  0.49663417E+12,   0.00000000E+00,  -0.52125199E+12,   0.00000000E+00,   0.00000000E+00,   0.19125450E+11,   0.55072319E+10,   0.00000000E+00,  -0.18285213E-07,
 41505.000,   1,  0.49699312E+12,   0.00000000E+00,  -0.52160974E+12,   0.00000000E+00,   0.00000000E+00,   0.19122464E+11,   0.55085897E+10,   0.00000000E+00,  -0.23035089E-07,
 41505.999,   1,  0.49734327E+12,   0.00000000E+00,  -0.52196633E+12,   0.00000000E+00,   0.00000000E+00,   0.19126220E+11,   0.55098741E+10,   0.00000000E+00,  -0.40843258E-07,
 41506.999,   1,  0.49770251E+12,   0.00000000E+00,  -0.52234072E+12,   0.00000000E+00,   0.00000000E+00,   0.19141012E+11,   0.55111825E+10,   0.00000000E+00,  -0.50424048E-07,
 41508.000,   1,  0.49805482E+12,   0.00000000E+00,  -0.52271167E+12,   0.00000000E+00,   0.00000000E+00,   0.19155455E+11,   0.55125278E+10,   0.00000000E+00,  -0.50367294E-07,
 41508.998,   1,  0.49840968E+12,   0.00000000E+00,  -0.52307933E+12,   0.00000000E+00,   0.00000000E+00,   0.19166638E+11,   0.55138489E+10,   0.00000000E+00,  -0.74664274E-07,
 41509.999,   1,  0.49874959E+12,   0.00000000E+00,  -0.52343034E+12,   0.00000000E+00,   0.00000000E+00,   0.19175057E+11,   0.55151824E+10,   0.00000000E+00,  -0.98436106E-07,
 41510.998,   1,  0.49906214E+12,   0.00000000E+00,  -0.52375291E+12,   0.00000000E+00,   0.00000000E+00,   0.19181599E+11,   0.55165894E+10,   0.00000000E+00,  -0.11582918E-06,
 41511.998,   1,  0.49934647E+12,   0.00000000E+00,  -0.52404260E+12,   0.00000000E+00,   0.00000000E+00,   0.19186895E+11,   0.55180939E+10,   0.00000000E+00,  -0.12360748E-06,
 41512.999,   1,  0.49962149E+12,   0.00000000E+00,  -0.52433161E+12,   0.00000000E+00,   0.00000000E+00,   0.19203526E+11,   0.55198307E+10,   0.00000000E+00,  -0.50948880E-07,
 41513.999,   1,  0.49990271E+12,   0.00000000E+00,  -0.52463068E+12,   0.00000000E+00,   0.00000000E+00,   0.19221840E+11,   0.55220687E+10,   0.00000000E+00,  -0.38500013E-07,
 41514.999,   1,  0.50018128E+12,   0.00000000E+00,  -0.52492363E+12,   0.00000000E+00,   0.00000000E+00,   0.19232394E+11,   0.55250892E+10,   0.00000000E+00,  -0.61187622E-07,
 41515.998,   1,  0.50046971E+12,   0.00000000E+00,  -0.52523052E+12,   0.00000000E+00,   0.00000000E+00,   0.19247388E+11,   0.55286487E+10,   0.00000000E+00,  -0.42279725E-07,
 41516.999,   1,  0.50077001E+12,   0.00000000E+00,  -0.52554915E+12,   0.00000000E+00,   0.00000000E+00,   0.19263855E+11,   0.55321232E+10,   0.00000000E+00,  -0.52432313E-07,
 41517.999,   1,  0.50106955E+12,   0.00000000E+00,  -0.52587122E+12,   0.00000000E+00,   0.00000000E+00,   0.19282337E+11,   0.55351451E+10,   0.00000000E+00,  -0.46282310E-07,
 41518.998,   1,  0.50134728E+12,   0.00000000E+00,  -0.52616056E+12,   0.00000000E+00,   0.00000000E+00,   0.19285127E+11,   0.55376895E+10,   0.00000000E+00,  -0.72389471E-07,
 41519.999,   1,  0.50159361E+12,   0.00000000E+00,  -0.52640552E+12,   0.00000000E+00,   0.00000000E+00,   0.19279874E+11,   0.55399645E+10,   0.00000000E+00,  -0.10576343E-06,
 41520.998,   1,  0.50182272E+12,   0.00000000E+00,  -0.52664390E+12,   0.00000000E+00,   0.00000000E+00,   0.19290775E+11,   0.55419466E+10,   0.00000000E+00,  -0.74047749E-07,
 41521.998,   1,  0.50204256E+12,   0.00000000E+00,  -0.52688815E+12,   0.00000000E+00,   0.00000000E+00,   0.19314078E+11,   0.55434764E+10,   0.00000000E+00,  -0.78951766E-07,
 41523.000,   1,  0.50224236E+12,   0.00000000E+00,  -0.52711768E+12,   0.00000000E+00,   0.00000000E+00,   0.19338152E+11,   0.55447608E+10,   0.00000000E+00,  -0.12850147E-06,
 41523.999,   1,  0.50243724E+12,   0.00000000E+00,  -0.52733608E+12,   0.00000000E+00,   0.00000000E+00,   0.19357490E+11,   0.55461425E+10,   0.00000000E+00,  -0.26111693E-06,
 41525.000,   1,  0.50266015E+12,   0.00000000E+00,  -0.52756975E+12,   0.00000000E+00,   0.00000000E+00,   0.19372782E+11,   0.55476225E+10,   0.00000000E+00,  -0.73520403E-07,
 41525.997,   1,  0.50288351E+12,   0.00000000E+00,  -0.52779899E+12,   0.00000000E+00,   0.00000000E+00,   0.19379565E+11,   0.55490905E+10,   0.00000000E+00,  -0.71530737E-07,
 41526.998,   1,  0.50307667E+12,   0.00000000E+00,  -0.52800885E+12,   0.00000000E+00,   0.00000000E+00,   0.19390441E+11,   0.55506803E+10,   0.00000000E+00,  -0.10525666E-06,
 41528.000,   1,  0.50329109E+12,   0.00000000E+00,  -0.52825763E+12,   0.00000000E+00,   0.00000000E+00,   0.19427990E+11,   0.55523682E+10,   0.00000000E+00,  -0.68532238E-07,
 41528.999,   1,  0.50357549E+12,   0.00000000E+00,  -0.52857496E+12,   0.00000000E+00,   0.00000000E+00,   0.19466757E+11,   0.55540193E+10,   0.00000000E+00,  -0.18712386E-07,
 41530.000,   1,  0.50386981E+12,   0.00000000E+00,  -0.52888925E+12,   0.00000000E+00,   0.00000000E+00,   0.19482306E+11,   0.55556583E+10,   0.00000000E+00,  -0.26812469E-07,
 41530.999,   1,  0.50414018E+12,   0.00000000E+00,  -0.52918306E+12,   0.00000000E+00,   0.00000000E+00,   0.19498954E+11,   0.55572853E+10,   0.00000000E+00,  -0.31648073E-07,
 41531.999,   1,  0.50440935E+12,   0.00000000E+00,  -0.52946920E+12,   0.00000000E+00,   0.00000000E+00,   0.19510170E+11,   0.55589242E+10,   0.00000000E+00,  -0.24715074E-07,
 41532.999,   1,  0.50464767E+12,   0.00000000E+00,  -0.52970143E+12,   0.00000000E+00,   0.00000000E+00,   0.19501862E+11,   0.55605999E+10,   0.00000000E+00,  -0.18501805E-07,
 41534.000,   1,  0.50486051E+12,   0.00000000E+00,  -0.52991568E+12,   0.00000000E+00,   0.00000000E+00,   0.19504914E+11,   0.55622882E+10,   0.00000000E+00,   0.61304787E-09,
 41534.999,   1,  0.50510273E+12,   0.00000000E+00,  -0.53018897E+12,   0.00000000E+00,   0.00000000E+00,   0.19535698E+11,   0.55639765E+10,   0.00000000E+00,   0.21042559E-09,
 41536.000,   1,  0.50536525E+12,   0.00000000E+00,  -0.53046733E+12,   0.00000000E+00,   0.00000000E+00,   0.19550763E+11,   0.55656522E+10,   0.00000000E+00,   0.13640494E-07,
 41536.998,   1,  0.50560661E+12,   0.00000000E+00,  -0.53072613E+12,   0.00000000E+00,   0.00000000E+00,   0.19565823E+11,   0.55673033E+10,   0.00000000E+00,   0.79020395E-08,
 41537.999,   1,  0.50583759E+12,   0.00000000E+00,  -0.53100141E+12,   0.00000000E+00,   0.00000000E+00,   0.19607330E+11,   0.55689423E+10,   0.00000000E+00,  -0.12873842E-07,
 41538.998,   1,  0.50608234E+12,   0.00000000E+00,  -0.53125589E+12,   0.00000000E+00,   0.00000000E+00,   0.19616743E+11,   0.55706059E+10,   0.00000000E+00,  -0.32038858E-07,
 41539.999,   1,  0.50631040E+12,   0.00000000E+00,  -0.53148072E+12,   0.00000000E+00,   0.00000000E+00,   0.19610025E+11,   0.55723187E+10,   0.00000000E+00,  -0.26687453E-07,
 41540.999,   1,  0.50651505E+12,   0.00000000E+00,  -0.53171428E+12,   0.00000000E+00,   0.00000000E+00,   0.19636723E+11,   0.55740804E+10,   0.00000000E+00,  -0.25014477E-07,
 41542.000,   1,  0.50672442E+12,   0.00000000E+00,  -0.53195265E+12,   0.00000000E+00,   0.00000000E+00,   0.19665273E+11,   0.55758908E+10,   0.00000000E+00,   0.40510853E-08,
 41543.000,   1,  0.50693898E+12,   0.00000000E+00,  -0.53219328E+12,   0.00000000E+00,   0.00000000E+00,   0.19686327E+11,   0.55778480E+10,   0.00000000E+00,  -0.40322303E-08,
 41543.999,   1,  0.50716551E+12,   0.00000000E+00,  -0.53244603E+12,   0.00000000E+00,   0.00000000E+00,   0.19709271E+11,   0.55800617E+10,   0.00000000E+00,   0.67010452E-08,
 41545.000,   1,  0.50739556E+12,   0.00000000E+00,  -0.53269689E+12,   0.00000000E+00,   0.00000000E+00,   0.19728592E+11,   0.55824225E+10,   0.00000000E+00,   0.54978698E-07,
 41546.000,   1,  0.50762450E+12,   0.00000000E+00,  -0.53294866E+12,   0.00000000E+00,   0.00000000E+00,   0.19749218E+11,   0.55848692E+10,   0.00000000E+00,   0.51123826E-07,
 41546.998,   1,  0.50785948E+12,   0.00000000E+00,  -0.53320011E+12,   0.00000000E+00,   0.00000000E+00,   0.19764238E+11,   0.55877800E+10,   0.00000000E+00,   0.35865504E-07,
 41547.999,   1,  0.50810157E+12,   0.00000000E+00,  -0.53345456E+12,   0.00000000E+00,   0.00000000E+00,   0.19772978E+11,   0.55921574E+10,   0.00000000E+00,   0.74606399E-07,
 41548.999,   1,  0.50834761E+12,   0.00000000E+00,  -0.53373502E+12,   0.00000000E+00,   0.00000000E+00,   0.19800102E+11,   0.55990907E+10,   0.00000000E+00,   0.81143782E-07,
 41549.999,   1,  0.50862681E+12,   0.00000000E+00,  -0.53405970E+12,   0.00000000E+00,   0.00000000E+00,   0.19843370E+11,   0.56063713E+10,   0.00000000E+00,   0.64706323E-07,
 41550.998,   1,  0.50891502E+12,   0.00000000E+00,  -0.53437038E+12,   0.00000000E+00,   0.00000000E+00,   0.19860899E+11,   0.56120241E+10,   0.00000000E+00,   0.63719731E-07,
 41551.999,   1,  0.50917662E+12,   0.00000000E+00,  -0.53464836E+12,   0.00000000E+00,   0.00000000E+00,   0.19867218E+11,   0.56165393E+10,   0.00000000E+00,   0.93944787E-07,
