$LWG.Elev-Tailwater.Ave.~1Day.1Day.CBT-REV [m NAVD88 => ft],,
CY2011-2015,,12/31/2010
40778,637.3523622,
40779,637.6148294,
40780,637.582021,
40781,637.417979,
40782,637.5164042,
40783,637.5164042,
40784,637.4507874,
40785,637.5164042,
40786,637.582021,
40787,637.6148294,
40788,638.0085302,
40789,638.5990814,
40790,639.4192913,
40791,639.7145669,
40792,639.6161417,
40793,639.1568241,
40794,639.4192913,
40795,639.7473753,
40796,639.8786089,
40797,639.8786089,
40798,640.4035433,
40799,640.4363517,
40800,640.2066929,
40801,640.2395013,
40802,639.5833333,
40803,639.0912073,
40804,638.6646982,
40805,638.3366142,
40806,638.0085302,
40807,637.9757218,
40808,637.9757218,
40809,637.9757218,
40810,638.1725722,
40811,638.402231,
40812,639.3536745,
40813,639.9114173,
40814,639.9770341,
40815,639.7801837,
40816,639.8129921,
40817,639.7801837,
40818,639.7473753,
40819,640.3379265,
40820,640.3379265,
40821,640.1082677,
40822,640.1410761,
40823,640.0754593,
40824,640.1082677,
40825,639.7145669,
40826,639.9114173,
40827,640.2395013,
40828,640.0754593,
40829,639.9442257,
40830,639.8786089,
40831,640.2723097,
40832,640.2395013,
40833,640.0754593,
40834,639.9442257,
40835,639.8458005,
40836,639.5833333,
40837,639.6489501,
40838,639.9770341,
40839,640.0426509,
40840,639.7801837,
40841,639.6489501,
40842,639.7145669,
40843,639.9770341,
40844,639.8786089,
40845,640.0098425,
40846,640.0754593,
40847,639.9442257,
40848,639.8129921,
40849,639.7473753,
40850,639.6161417,
40851,639.9114173,
40852,639.9442257,
40853,639.7145669,
40854,640.0098425,
40855,639.4192913,
40856,639.6161417,
40857,639.6817585,
40858,639.6161417,
40859,640.1082677,
40860,640.4035433,
40861,640.3707349,
40862,640.3051181,
40863,640.0098425,
40864,639.9442257,
40865,640.0754593,
40866,640.2066929,
40867,640.1410761,
40868,640.0426509,
40869,640.1738845,
40870,640.2723097,
40871,639.9114173,
40872,639.6161417,
40873,639.3208661,
40874,639.4192913,
40875,639.7145669,
40876,639.6817585,
40877,639.4192913,
40878,639.4849081,
40879,639.6489501,
40880,639.7473753,
40881,639.7801837,
40882,639.8786089,
40883,639.7473753,
40884,639.4520997,
40885,639.1240157,
40886,638.9599738,
40887,638.7631234,
40888,638.8615486,
40889,639.5177165,
40890,639.7473753,
40891,638.8615486,
40892,638.7631234,
40893,639.6161417,
40894,640.0754593,
40895,640.2066929,
40896,640.1082677,
40897,639.9770341,
40898,640.1082677,
40899,640.2066929,
40900,639.9442257,
40901,640.2066929,
40902,640.1738845,
40903,640.1410761,
40904,640.0754593,
40905,640.0098425,
40906,639.8786089,
40907,640.1410761,
40908,640.1410761,
40909,639.9442257,
40910,640.0754593,
40911,640.1738845,
40912,640.0426509,
40913,639.8129921,
40914,639.6161417,
40915,639.3864829,
40916,639.2880577,
40917,639.6489501,
40918,639.9770341,
40919,639.8129921,
40920,639.8129921,
40921,639.5177165,
40922,639.3536745,
40923,639.5505249,
40924,640.0426509,
40925,640.0426509,
40926,640.0754593,
40927,640.1082677,
40928,639.9770341,
40929,639.8458005,
40930,640.0098425,
40931,640.0754593,
40932,640.0426509,
40933,639.7801837,
40934,640.1410761,
40935,640.2723097,
40936,640.0754593,
40937,639.8129921,
40938,639.8458005,
40939,640.0754593,
40940,639.8458005,
40941,639.8786089,
40942,640.0426509,
40943,639.3208661,
40944,638.5006562,
40945,638.238189,
40946,638.6318898,
40947,639.1568241,
40948,638.730315,
40949,638.3694226,
40950,638.894357,
40951,639.3864829,
40952,639.8458005,
40953,640.4691601,
40954,640.1082677,
40955,639.8458005,
40956,639.8786089,
40957,639.9442257,
40958,640.2395013,
40959,640.0754593,
40960,640.1082677,
40961,640.2066929,
40962,640.2723097,
40963,639.9770341,
40964,640.0426509,
40965,640.1082677,
40966,640.1738845,
40967,639.9114173,
40968,639.9442257,
40969,640.2066929,
40970,640.0426509,
40971,639.8458005,
40972,640.0426509,
40973,640.3051181,
40974,640.3707349,
40975,639.4849081,
40976,639.9770341,
40977,640.0754593,
40978,640.2395013,
40979,640.2395013,
40980,640.2395013,
40981,640.1738845,
40982,639.9114173,
40983,639.3208661,
40984,638.5990814,
40985,638.6975066,
40986,638.5990814,
40987,640.4035433,
40988,640.7644357,
40989,640.6660105,
40990,640.7644357,
40991,640.3051181,
40992,640.1738845,
40993,639.9114173,
40994,640.1738845,
40995,640.6988189,
40996,640.8628609,
40997,640.6332021,
40998,640.2395013,
40999,640.1738845,
41000,640.0754593,
41001,639.7801837,
41002,639.5833333,
41003,639.2224409,
41004,639.1896325,
41005,639.2224409,
41006,639.1568241,
41007,638.8615486,
41008,638.8287402,
41009,638.6975066,
41010,638.730315,
41011,638.894357,
41012,638.9271654,
41013,639.1896325,
41014,639.0912073,
41015,638.9927821,
41016,638.9599738,
41017,638.9599738,
41018,638.9271654,
41019,639.0255905,
41020,639.0255905,
41021,639.0583989,
41022,639.2224409,
41023,639.5833333,
41024,639.8129921,
41025,640.3051181,
41026,640.4363517,
41027,640.8628609,
41028,640.5675853,
41029,639.9770341,
41030,639.7145669,
41031,639.7801837,
41032,639.6489501,
41033,639.4520997,
41034,639.0912073,
41035,638.7959318,
41036,638.7959318,
41037,638.894357,
41038,638.6646982,
41039,638.5334646,
41040,638.894357,
41041,638.9927821,
41042,638.8615486,
41043,638.730315,
41044,638.9271654,
41045,639.0912073,
41046,639.5177165,
41047,639.5833333,
41048,639.5505249,
41049,639.0583989,
41050,639.1240157,
41051,639.0255905,
41052,639.4192913,
41053,639.7145669,
41054,639.4520997,
41055,639.1240157,
41056,638.7959318,
41057,638.4678478,
41058,638.402231,
41059,638.5334646,
41060,638.4350394,
41061,638.3366142,
41062,638.3694226,
41063,638.7959318,
41064,638.9927821,
41065,639.0912073,
41066,639.5177165,
41067,639.5505249,
41068,639.0583989,
41069,638.6318898,
41070,638.238189,
41071,638.4350394,
41072,638.5334646,
41073,638.4350394,
41074,638.238189,
41075,638.6646982,
41076,638.5334646,
41077,638.5006562,
41078,638.3366142,
41079,638.3694226,
41080,638.5990814,
41081,638.6318898,
41082,638.3694226,
41083,638.402231,
41084,638.3366142,
41085,638.4350394,
41086,638.4678478,
41087,638.3694226,
41088,638.4678478,
41089,638.3038058,
41090,638.1069554,
41091,637.9757218,
41092,637.8116798,
41093,637.8444882,
41094,638.0413386,
41095,638.0413386,
41096,637.8116798,
41097,637.8116798,
41098,637.8444882,
41099,637.7132546,
41100,637.8116798,
41101,637.8116798,
41102,637.9429134,
41103,637.910105,
41104,637.8772966,
41105,637.6804462,
41106,637.8444882,
41107,637.746063,
41108,637.8116798,
41109,637.7788714,
41110,637.7788714,
41111,637.7132546,
41112,637.8444882,
41113,637.6476378,
41114,637.8116798,
41115,637.746063,
41116,637.8116798,
41117,637.8444882,
41118,637.7788714,
41119,637.8444882,
41120,637.910105,
41121,638.1397638,
41122,638.1397638,
41123,638.074147,
41124,638.2053806,
41125,638.0085302,
41126,637.910105,
41127,637.8444882,
41128,637.9429134,
41129,638.1397638,
41130,637.8772966,
41131,637.9757218,
41132,637.8772966,
41133,637.7788714,
41134,637.8444882,
41135,637.8772966,
41136,637.910105,
41137,637.8772966,
41138,637.9757218,
41139,637.910105,
41140,637.8772966,
41141,638.0085302,
41142,638.0413386,
41143,637.9757218,
41144,637.9757218,
41145,637.9757218,
41146,638.1069554,
41147,638.074147,
41148,637.910105,
41149,637.910105,
41150,638.074147,
41151,638.1069554,
41152,637.9429134,
41153,637.9757218,
41154,638.238189,
41155,638.4350394,
41156,638.9927821,
41157,640.2066929,
41158,640.2395013,
41159,640.0426509,
41160,639.9114173,
41161,639.9114173,
41162,640.0754593,
41163,639.8458005,
41164,639.2552493,
41165,638.9271654,
41166,638.6318898,
41167,638.566273,
41168,638.6975066,
41169,639.0255905,
41170,638.566273,
41171,638.238189,
41172,638.3366142,
41173,638.2053806,
41174,638.238189,
41175,638.6975066,
41176,638.7631234,
41177,638.5990814,
41178,638.402231,
41179,638.2053806,
41180,638.1069554,
41181,638.3694226,
41182,638.9927821,
41183,639.4520997,
41184,638.9271654,
41185,638.7959318,
41186,639.0583989,
41187,638.8287402,
41188,638.6646982,
41189,638.6318898,
41190,638.5334646,
41191,638.6646982,
41192,639.0255905,
41193,639.2552493,
41194,639.1240157,
41195,638.7959318,
41196,638.9271654,
41197,639.1240157,
41198,639.4849081,
41199,639.9114173,
41200,640.0754593,
41201,640.0426509,
41202,640.0754593,
41203,640.2723097,
41204,640.2395013,
41205,640.1410761,
41206,640.1082677,
41207,640.0754593,
41208,640.2066929,
41209,640.3051181,
41210,640.3051181,
41211,640.3379265,
41212,640.2395013,
41213,640.1738845,
41214,640.0754593,
41215,639.9770341,
41216,640.1082677,
41217,640.3051181,
41218,640.2723097,
41219,640.1738845,
41220,640.1410761,
41221,640.1410761,
41222,640.1082677,
41223,640.1082677,
41224,640.2395013,
41225,640.3051181,
41226,640.2395013,
41227,640.2066929,
41228,639.9442257,
41229,639.6489501,
41230,639.3536745,
41231,639.2552493,
41232,639.1896325,
41233,639.5177165,
41234,638.8287402,
41235,639.2880577,
41236,639.8786089,
41237,639.9770341,
41238,639.9770341,
41239,640.2066929,
41240,640.2066929,
41241,640.1738845,
41242,639.8458005,
41243,639.4520997,
41244,639.2552493,
41245,639.3536745,
41246,639.3536745,
41247,639.3208661,
41248,639.6161417,
41249,639.5505249,
41250,639.3864829,
41251,639.3536745,
41252,639.3864829,
41253,639.4192913,
41254,639.6161417,
41255,639.5505249,
41256,639.4849081,
41257,639.3864829,
41258,638.894357,
41259,639.0255905,
41260,639.5177165,
41261,640.0754593,
41262,639.9442257,
41263,639.7801837,
41264,639.8129921,
41265,640.1410761,
41266,639.9114173,
41267,640.1410761,
41268,640.4363517,
41269,640.1738845,
41270,640.1738845,
41271,640.1738845,
41272,639.9442257,
41273,639.7473753,
41274,639.8129921,
41275,639.8129921,
41276,639.4520997,
41277,639.7801837,
41278,639.1896325,
41279,638.7959318,
41280,639.0583989,
41281,639.0255905,
41282,639.5833333,
41283,639.9114173,
41284,640.2723097,
41285,640.2723097,
41286,640.2066929,
41287,640.0754593,
41288,640.2395013,
41289,640.1738845,
41290,639.8458005,
41291,639.4849081,
41292,639.4849081,
41293,639.3536745,
41294,639.2880577,
41295,639.5505249,
41296,639.6161417,
41297,639.3864829,
41298,639.3208661,
41299,639.1240157,
41300,639.3208661,
41301,639.8129921,
41302,639.9442257,
41303,640.0426509,
41304,640.1410761,
41305,640.2066929,
41306,640.2066929,
41307,640.2395013,
41308,640.1738845,
41309,640.4363517,
41310,640.4363517,
41311,640.3379265,
41312,640.3051181,
41313,640.3379265,
41314,640.2395013,
41315,640.1738845,
41316,640.1082677,
41317,640.2723097,
41318,640.3707349,
41319,640.3051181,
41320,640.1082677,
41321,640.2395013,
41322,640.0098425,
41323,639.8458005,
41324,639.9770341,
41325,639.8786089,
41326,639.8129921,
41327,639.7801837,
41328,639.9114173,
41329,639.9114173,
41330,640.0754593,
41331,640.1410761,
41332,640.1410761,
41333,640.1738845,
41334,640.0754593,
41335,640.2066929,
41336,640.1738845,
41337,640.3707349,
41338,640.1082677,
41339,639.9770341,
41340,639.9442257,
41341,640.0426509,
41342,640.1738845,
41343,640.1082677,
41344,640.1082677,
41345,640.2395013,
41346,640.0754593,
41347,639.9770341,
41348,639.9770341,
41349,639.8458005,
41350,639.7801837,
41351,639.7801837,
41352,639.9114173,
41353,639.1896325,
41354,638.7959318,
41355,639.1896325,
41356,639.1896325,
41357,638.8287402,
41358,638.8287402,
41359,639.0255905,
41360,639.0255905,
41361,639.3864829,
41362,640.2395013,
41363,640.1082677,
41364,640.0754593,
41365,639.9770341,
41366,638.9271654,
41367,638.5334646,
41368,638.4350394,
41369,638.2053806,
41370,638.238189,
41371,638.4350394,
41372,638.566273,
41373,638.5006562,
41374,638.3694226,
41375,638.238189,
41376,638.3366142,
41377,638.1397638,
41378,638.3694226,
41379,638.238189,
41380,638.0413386,
41381,638.1725722,
41382,638.1397638,
41383,637.8772966,
41384,638.0413386,
41385,638.1069554,
41386,638.074147,
41387,638.1069554,
41388,637.8772966,
41389,637.8444882,
41390,637.9429134,
41391,637.8772966,
41392,638.1069554,
41393,638.1725722,
41394,638.3366142,
41395,638.238189,
41396,638.1725722,
41397,638.2053806,
41398,638.1397638,
41399,638.1397638,
41400,638.1069554,
41401,638.3038058,
41402,638.4350394,
41403,638.5334646,
41404,638.9271654,
41405,638.9599738,
41406,639.1896325,
41407,639.4192913,
41408,639.7145669,
41409,639.7801837,
41410,639.6489501,
41411,639.2880577,
41412,638.9927821,
41413,638.8615486,
41414,638.6646982,
41415,638.6975066,
41416,638.4678478,
41417,638.6318898,
41418,638.6646982,
41419,638.4350394,
41420,638.3366142,
41421,638.1397638,
41422,638.1397638,
41423,638.3694226,
41424,638.3366142,
41425,638.3694226,
41426,638.5006562,
41427,638.2709974,
41428,638.2053806,
41429,638.2053806,
41430,638.3038058,
41431,638.2053806,
41432,638.2709974,
41433,638.402231,
41434,638.5006562,
41435,638.402231,
41436,638.3694226,
41437,638.3366142,
41438,638.3038058,
41439,638.2053806,
41440,638.2053806,
41441,637.9757218,
41442,637.8116798,
41443,637.8116798,
41444,637.7788714,
41445,637.8444882,
41446,638.074147,
41447,638.1725722,
41448,637.8772966,
41449,637.8444882,
41450,637.9429134,
41451,637.746063,
41452,637.9429134,
41453,637.8772966,
41454,637.910105,
41455,637.910105,
41456,637.8444882,
41457,637.8444882,
41458,637.9757218,
41459,637.8444882,
41460,637.8444882,
41461,637.6804462,
41462,637.7788714,
41463,637.6804462,
41464,637.3195538,
41465,636.433727,
41466,636.3353018,
41467,636.5649606,
41468,636.7946194,
41469,636.7290026,
41470,636.5649606,
41471,636.4665354,
41472,636.433727,
41473,636.7946194,
41474,636.761811,
41475,636.761811,
41476,636.8602362,
41477,636.597769,
41478,636.6633858,
41479,636.5321522,
41480,636.6961942,
41481,636.6961942,
41482,636.5321522,
41483,636.8274278,
41484,636.8602362,
41485,636.761811,
41486,636.4665354,
41487,636.761811,
41488,636.925853,
41489,637.0242782,
41490,636.5321522,
41491,636.8602362,
41492,636.925853,
41493,636.3681102,
41494,636.6305774,
41495,636.6961942,
41496,636.7946194,
41497,636.8602362,
41498,636.761811,
41499,636.8274278,
41500,636.597769,
41501,636.4993438,
41502,636.6305774,
41503,636.6961942,
41504,637.0242782,
41505,637.089895,
41506,636.925853,
41507,636.7946194,
41508,636.8602362,
41509,637.3195538,
41510,637.2867454,
41511,637.3195538,
41512,637.746063,
41513,637.6476378,
41514,637.5164042,
41515,637.4835958,
41516,637.3851706,
41517,637.5164042,
41518,637.7132546,
41519,638.4678478,
41520,639.6817585,
41521,640.2066929,
41522,640.1082677,
41523,639.7473753,
41524,639.8786089,
41525,640.0098425,
41526,640.2395013,
41527,639.9114173,
41528,639.7145669,
41529,639.3864829,
41530,639.2880577,
41531,638.5334646,
41532,638.566273,
41533,639.5177165,
41534,639.5177165,
41535,639.4192913,
41536,640.1738845,
41537,639.5505249,
41538,638.238189,
41539,638.7959318,
41540,639.7145669,
41541,640.3707349,
41542,640.3707349,
41543,640.3707349,
41544,640.1738845,
41545,640.1410761,
41546,639.7801837,
41547,639.5505249,
41548,639.9770341,
41549,640.0098425,
41550,640.3379265,
41551,640.0754593,
41552,640.1410761,
41553,640.1738845,
41554,640.2395013,
41555,640.4363517,
41556,640.2723097,
41557,640.1410761,
41558,640.0426509,
41559,639.7145669,
41560,640.0098425,
41561,639.9770341,
41562,639.8129921,
41563,639.3864829,
41564,639.3208661,
41565,639.2880577,
41566,639.6489501,
41567,640.2066929,
41568,640.2395013,
41569,639.9770341,
41570,639.7473753,
41571,639.7801837,
41572,639.5177165,
41573,639.4192913,
41574,639.3864829,
41575,639.2224409,
41576,639.2552493,
41577,639.3864829,
41578,639.2552493,
41579,639.6817585,
41580,640.0754593,
41581,640.5347769,
41582,640.3051181,
41583,640.0754593,
41584,639.8458005,
41585,639.5833333,
41586,639.4849081,
41587,639.4849081,
41588,640.0754593,
41589,640.2723097,
41590,640.1082677,
41591,639.9770341,
41592,640.1082677,
41593,639.9442257,
41594,639.7145669,
41595,640.1738845,
41596,640.1738845,
41597,639.9442257,
41598,639.9770341,
41599,639.7145669,
41600,639.3536745,
41601,639.0255905,
41602,639.1568241,
41603,639.8129921,
41604,639.9770341,
41605,639.8129921,
41606,639.9114173,
41607,640.2066929,
41608,640.3051181,
41609,640.2395013,
41610,640.3379265,
41611,640.6988189,
41612,640.6660105,
41613,640.4363517,
41614,639.8458005,
41615,639.2552493,
41616,638.8287402,
41617,638.4678478,
41618,637.9429134,
41619,637.910105,
41620,637.9429134,
41621,638.238189,
41622,638.7631234,
41623,639.7801837,
41624,640.2066929,
41625,639.9770341,
41626,640.0426509,
41627,640.1082677,
41628,640.1082677,
41629,640.1082677,
41630,639.9770341,
41631,640.0754593,
41632,640.2723097,
41633,640.3707349,
41634,640.4363517,
41635,640.4363517,
41636,640.3379265,
41637,640.4363517,
41638,640.2723097,
41639,640.0754593,
41640,640.2395013,
41641,640.3051181,
41642,640.4363517,
41643,640.3379265,
41644,640.2066929,
41645,640.3051181,
41646,640.3051181,
41647,639.9770341,
41648,639.4849081,
41649,639.4849081,
41650,639.4520997,
41651,639.4520997,
41652,640.5347769,
41653,640.5347769,
41654,640.3051181,
41655,640.2066929,
41656,640.2723097,
41657,640.1738845,
41658,640.1410761,
41659,640.2066929,
41660,640.2395013,
41661,640.3379265,
41662,639.9770341,
41663,640.1082677,
41664,639.9770341,
41665,639.8129921,
41666,639.6489501,
41667,639.9442257,
41668,639.8458005,
41669,639.7801837,
41670,639.9770341,
41671,640.2066929,
41672,640.2066929,
41673,640.0754593,
41674,640.1738845,
41675,640.0098425,
41676,640.0098425,
41677,640.0098425,
41678,639.9114173,
41679,640.1082677,
41680,640.1082677,
41681,640.1410761,
41682,639.8458005,
41683,639.9114173,
41684,640.2723097,
41685,640.1410761,
41686,640.1410761,
41687,640.4363517,
41688,640.6332021,
41689,640.2066929,
41690,640.3051181,
41691,640.3707349,
41692,640.7972441,
41693,640.3707349,
41694,640.0754593,
41695,640.0754593,
41696,640.0426509,
41697,640.0098425,
41698,640.0426509,
41699,639.9114173,
41700,640.0426509,
41701,639.7473753,
41702,639.8129921,
41703,640.7644357,
41704,640.5675853,
41705,640.9284777,
41706,640.8956693,
41707,640.4363517,
41708,640.5675853,
41709,641.3221785,
41710,640.7972441,
41711,639.8786089,
41712,639.4520997,
41713,639.6161417,
41714,639.2552493,
41715,639.4849081,
41716,640.0098425,
41717,639.8458005,
41718,639.1240157,
41719,639.5177165,
41720,639.5177165,
41721,639.0912073,
41722,638.8615486,
41723,638.566273,
41724,639.8458005,
41725,640.0754593,
41726,640.1082677,
41727,639.1568241,
41728,639.0912073,
41729,639.2224409,
41730,639.4849081,
41731,638.6318898,
41732,638.0413386,
41733,637.089895,
41734,637.089895,
41735,637.3195538,
41736,637.2867454,
41737,637.3851706,
41738,637.253937,
41739,637.2867454,
41740,637.7788714,
41741,637.6148294,
41742,637.746063,
41743,637.6476378,
41744,637.7132546,
41745,637.4835958,
41746,637.4507874,
41747,637.417979,
41748,637.7132546,
41749,637.2867454,
41750,637.417979,
41751,637.582021,
41752,637.6148294,
41753,637.5492126,
41754,637.7132546,
41755,637.7132546,
41756,637.910105,
41757,639.1240157,
41758,640.4363517,
41759,638.5334646,
41760,637.1555118,
41761,637.253937,
41762,637.582021,
41763,637.6476378,
41764,637.9429134,
41765,638.4350394,
41766,638.1397638,
41767,638.0085302,
41768,637.6804462,
41769,637.7132546,
41770,637.9429134,
41771,637.8772966,
41772,637.5492126,
41773,637.3851706,
41774,637.3523622,
41775,637.417979,
41776,637.8772966,
41777,638.2053806,
41778,638.730315,
41779,638.6318898,
41780,638.6646982,
41781,638.3694226,
41782,638.6318898,
41783,638.894357,
41784,639.2552493,
41785,639.4520997,
41786,639.3208661,
41787,639.2552493,
41788,639.2880577,
41789,639.1568241,
41790,638.8615486,
41791,638.9599738,
41792,638.8287402,
41793,638.6646982,
41794,638.6646982,
41795,638.6975066,
41796,638.6318898,
41797,638.8287402,
41798,638.6318898,
41799,638.402231,
41800,638.4350394,
41801,638.4350394,
41802,638.0413386,
41803,638.2053806,
41804,637.9757218,
41805,637.6476378,
41806,637.1883202,
41807,637.253937,
41808,637.1227034,
41809,637.3523622,
41810,636.925853,
41811,637.1883202,
41812,637.3195538,
41813,637.2867454,
41814,637.1555118,
41815,637.3195538,
41816,636.925853,
41817,637.2211286,
41818,637.089895,
41819,637.5164042,
41820,637.5164042,
41821,637.1227034,
41822,637.0570866,
41823,637.0242782,
41824,637.089895,
41825,637.0242782,
41826,636.9586614,
41827,636.9586614,
41828,637.0570866,
41829,636.7946194,
41830,636.7946194,
41831,636.6305774,
41832,636.7946194,
41833,636.6633858,
41834,636.5321522,
41835,636.4993438,
41836,636.6305774,
41837,636.597769,
41838,637.1227034,
41839,637.0570866,
41840,636.9586614,
41841,637.089895,
41842,636.925853,
41843,636.8602362,
41844,637.0570866,
41845,637.0570866,
41846,637.2867454,
41847,637.2867454,
41848,637.2867454,
41849,637.5492126,
41850,637.4835958,
41851,637.1555118,
41852,637.3195538,
41853,637.3195538,
41854,637.3851706,
41855,637.1883202,
41856,637.1883202,
41857,637.0570866,
41858,637.3195538,
41859,637.3523622,
41860,637.2867454,
41861,636.8274278,
41862,637.089895,
41863,637.1227034,
41864,637.1555118,
41865,637.0242782,
41866,637.1555118,
41867,636.8274278,
41868,637.1227034,
41869,637.1555118,
41870,637.1555118,
41871,637.1227034,
41872,637.3523622,
41873,637.4507874,
41874,637.3195538,
41875,637.2867454,
41876,637.3523622,
41877,637.089895,
41878,637.1883202,
41879,637.2867454,
41880,637.3195538,
41881,637.3851706,
41882,637.5492126,
41883,637.4507874,
41884,638.0085302,
41885,638.1069554,
41886,638.730315,
41887,639.4192913,
41888,640.0098425,
41889,640.4363517,
41890,640.5675853,
41891,640.4035433,
41892,640.1410761,
41893,640.2723097,
41894,640.0754593,
41895,639.4849081,
41896,638.6975066,
41897,637.746063,
41898,637.1883202,
41899,637.6804462,
41900,638.4350394,
41901,638.6975066,
41902,638.566273,
41903,638.8287402,
41904,639.4849081,
41905,640.2066929,
41906,639.7801837,
41907,638.2053806,
41908,637.746063,
41909,638.1397638,
41910,638.3038058,
41911,638.6975066,
41912,639.0255905,
41913,639.2880577,
41914,639.6489501,
41915,639.6817585,
41916,640.0098425,
41917,639.9770341,
41918,639.9114173,
41919,639.7801837,
41920,639.4520997,
41921,639.2552493,
41922,638.9927821,
41923,638.730315,
41924,639.2224409,
41925,640.1410761,
41926,640.0754593,
41927,639.8786089,
41928,639.8786089,
41929,639.9114173,
41930,640.0754593,
41931,640.0098425,
41932,639.9114173,
41933,639.7801837,
41934,639.8458005,
41935,639.9770341,
41936,639.9770341,
41937,639.8458005,
41938,639.9114173,
41939,640.3379265,
