$Pumped Flows to Banks Lake 1/1/2011 to 12/31/15,,
,,
JDAY,QWD,
24.667,0,
24.708,0,
24.75,0,
24.792,0,
24.833,0,
24.875,61.1,
24.917,379.8,
24.958,406.3,
25,404.5,
25.042,403.5,
25.083,403.5,
25.125,403.5,
25.167,403.5,
25.208,365,
25.25,0,
25.292,6.1,
25.333,0,
25.375,0,
25.417,0,
25.458,0,
25.5,0,
25.542,0,
25.583,0,
25.625,0,
25.667,0,
25.708,0,
25.75,0,
25.792,0,
25.833,0,
25.875,0,
25.917,0,
25.958,0,
26,0,
26.042,0,
26.083,0,
26.125,0,
26.167,0,
26.208,0,
26.25,0,
26.292,0,
26.333,0,
26.375,0,
26.417,0,
26.458,0,
26.5,0,
26.542,0,
26.583,0,
26.625,0,
26.667,0,
26.708,0,
26.75,0,
26.792,0,
26.833,0,
26.875,0,
26.917,0,
26.958,0,
27,0,
27.042,0,
27.083,0,
27.125,0,
27.167,0,
27.208,0,
27.25,0,
27.292,0,
27.333,0,
27.375,0,
27.417,0,
27.458,0,
27.5,0,
27.542,0,
27.583,0,
27.625,0,
27.667,0,
27.708,0,
27.75,0,
27.792,0,
27.833,0,
27.875,0,
27.917,0,
27.958,0,
28,0,
28.042,0,
28.083,0,
28.125,0,
28.167,0,
28.208,0,
28.25,0,
28.292,0,
28.333,0,
28.375,0,
28.417,0,
28.458,0,
28.5,0,
28.542,0,
28.583,0,
28.625,0,
28.667,0,
28.708,0,
28.75,0,
28.792,0,
28.833,0,
28.875,0,
28.917,0,
28.958,0,
29,0,
29.042,0,
29.083,0,
29.125,0,
29.167,0,
29.208,0,
29.25,0,
29.292,0,
29.333,0,
29.375,0,
29.417,0,
29.458,0,
29.5,0,
29.542,0,
29.583,0,
29.625,0,
29.667,0,
29.708,0,
29.75,0,
29.792,0,
29.833,0,
29.875,0,
29.917,0,
29.958,0,
30,0,
30.042,0,
30.083,0,
30.125,0,
30.167,0,
30.208,0,
30.25,0,
30.292,0,
30.333,0,
30.375,0,
30.417,0,
30.458,0,
30.5,0,
30.542,0,
30.583,0,
30.625,0,
30.667,0,
30.708,0,
30.75,0,
30.792,0,
30.833,0,
30.875,0,
30.917,0,
30.958,0,
31,0,
31.042,0,
31.083,0,
31.125,0,
31.167,0,
31.208,0,
31.25,0,
31.292,0,
31.333,0,
31.375,0,
31.417,0,
31.458,0,
31.5,0,
31.542,0,
31.583,0,
31.625,0,
31.667,0,
31.708,0,
31.75,0,
31.792,0,
31.833,0,
31.875,0,
31.917,0,
31.958,0,
32,0,
32.042,0,
32.083,0,
32.125,0,
32.167,0,
32.208,0,
32.25,0,
32.292,0,
32.333,0,
32.375,0,
32.417,0,
32.458,0,
32.5,0,
32.542,0,
32.583,0,
32.625,0,
32.667,0,
32.708,0,
32.75,0,
32.792,0,
32.833,0,
32.875,0,
32.917,0,
32.958,0,
33,0,
33.042,0,
33.083,0,
33.125,0,
33.167,0,
33.208,0,
33.25,0,
33.292,0,
33.333,0,
33.375,0,
33.417,0,
33.458,0,
33.5,0,
33.542,0,
33.583,0,
33.625,0,
33.667,0,
33.708,0,
33.75,0,
33.792,0,
33.833,0,
33.875,0,
33.917,0,
33.958,0,
34,0,
34.042,0,
34.083,0,
34.125,0,
34.167,0,
34.208,0,
34.25,0,
34.292,0,
34.333,0,
34.375,0,
34.417,0,
34.458,0,
34.5,0,
34.542,0,
34.583,0,
34.625,0,
34.667,0,
34.708,0,
34.75,0,
34.792,0,
34.833,0,
34.875,0,
34.917,0,
34.958,0,
35,0,
35.042,0,
35.083,0,
35.125,0,
35.167,0,
35.208,0,
35.25,0,
35.292,0,
35.333,0,
35.375,0,
35.417,0,
35.458,0,
35.5,0,
35.542,0,
35.583,0,
35.625,0,
35.667,0,
35.708,0,
35.75,0,
35.792,0,
35.833,0,
35.875,0,
35.917,0,
35.958,0,
36,0,
36.042,0,
36.083,0,
36.125,0,
36.167,0,
36.208,0,
36.25,0,
36.292,0,
36.333,0,
36.375,0,
36.417,0,
36.458,0,
36.5,0,
36.542,0,
36.583,0,
36.625,0,
36.667,0,
36.708,0,
36.75,0,
36.792,0,
36.833,0,
36.875,0,
36.917,0,
36.958,0,
37,0,
37.042,0,
37.083,0,
37.125,0,
37.167,0,
37.208,0,
37.25,0,
37.292,0,
37.333,0,
37.375,0,
37.417,0,
37.458,0,
37.5,0,
37.542,0,
37.583,0,
37.625,0,
37.667,0,
37.708,0,
37.75,0,
37.792,0,
37.833,0,
37.875,0,
37.917,0,
37.958,0,
38,0,
38.042,0,
38.083,0,
38.125,0,
38.167,0,
38.208,0,
38.25,0,
38.292,0,
38.333,0,
38.375,0,
38.417,0,
38.458,0,
38.5,0,
38.542,0,
38.583,0,
38.625,0,
38.667,0,
38.708,0,
38.75,0,
38.792,0,
38.833,0,
38.875,0,
38.917,0,
38.958,0,
39,0,
39.042,0,
39.083,0,
39.125,0,
39.167,0,
39.208,0,
39.25,0,
39.292,0,
39.333,0,
39.375,0,
39.417,0,
39.458,0,
39.5,0,
39.542,0,
39.583,0,
39.625,0,
39.667,0,
39.708,0,
39.75,0,
39.792,0,
39.833,0,
39.875,0,
39.917,0,
39.958,0,
40,0,
40.042,0,
40.083,0,
40.125,0,
40.167,0,
40.208,0,
40.25,0,
40.292,0,
40.333,0,
40.375,0,
40.417,0,
40.458,0,
40.5,0,
40.542,0,
40.583,0,
40.625,0,
40.667,0,
40.708,0,
40.75,0,
40.792,0,
40.833,0,
40.875,0,
40.917,0,
40.958,0,
41,0,
41.042,0,
41.083,0,
41.125,0,
41.167,0,
41.208,0,
41.25,0,
41.292,0,
41.333,0,
41.375,0,
41.417,0,
41.458,0,
41.5,0,
41.542,0,
41.583,0,
41.625,0,
41.667,0,
41.708,0,
41.75,0,
41.792,0,
41.833,0,
41.875,0,
41.917,0,
41.958,0,
42,0,
42.042,0,
42.083,0,
42.125,0,
42.167,0,
42.208,0,
42.25,0,
42.292,0,
42.333,0,
42.375,0,
42.417,0,
42.458,0,
42.5,0,
42.542,0,
42.583,0,
42.625,0,
42.667,0,
42.708,0,
42.75,0,
42.792,0,
42.833,0,
42.875,0,
42.917,0,
42.958,0,
43,0,
43.042,0,
43.083,35.8,
43.125,303.7,
43.167,332.8,
43.208,331.8,
43.25,331.8,
43.292,331.8,
43.333,331.8,
43.375,332.8,
43.417,331.8,
43.458,331.8,
43.5,332.8,
43.542,331.8,
43.583,330.8,
43.625,331.8,
43.667,330.8,
43.708,330.8,
43.75,330.8,
43.792,331.8,
43.833,330.8,
43.875,330.8,
43.917,331.8,
43.958,330.8,
44,329.9,
44.042,329.9,
44.083,329.9,
44.125,329.9,
44.167,329.9,
44.208,329.9,
44.25,329.9,
44.292,329.9,
44.333,329.9,
44.375,329.9,
44.417,329.9,
44.458,329.9,
44.5,329.9,
44.542,329.9,
44.583,329.9,
44.625,329.9,
44.667,329.9,
44.708,329.9,
44.75,329.9,
44.792,329.9,
44.833,329.9,
44.875,329.9,
44.917,329.9,
44.958,329.9,
45,329.2,
45.042,329.2,
45.083,329.2,
45.125,329.2,
45.167,329.2,
45.208,268.5,
45.25,0,
45.292,0,
45.333,0,
45.375,0,
45.417,0,
45.458,0,
45.5,0,
45.542,0,
45.583,0,
45.625,0,
45.667,0,
45.708,0,
45.75,0,
45.792,0,
45.833,0,
45.875,0,
45.917,0,
45.958,0,
46,0,
46.042,0,
46.083,0,
46.125,0,
46.167,0,
46.208,0,
46.25,0,
46.292,0,
46.333,0,
46.375,0,
46.417,0,
46.458,0,
46.5,0,
46.542,0,
46.583,0,
46.625,0,
46.667,0,
46.708,0,
46.75,0,
46.792,0,
46.833,0,
46.875,0,
46.917,0,
46.958,0,
47,0,
47.042,2.2,
47.083,0,
47.125,0,
47.167,0,
47.208,0,
47.25,0,
47.292,0,
47.333,0,
47.375,0,
47.417,0,
47.458,0,
47.5,0,
47.542,0,
47.583,0,
47.625,0,
47.667,0,
47.708,0,
47.75,0,
47.792,0,
47.833,1.1,
47.875,2.2,
47.917,0,
47.958,0,
48,0,
48.042,0,
48.083,0,
48.125,0,
48.167,0,
48.208,0,
48.25,0,
48.292,0,
48.333,0,
48.375,0,
48.417,0,
48.458,0,
48.5,0,
48.542,0,
48.583,0,
48.625,0,
48.667,0,
48.708,0,
48.75,0,
48.792,0,
48.833,0,
48.875,0,
48.917,0,
48.958,0,
49,0,
49.042,0,
49.083,0,
49.125,0,
49.167,0,
49.208,0,
49.25,0,
49.292,0,
49.333,0,
49.375,0,
49.417,0,
49.458,0,
49.5,0,
49.542,0,
49.583,0,
49.625,0,
49.667,0,
49.708,0,
49.75,0,
49.792,0,
49.833,0,
49.875,0,
49.917,0,
49.958,0,
50,0,
50.042,0,
50.083,0,
50.125,0,
50.167,0,
50.208,65.8,
50.25,325,
50.292,325,
50.333,325,
50.375,261.2,
50.417,0,
50.458,0,
50.5,0,
50.542,0,
50.583,0,
50.625,0,
50.667,0,
50.708,0,
50.75,0,
50.792,29.5,
50.833,312.6,
50.875,325,
50.917,325,
50.958,325,
51,324.7,
51.042,324.7,
51.083,324.7,
51.125,324.7,
51.167,324.7,
51.208,277.9,
51.25,0,
51.292,0,
51.333,0,
51.375,0,
51.417,0,
51.458,0,
51.5,0,
51.542,0,
51.583,0,
51.625,0,
51.667,0,
51.708,0,
51.75,0,
51.792,0,
51.833,0,
51.875,19.1,
51.917,259.8,
51.958,275.1,
52,273,
52.042,273,
52.083,273,
52.125,273,
52.167,273,
52.208,230.4,
52.25,0,
52.292,0,
52.333,0,
52.375,0,
52.417,0,
52.458,0,
52.5,0,
52.542,0,
52.583,0,
52.625,0,
52.667,0,
52.708,0,
52.75,0,
52.792,0,
52.833,20.9,
52.875,261.7,
52.917,273,
52.958,273,
53,272.6,
53.042,272.6,
53.083,272.6,
53.125,272.6,
53.167,228.1,
53.208,0,
53.25,0,
53.292,0,
53.333,0,
53.375,0,
53.417,0,
53.458,3.8,
53.5,0,
53.542,0,
53.583,0,
53.625,0,
53.667,0,
53.708,0,
53.75,0,
53.792,0,
53.833,0,
53.875,0,
53.917,0,
53.958,0,
54,0,
54.042,0,
54.083,0,
54.125,0,
54.167,0,
54.208,0,
54.25,0,
54.292,0,
54.333,0,
54.375,0,
54.417,0,
54.458,0,
54.5,0,
54.542,0,
54.583,0,
54.625,0,
54.667,0,
54.708,0,
54.75,0,
54.792,0,
54.833,0,
54.875,0,
54.917,0,
54.958,0,
55,0,
55.042,0,
55.083,0,
55.125,0,
55.167,0,
55.208,0,
55.25,0,
55.292,0,
55.333,0,
55.375,0,
55.417,0,
55.458,0,
55.5,0,
55.542,0,
55.583,0,
55.625,0,
55.667,0,
55.708,0,
55.75,0,
55.792,0,
55.833,0,
55.875,0,
55.917,0,
55.958,0,
56,0,
56.042,0,
56.083,0,
56.125,0,
56.167,0,
56.208,0,
56.25,0,
56.292,0,
56.333,0,
56.375,0,
56.417,0,
56.458,0,
56.5,0,
56.542,0,
56.583,0,
56.625,0,
56.667,0,
56.708,0,
56.75,0,
56.792,0,
56.833,0,
56.875,0,
56.917,0,
56.958,0,
57,0,
57.042,0,
57.083,0,
57.125,0,
57.167,0,
57.208,0,
57.25,0,
57.292,0,
57.333,0,
57.375,0,
57.417,0,
57.458,0,
57.5,0,
57.542,0,
57.583,0,
57.625,0,
57.667,0,
57.708,0,
57.75,0,
57.792,0,
57.833,0,
57.875,0,
57.917,0,
57.958,0,
58,0,
58.042,0,
58.083,0,
58.125,0,
58.167,0,
58.208,0,
58.25,0,
58.292,0,
58.333,0,
58.375,0,
58.417,0,
58.458,0,
58.5,0,
58.542,0,
58.583,0,
58.625,0,
58.667,0,
58.708,0,
58.75,0,
58.792,0,
58.833,0,
58.875,0,
58.917,0,
58.958,0,
59,0,
59.042,0,
59.083,0,
59.125,0,
59.167,0,
59.208,0,
59.25,0,
59.292,0,
59.333,0,
59.375,0,
59.417,0,
59.458,0,
59.5,0,
59.542,0,
59.583,0,
59.625,0,
59.667,0,
59.708,0,
59.75,0,
59.792,0,
59.833,0,
59.875,0,
59.917,0,
59.958,0,
60,0,
60.042,0,
60.083,0,
60.125,0,
60.167,0,
60.208,0,
60.25,0,
60.292,0,
60.333,0,
60.375,0,
60.417,0,
60.458,0,
60.5,0,
60.542,0,
60.583,0,
60.625,0,
60.667,0,
60.708,0,
60.75,0,
60.792,0,
60.833,0,
60.875,0,
60.917,0,
60.958,0,
61,0,
61.042,0,
61.083,0,
61.125,0,
61.167,0,
61.208,0,
61.25,0,
61.292,0,
61.333,0,
61.375,0,
61.417,0,
61.458,0,
61.5,0,
61.542,0,
61.583,0,
61.625,0,
61.667,0,
61.708,0,
61.75,0,
61.792,0,
61.833,0,
61.875,0,
61.917,0,
61.958,0,
62,0,
62.042,0,
62.083,0,
62.125,0,
62.167,0,
62.208,0,
62.25,0,
62.292,0,
62.333,0,
62.375,0,
62.417,0,
62.458,0,
62.5,0,
62.542,0,
62.583,0,
62.625,0,
62.667,0,
62.708,0,
62.75,0,
62.792,0,
62.833,0,
62.875,0,
62.917,0,
62.958,0,
63,0,
63.042,0,
63.083,0,
63.125,0,
63.167,0,
63.208,0,
63.25,0,
63.292,0,
63.333,0,
63.375,0,
63.417,0,
63.458,0,
63.5,0,
63.542,0,
63.583,0,
63.625,0,
63.667,0,
63.708,0,
63.75,0,
63.792,0,
63.833,0,
63.875,0,
63.917,0,
63.958,0,
64,0,
64.042,0,
64.083,0,
64.125,0,
64.167,0,
64.208,0,
64.25,0,
64.292,0,
64.333,0,
64.375,0,
64.417,0,
64.458,0,
64.5,0,
64.542,0,
64.583,0,
64.625,0,
64.667,0,
64.708,0,
64.75,0,
64.792,0,
64.833,0,
64.875,0,
64.917,0,
64.958,0,
65,205.2,
65.042,313.4,
65.083,312.4,
65.125,312.4,
65.167,312.4,
65.208,260.2,
65.25,0,
65.292,0,
65.333,0,
65.375,0,
65.417,0,
65.458,0,
65.5,0,
65.542,0,
65.583,0,
65.625,0,
65.667,0,
65.708,0,
65.75,0,
65.792,0,
65.833,0,
65.875,0,
65.917,0,
65.958,0,
66,0,
66.042,0,
66.083,0,
66.125,0,
66.167,0,
66.208,0,
66.25,0,
66.292,0,
66.333,0,
66.375,0,
66.417,0,
66.458,0,
66.5,0,
66.542,0,
66.583,0,
66.625,0,
66.667,0,
66.708,0,
66.75,0,
66.792,0,
66.833,0,
66.875,41,
66.917,263.8,
66.958,264.7,
67,262.2,
67.042,262.2,
67.083,262.2,
67.125,262.2,
67.167,224.4,
67.208,0,
67.25,0,
67.292,0,
67.333,0,
67.375,0,
67.417,0,
67.458,0,
67.5,0,
67.542,0,
67.583,0,
67.625,0,
67.667,0,
67.708,0,
67.75,0,
67.792,0,
67.833,0,
67.875,40.6,
67.917,233.6,
67.958,262.2,
68,261.1,
68.042,261.1,
68.083,261.1,
68.125,261.1,
68.167,261.1,
68.208,217.9,
68.25,0,
68.292,0,
68.333,0,
68.375,0,
68.417,0,
68.458,0,
68.5,0,
68.542,0,
68.583,0,
68.625,0,
68.667,0,
68.708,0,
68.75,0,
68.792,0,
68.833,0,
68.875,0,
68.917,0,
68.958,0,
69,217.6,
69.042,278.7,
69.083,277.7,
69.125,277.7,
69.167,277.7,
69.208,278.7,
69.25,220.6,
69.292,0,
69.333,106.4,
69.375,106.4,
69.417,277.7,
69.458,218.6,
69.5,0,
69.542,0,
69.583,0,
69.625,0,
69.667,0,
69.708,0,
69.75,0,
69.792,14.8,
69.833,4.9,
69.875,0,
69.917,0,
69.958,0,
70,0,
70.042,0,
70.083,0,
70.125,0,
70.167,0,
70.208,0,
70.25,0,
70.292,0,
70.333,0,
70.375,0,
70.417,0,
70.458,0,
70.5,0,
70.542,0,
70.583,0,
70.625,0,
70.667,0,
70.708,0,
70.75,0,
70.792,0,
70.833,0,
70.875,0,
70.917,0,
70.958,0,
71,0,
71.042,0,
71.083,0,
71.125,0,
71.167,0,
71.208,0,
71.25,0,
71.292,0,
71.333,0,
71.375,0,
71.417,0,
71.458,0,
71.5,0,
71.542,0,
71.583,0,
71.625,0,
71.667,0,
71.708,0,
71.75,0,
71.792,0,
71.833,0,
71.875,0,
71.917,0,
71.958,0,
72,0,
72.042,0,
72.083,0,
72.125,0,
72.167,0,
72.208,0,
72.25,0,
72.292,0,
72.333,0,
72.375,0,
72.417,0,
72.458,0,
72.5,0,
72.542,0,
72.583,0,
72.625,0,
72.667,0,
72.708,0,
72.75,0,
72.792,0,
72.833,0,
72.875,0,
72.917,0,
72.958,0,
73,0,
73.042,0,
73.083,0,
73.125,0,
73.167,0,
73.208,0,
73.25,0,
73.292,0,
73.333,0,
73.375,0,
73.417,0,
73.458,0,
73.5,0,
73.542,0,
73.583,0,
73.625,0,
73.667,0,
73.708,0,
73.75,0,
73.792,0,
73.833,0,
73.875,0,
73.917,0,
73.958,0,
74,0,
74.042,0,
74.083,0,
74.125,0,
74.167,0,
74.208,0,
74.25,0,
74.292,0,
74.333,26.8,
74.375,0,
74.417,0,
74.458,12.6,
74.5,0,
74.542,0,
74.583,0,
74.625,0,
74.667,0,
74.708,0,
74.75,0,
74.792,0,
74.833,0,
74.875,0,
74.917,0,
74.958,0,
75,0,
75.042,0,
75.083,0,
75.125,0,
75.167,0,
75.208,0,
75.25,0,
75.292,0,
75.333,0,
75.375,0,
75.417,0,
75.458,0,
75.5,0,
75.542,0,
75.583,0,
75.625,0,
75.667,0,
75.708,0,
75.75,0,
75.792,0,
75.833,0,
75.875,0,
75.917,0,
75.958,0,
76,0,
76.042,0,
76.083,0,
76.125,0,
76.167,0,
76.208,0,
76.25,0,
76.292,0,
76.333,0,
76.375,0,
76.417,0,
76.458,0,
76.5,0,
76.542,0,
76.583,0,
76.625,0,
76.667,0,
76.708,0,
76.75,0,
76.792,0,
76.833,0,
76.875,0,
76.917,0,
76.958,0,
77,0,
77.042,0,
77.083,0,
77.125,0,
77.167,0,
77.208,0,
77.25,0,
77.292,0,
77.333,0,
77.375,0,
77.417,0,
77.458,0,
77.5,0,
77.542,0,
77.583,0,
77.625,0,
77.667,0,
77.708,0,
77.75,0,
77.792,0,
77.833,0,
77.875,45.6,
77.917,183.4,
77.958,215.4,
78,215.5,
78.042,215.5,
78.083,215.5,
78.125,215.5,
78.167,215.5,
78.208,215.5,
78.25,214.6,
78.292,214.6,
78.333,215.5,
78.375,214.6,
78.417,215.5,
78.458,215.5,
78.5,215.5,
78.542,215.5,
78.583,215.5,
78.625,215.5,
78.667,214.6,
78.708,215.5,
78.75,214.6,
78.792,215.5,
78.833,214.6,
78.875,215.5,
78.917,214.6,
78.958,215.5,
79,214.4,
79.042,215.3,
79.083,214.4,
79.125,215.3,
79.167,215.3,
79.208,215.3,
79.25,215.3,
79.292,215.3,
79.333,215.3,
79.375,214.4,
79.417,215.3,
79.458,215.3,
79.5,215.3,
79.542,215.3,
79.583,215.3,
79.625,215.3,
79.667,215.3,
79.708,215.3,
79.75,215.3,
79.792,215.3,
79.833,215.3,
79.875,215.3,
79.917,215.3,
79.958,215.3,
80,218.6,
80.042,218.6,
80.083,218.6,
80.125,218.6,
80.167,213.9,
80.208,137.1,
80.25,0,
80.292,0,
80.333,0,
80.375,0,
80.417,0,
80.458,0,
80.5,0,
80.542,0,
80.583,0,
80.625,0,
80.667,0,
80.708,0,
80.75,0,
80.792,0,
80.833,0,
80.875,0,
80.917,0,
80.958,0,
81,0,
81.042,0,
81.083,0,
81.125,0,
81.167,0,
81.208,0,
81.25,0,
81.292,0,
81.333,0,
81.375,0,
81.417,0,
81.458,0,
81.5,0,
81.542,0,
81.583,0,
81.625,0,
81.667,0,
81.708,0,
