$Return Flows From Banks Lake 2011-2015,,
,,
JDAY,QTR,
80.583,107.2,
80.625,0,
80.667,0,
80.708,0,
80.75,0,
80.792,0,
80.833,0,
80.875,0,
80.917,0,
80.958,0,
81,0,
81.042,0,
81.083,0,
81.125,0,
81.167,0,
81.208,0,
81.25,0,
81.292,0,
81.333,0,
81.375,0,
81.417,0,
81.458,0,
81.5,0,
81.542,0,
81.583,0,
81.625,0,
81.667,0,
81.708,0,
81.75,0,
81.792,0,
81.833,0,
81.875,0,
81.917,0,
81.958,0,
82,0,
82.042,0,
82.083,0,
82.125,0,
82.167,0,
82.208,0,
82.25,0,
82.292,12,
82.333,48.1,
82.375,39.1,
82.417,39.1,
82.458,48.1,
82.5,51.1,
82.542,54.1,
82.583,54.1,
82.625,54.1,
82.667,42.1,
82.708,0,
82.75,0,
82.792,0,
82.833,0,
82.875,0,
82.917,0,
82.958,0,
83,0,
83.042,0,
83.083,0,
83.125,0,
83.167,0,
83.208,0,
83.25,17.1,
83.292,130.1,
83.333,195.8,
83.375,162.9,
83.417,0,
83.458,0,
83.5,0,
83.542,13.1,
83.583,161.6,
83.625,161.6,
83.667,172.1,
83.708,132.7,
83.75,0,
83.792,0,
83.833,0,
83.875,0,
83.917,0,
83.958,0,
84,0,
84.042,0,
84.083,0,
84.125,0,
84.167,0,
84.208,0,
84.25,45.1,
84.292,61,
84.333,55.7,
84.375,55.7,
84.417,55.7,
84.458,53,
84.5,45.1,
84.542,0,
84.583,0,
84.625,0,
84.667,0,
84.708,0,
84.75,0,
84.792,0,
84.833,0,
84.875,0,
84.917,0,
84.958,0,
85,0,
85.042,0,
85.083,0,
85.125,0,
85.167,0,
85.208,0,
85.25,0,
85.292,0,
85.333,0,
85.375,0,
85.417,0,
85.458,0,
85.5,0,
85.542,0,
85.583,0,
85.625,0,
85.667,0,
85.708,0,
85.75,0,
85.792,0,
85.833,0,
85.875,0,
85.917,0,
85.958,0,
86,0,
86.042,0,
86.083,0,
86.125,0,
86.167,0,
86.208,0,
86.25,0,
86.292,0,
86.333,0,
86.375,0,
86.417,0,
86.458,0,
86.5,0,
86.542,0,
86.583,0,
86.625,0,
86.667,0,
86.708,0,
86.75,0,
86.792,0,
86.833,0,
86.875,0,
86.917,0,
86.958,0,
87,0,
87.042,0,
87.083,0,
87.125,0,
87.167,0,
87.208,0,
87.25,0,
87.292,0,
87.333,0,
87.375,0,
87.417,0,
87.458,0,
87.5,0,
87.542,0,
87.583,0,
87.625,0,
87.667,0,
87.708,0,
87.75,0,
87.792,0,
87.833,0,
87.875,0,
87.917,0,
87.958,0,
88,0,
88.042,0,
88.083,0,
88.125,0,
88.167,0,
88.208,0,
88.25,0,
88.292,0,
88.333,1.4,
88.375,21.4,
88.417,47.1,
88.458,191.1,
88.5,192.5,
88.542,192.5,
88.583,192.5,
88.625,192.5,
88.667,194,
88.708,195.4,
88.75,195.4,
88.792,195.4,
88.833,195.4,
88.875,195.4,
88.917,195.4,
88.958,194,
89,139.8,
89.042,119.4,
89.083,0,
89.125,0,
89.167,0,
89.208,0,
89.25,0,
89.292,13.3,
89.333,136.7,
89.375,138.8,
89.417,103.1,
89.458,0,
89.5,0,
89.542,0,
89.583,0,
89.625,0,
89.667,0,
89.708,0,
89.75,0,
89.792,0,
89.833,0,
89.875,0,
89.917,0,
89.958,0,
90,0,
90.042,0,
90.083,0,
90.125,0,
90.167,0,
90.208,0,
90.25,0,
90.292,0,
90.333,0,
90.375,0,
90.417,9.2,
90.458,59.9,
90.5,62.3,
90.542,62.3,
90.583,53,
90.625,0,
90.667,0,
90.708,0,
90.75,0,
90.792,0,
90.833,0,
90.875,0,
90.917,0,
90.958,0,
91,0,
91.042,0,
91.083,0,
91.125,0,
91.167,0,
91.208,0,
91.25,0,
91.292,0,
91.333,0,
91.375,0,
91.417,0,
91.458,5.4,
91.5,0,
91.542,0,
91.583,0,
91.625,0,
91.667,0,
91.708,0,
91.75,0,
91.792,0,
91.833,0,
91.875,0,
91.917,0,
91.958,0,
92,0,
92.042,0,
92.083,0,
92.125,0,
92.167,0,
92.208,0,
92.25,0,
92.292,0,
92.333,0,
92.375,0,
92.417,0,
92.458,0,
92.5,0,
92.542,0,
92.583,0,
92.625,0,
92.667,0,
92.708,0,
92.75,0,
92.792,0,
92.833,0,
92.875,0,
92.917,0,
92.958,0,
93,0,
93.042,0,
93.083,0,
93.125,0,
93.167,0,
93.208,0,
93.25,0,
93.292,0,
93.333,0,
93.375,0,
93.417,0,
93.458,0,
93.5,0,
93.542,0,
93.583,0,
93.625,0,
93.667,0,
93.708,0,
93.75,0,
93.792,0,
93.833,0,
93.875,0,
93.917,0,
93.958,0,
94,0,
94.042,0,
94.083,0,
94.125,0,
94.167,0,
94.208,0,
94.25,0,
94.292,0,
94.333,0,
94.375,0,
94.417,0,
94.458,0,
94.5,0,
94.542,0,
94.583,0,
94.625,0,
94.667,0,
94.708,0,
94.75,0,
94.792,0,
94.833,0,
94.875,0,
94.917,0,
94.958,0,
95,0,
95.042,0,
95.083,0,
95.125,0,
95.167,0,
95.208,0,
95.25,0,
95.292,0,
95.333,0,
95.375,0,
95.417,0,
95.458,0,
95.5,0,
95.542,0,
95.583,0,
95.625,0,
95.667,0,
95.708,0,
95.75,0,
95.792,0,
95.833,0,
95.875,0,
95.917,0,
95.958,0,
96,0,
96.042,0,
96.083,0,
96.125,0,
96.167,0,
96.208,0,
96.25,0,
96.292,0,
96.333,0,
96.375,0,
96.417,0,
96.458,0,
96.5,0,
96.542,0,
96.583,0,
96.625,0,
96.667,0,
96.708,0,
96.75,0,
96.792,0,
96.833,0,
96.875,0,
96.917,0,
96.958,0,
97,0,
97.042,0,
97.083,0,
97.125,0,
97.167,0,
97.208,0,
97.25,0,
97.292,0,
97.333,0,
97.375,0,
97.417,0,
97.458,0,
97.5,0,
97.542,0,
97.583,0,
97.625,0,
97.667,0,
97.708,0,
97.75,0,
97.792,0,
97.833,0,
97.875,0,
97.917,0,
97.958,0,
98,0,
98.042,0,
98.083,0,
98.125,0,
98.167,0,
98.208,0,
98.25,0,
98.292,0,
98.333,0,
98.375,0,
98.417,0,
98.458,0,
98.5,0,
98.542,0,
98.583,0,
98.625,0,
98.667,0,
98.708,0,
98.75,0,
98.792,0,
98.833,0,
98.875,0,
98.917,0,
98.958,0,
99,0,
99.042,0,
99.083,0,
99.125,0,
99.167,0,
99.208,0,
99.25,0,
99.292,0,
99.333,0,
99.375,0,
99.417,0,
99.458,0,
99.5,0,
99.542,0,
99.583,0,
99.625,0,
99.667,0,
99.708,0,
99.75,0,
99.792,0,
99.833,0,
99.875,0,
99.917,0,
99.958,0,
100,0,
100.042,0,
100.083,0,
100.125,0,
100.167,0,
100.208,0,
100.25,0,
100.292,0,
100.333,0,
100.375,0,
100.417,0,
100.458,0,
100.5,0,
100.542,0,
100.583,0,
100.625,0,
100.667,0,
100.708,0,
100.75,0,
100.792,0,
100.833,0,
100.875,0,
100.917,0,
100.958,0,
101,0,
101.042,0,
101.083,0,
101.125,0,
101.167,0,
101.208,0,
101.25,0,
101.292,0,
101.333,0,
101.375,0,
101.417,0,
101.458,0,
101.5,0,
101.542,0,
101.583,0,
101.625,0,
101.667,0,
101.708,0,
101.75,0,
101.792,0,
101.833,0,
101.875,0,
101.917,0,
101.958,0,
102,0,
102.042,0,
102.083,0,
102.125,0,
102.167,0,
102.208,0,
102.25,0,
102.292,0,
102.333,0,
102.375,0,
102.417,0,
102.458,0,
102.5,0,
102.542,0,
102.583,0,
102.625,0,
102.667,0,
102.708,0,
102.75,0,
102.792,0,
102.833,0,
102.875,0,
102.917,0,
102.958,0,
103,0,
103.042,0,
103.083,0,
103.125,0,
103.167,0,
103.208,0,
103.25,0,
103.292,0,
103.333,0,
103.375,0,
103.417,0,
103.458,0,
103.5,0,
103.542,0,
103.583,0,
103.625,0,
103.667,0,
103.708,0,
103.75,0,
103.792,0,
103.833,0,
103.875,0,
103.917,0,
103.958,0,
104,0,
104.042,0,
104.083,0,
104.125,0,
104.167,0,
104.208,0,
104.25,0,
104.292,0,
104.333,0,
104.375,0,
104.417,0,
104.458,0,
104.5,0,
104.542,0,
104.583,0,
104.625,0,
104.667,0,
104.708,0,
104.75,0,
104.792,0,
104.833,0,
104.875,0,
104.917,0,
104.958,0,
105,0,
105.042,0,
105.083,0,
105.125,0,
105.167,0,
105.208,0,
105.25,0,
105.292,0,
105.333,0,
105.375,0,
105.417,0,
105.458,0,
105.5,0,
105.542,0,
105.583,0,
105.625,0,
105.667,0,
105.708,0,
105.75,0,
105.792,0,
105.833,0,
105.875,0,
105.917,0,
105.958,0,
106,0,
106.042,0,
106.083,0,
106.125,0,
106.167,0,
106.208,0,
106.25,0,
106.292,0,
106.333,0,
106.375,0,
106.417,0,
106.458,0,
106.5,0,
106.542,0,
106.583,0,
106.625,0,
106.667,0,
106.708,0,
106.75,0,
106.792,0,
106.833,0,
106.875,0,
106.917,0,
106.958,0,
107,0,
107.042,0,
107.083,0,
107.125,0,
107.167,0,
107.208,0,
107.25,0,
107.292,0,
107.333,0,
107.375,0,
107.417,0,
107.458,0,
107.5,0,
107.542,0,
107.583,0,
107.625,0,
107.667,0,
107.708,0,
107.75,0,
107.792,0,
107.833,0,
107.875,0,
107.917,0,
107.958,0,
108,0,
108.042,0,
108.083,0,
108.125,0,
108.167,0,
108.208,0,
108.25,0,
108.292,0,
108.333,0,
108.375,0,
108.417,0,
108.458,0,
108.5,0,
108.542,0,
108.583,0,
108.625,0,
108.667,0,
108.708,0,
108.75,0,
108.792,0,
108.833,0,
108.875,0,
108.917,0,
108.958,0,
109,0,
109.042,0,
109.083,0,
109.125,0,
109.167,0,
109.208,0,
109.25,0,
109.292,0,
109.333,0,
109.375,0,
109.417,0,
109.458,0,
109.5,0,
109.542,0,
109.583,0,
109.625,0,
109.667,0,
109.708,0,
109.75,0,
109.792,0,
109.833,0,
109.875,0,
109.917,0,
109.958,0,
110,0,
110.042,0,
110.083,0,
110.125,0,
110.167,0,
110.208,0,
110.25,0,
110.292,0,
110.333,0,
110.375,0,
110.417,0,
110.458,0,
110.5,0,
110.542,0,
110.583,0,
110.625,0,
110.667,0,
110.708,0,
110.75,0,
110.792,0,
110.833,0,
110.875,0,
110.917,0,
110.958,0,
111,0,
111.042,0,
111.083,0,
111.125,0,
111.167,0,
111.208,0,
111.25,0,
111.292,0,
111.333,0,
111.375,0,
111.417,0,
111.458,0,
111.5,0,
111.542,0,
111.583,0,
111.625,0,
111.667,0,
111.708,0,
111.75,0,
111.792,0,
111.833,0,
111.875,0,
111.917,0,
111.958,0,
112,0,
112.042,0,
112.083,0,
112.125,0,
112.167,0,
112.208,0,
112.25,0,
112.292,0,
112.333,0,
112.375,0,
112.417,0,
112.458,0,
112.5,0,
112.542,0,
112.583,0,
112.625,0,
112.667,0,
112.708,0,
112.75,0,
112.792,0,
112.833,0,
112.875,0,
112.917,0,
112.958,0,
113,0,
113.042,0,
113.083,0,
113.125,0,
113.167,0,
113.208,0,
113.25,0,
113.292,0,
113.333,0,
113.375,0,
113.417,0,
113.458,0,
113.5,0,
113.542,0,
113.583,0,
113.625,0,
113.667,0,
113.708,0,
113.75,0,
113.792,0,
113.833,0,
113.875,0,
113.917,0,
113.958,0,
114,0,
114.042,0,
114.083,0,
114.125,0,
114.167,0,
114.208,0,
114.25,0,
114.292,0,
114.333,0,
114.375,0,
114.417,0,
114.458,0,
114.5,0,
114.542,0,
114.583,0,
114.625,0,
114.667,0,
114.708,0,
114.75,0,
114.792,0,
114.833,0,
114.875,0,
114.917,0,
114.958,0,
115,0,
115.042,0,
115.083,0,
115.125,0,
115.167,0,
115.208,0,
115.25,0,
115.292,0,
115.333,0,
115.375,0,
115.417,0,
115.458,0,
115.5,0,
115.542,0,
115.583,0,
115.625,0,
115.667,0,
115.708,0,
115.75,0,
115.792,0,
115.833,0,
115.875,0,
115.917,0,
115.958,0,
116,0,
116.042,0,
116.083,0,
116.125,0,
116.167,0,
116.208,0,
116.25,0,
116.292,0,
116.333,0,
116.375,0,
116.417,0,
116.458,0,
116.5,0,
116.542,0,
116.583,0,
116.625,0,
116.667,0,
116.708,0,
116.75,0,
116.792,0,
116.833,0,
116.875,0,
116.917,0,
116.958,0,
117,0,
117.042,0,
117.083,0,
117.125,0,
117.167,0,
117.208,0,
117.25,0,
117.292,0,
117.333,0,
117.375,0,
117.417,0,
117.458,0,
117.5,0,
117.542,0,
117.583,0,
117.625,0,
117.667,0,
117.708,0,
117.75,0,
117.792,0,
117.833,0,
117.875,0,
117.917,0,
117.958,0,
118,0,
118.042,0,
118.083,0,
118.125,0,
118.167,0,
118.208,0,
118.25,0,
118.292,0,
118.333,0,
118.375,0,
118.417,0,
118.458,0,
118.5,0,
118.542,0,
118.583,0,
118.625,0,
118.667,0,
118.708,0,
118.75,0,
118.792,0,
118.833,0,
118.875,0,
118.917,0,
118.958,0,
119,0,
119.042,0,
119.083,0,
119.125,0,
119.167,0,
119.208,0,
119.25,0,
119.292,0,
119.333,0,
119.375,0,
119.417,0,
119.458,0,
119.5,0,
119.542,0,
119.583,0,
119.625,0,
119.667,0,
119.708,0,
119.75,0,
119.792,0,
119.833,0,
119.875,0,
119.917,0,
119.958,0,
120,0,
120.042,0,
120.083,0,
120.125,0,
120.167,0,
120.208,0,
120.25,0,
120.292,0,
120.333,0,
120.375,0,
120.417,0,
120.458,0,
120.5,0,
120.542,0,
120.583,0,
120.625,0,
120.667,0,
120.708,0,
120.75,0,
120.792,0,
120.833,0,
120.875,0,
120.917,0,
120.958,0,
121,0,
121.042,0,
121.083,0,
121.125,0,
121.167,0,
121.208,0,
121.25,0,
121.292,0,
121.333,0,
121.375,0,
121.417,0,
121.458,0,
121.5,0,
121.542,0,
121.583,0,
121.625,0,
121.667,0,
121.708,0,
121.75,0,
121.792,0,
121.833,0,
121.875,0,
121.917,0,
121.958,0,
122,0,
122.042,0,
122.083,0,
122.125,0,
122.167,0,
122.208,0,
122.25,0,
122.292,0,
122.333,0,
122.375,0,
122.417,0,
122.458,0,
122.5,0,
122.542,0,
122.583,0,
122.625,0,
122.667,0,
122.708,0,
122.75,0,
122.792,0,
122.833,0,
122.875,0,
122.917,0,
122.958,0,
123,0,
123.042,0,
123.083,0,
123.125,0,
123.167,0,
123.208,0,
123.25,0,
123.292,0,
123.333,0,
123.375,0,
123.417,0,
123.458,0,
123.5,0,
123.542,0,
123.583,0,
123.625,0,
123.667,0,
123.708,0,
123.75,0,
123.792,0,
123.833,0,
123.875,0,
123.917,0,
123.958,0,
124,0,
124.042,0,
124.083,0,
124.125,0,
124.167,0,
124.208,0,
124.25,0,
124.292,0,
124.333,0,
124.375,0,
124.417,0,
124.458,0,
124.5,0,
124.542,0,
124.583,0,
124.625,0,
124.667,0,
124.708,0,
124.75,0,
124.792,0,
124.833,0,
124.875,0,
124.917,0,
124.958,0,
125,0,
125.042,0,
125.083,0,
125.125,0,
125.167,0,
125.208,0,
125.25,0,
125.292,0,
125.333,0,
125.375,0,
125.417,0,
125.458,0,
125.5,0,
125.542,0,
125.583,0,
125.625,0,
125.667,0,
125.708,0,
125.75,0,
125.792,0,
125.833,0,
125.875,0,
125.917,0,
125.958,0,
126,0,
126.042,0,
126.083,0,
126.125,0,
126.167,0,
126.208,0,
126.25,0,
126.292,0,
126.333,0,
126.375,0,
126.417,0,
126.458,0,
126.5,0,
126.542,0,
126.583,0,
126.625,0,
126.667,0,
126.708,0,
126.75,0,
126.792,0,
126.833,0,
126.875,0,
126.917,0,
126.958,0,
127,0,
127.042,0,
127.083,0,
127.125,0,
127.167,0,
127.208,0,
127.25,0,
127.292,0,
127.333,0,
127.375,0,
127.417,0,
127.458,0,
127.5,0,
127.542,0,
127.583,0,
127.625,0,
127.667,0,
127.708,0,
127.75,0,
127.792,0,
127.833,0,
127.875,0,
127.917,0,
127.958,0,
128,0,
128.042,0,
128.083,0,
128.125,0,
128.167,0,
128.208,0,
128.25,0,
128.292,0,
128.333,0,
128.375,0,
128.417,0,
128.458,0,
128.5,0,
128.542,0,
128.583,0,
128.625,0,
128.667,0,
128.708,0,
128.75,0,
128.792,0,
128.833,0,
128.875,0,
128.917,0,
128.958,0,
129,0,
129.042,0,
129.083,0,
129.125,0,
129.167,0,
129.208,0,
129.25,0,
129.292,0,
129.333,0,
129.375,0,
129.417,0,
129.458,0,
129.5,0,
129.542,0,
129.583,0,
129.625,0,
129.667,0,
129.708,0,
129.75,0,
129.792,0,
129.833,0,
129.875,0,
129.917,0,
129.958,0,
130,0,
130.042,0,
130.083,0,
130.125,0,
130.167,0,
130.208,0,
130.25,0,
130.292,0,
130.333,0,
130.375,0,
130.417,0,
130.458,0,
130.5,0,
130.542,0,
130.583,0,
130.625,0,
130.667,0,
130.708,0,
130.75,0,
130.792,0,
130.833,0,
130.875,0,
130.917,0,
130.958,0,
131,0,
131.042,0,
131.083,0,
131.125,0,
131.167,0,
131.208,0,
131.25,0,
131.292,0,
131.333,0,
131.375,0,
131.417,0,
131.458,0,
131.5,0,
131.542,0,
131.583,0,
131.625,0,
131.667,0,
131.708,0,
131.75,0,
131.792,0,
131.833,0,
131.875,0,
131.917,0,
131.958,0,
132,0,
132.042,0,
132.083,0,
132.125,0,
132.167,0,
132.208,0,
132.25,0,
132.292,0,
132.333,0,
132.375,0,
132.417,0,
132.458,0,
132.5,0,
132.542,0,
132.583,0,
132.625,0,
132.667,0,
132.708,0,
132.75,0,
132.792,0,
132.833,0,
132.875,0,
132.917,0,
132.958,0,
133,0,
133.042,0,
133.083,0,
133.125,0,
133.167,0,
133.208,0,
133.25,0,
133.292,0,
133.333,0,
133.375,0,
133.417,0,
133.458,0,
133.5,0,
133.542,0,
133.583,0,
133.625,0,
133.667,0,
133.708,0,
133.75,0,
133.792,0,
133.833,0,
133.875,0,
133.917,0,
133.958,0,
134,0,
134.042,0,
134.083,0,
134.125,0,
134.167,0,
134.208,0,
134.25,0,
134.292,0,
134.333,0,
134.375,0,
134.417,0,
134.458,0,
134.5,0,
134.542,0,
134.583,0,
134.625,0,
134.667,0,
134.708,0,
134.75,0,
134.792,0,
134.833,0,
134.875,0,
134.917,0,
134.958,0,
135,0,
135.042,0,
135.083,0,
135.125,0,
135.167,0,
135.208,0,
135.25,0,
135.292,0,
135.333,0,
135.375,0,
135.417,0,
135.458,0,
135.5,0,
135.542,0,
135.583,0,
135.625,0,
135.667,0,
135.708,0,
135.75,0,
135.792,0,
135.833,0,
135.875,0,
135.917,0,
135.958,0,
136,0,
136.042,0,
136.083,0,
136.125,0,
136.167,0,
136.208,0,
136.25,0,
136.292,0,
136.333,0,
136.375,0,
136.417,0,
136.458,0,
136.5,0,
136.542,0,
136.583,0,
136.625,0,
136.667,0,
136.708,0,
136.75,0,
136.792,0,
136.833,0,
136.875,0,
136.917,0,
136.958,0,
137,0,
137.042,0,
137.083,0,
137.125,0,
137.167,0,
137.208,0,
137.25,0,
137.292,0,
137.333,0,
137.375,0,
137.417,0,
137.458,0,
137.5,0,
137.542,0,
137.583,0,
137.625,0,
137.667,0,
137.708,0,
137.75,0,
137.792,0,
137.833,0,
137.875,0,
137.917,0,
137.958,0,
138,0,
138.042,0,
138.083,0,
138.125,0,
138.167,0,
138.208,0,
138.25,0,
138.292,0,
138.333,0,
138.375,0,
138.417,0,
138.458,0,
138.5,0,
138.542,0,
138.583,0,
138.625,0,
138.667,0,
138.708,0,
138.75,0,
138.792,0,
138.833,0,
138.875,0,
138.917,0,
138.958,0,
139,0,
139.042,0,
139.083,0,
139.125,0,
139.167,0,
139.208,0,
139.25,0,
139.292,0,
139.333,0,
139.375,0,
139.417,0,
139.458,0,
139.5,0,
139.542,0,
139.583,0,
139.625,0,
139.667,0,
139.708,0,
139.75,0,
139.792,0,
139.833,0,
139.875,0,
139.917,0,
139.958,0,
140,0,
140.042,0,
140.083,0,
140.125,0,
140.167,0,
140.208,0,
140.25,0,
140.292,0,
140.333,0,
140.375,0,
140.417,0,
140.458,0,
140.5,0,
140.542,0,
140.583,0,
140.625,0,
140.667,0,
140.708,0,
140.75,0,
140.792,0,
140.833,0,
140.875,0,
140.917,0,
140.958,0,
141,0,
141.042,0,
141.083,0,
141.125,0,
141.167,0,
141.208,0,
141.25,0,
141.292,0,
141.333,0,
141.375,0,
141.417,0,
141.458,0,
141.5,0,
141.542,0,
141.583,0,
141.625,0,
141.667,0,
141.708,0,
141.75,0,
141.792,0,
141.833,0,
141.875,0,
141.917,0,
141.958,0,
142,0,
142.042,0,
142.083,0,
142.125,0,
142.167,0,
142.208,0,
142.25,0,
142.292,0,
142.333,0,
142.375,0,
142.417,0,
142.458,0,
142.5,0,
142.542,0,
142.583,0,
142.625,0,
142.667,0,
142.708,0,
142.75,0,
142.792,0,
142.833,0,
142.875,0,
142.917,0,
142.958,0,
143,0,
143.042,0,
143.083,0,
143.125,0,
143.167,0,
143.208,0,
143.25,0,
143.292,0,
143.333,0,
143.375,0,
143.417,0,
143.458,0,
143.5,0,
143.542,0,
143.583,0,
143.625,0,
143.667,0,
143.708,0,
143.75,0,
143.792,0,
143.833,0,
143.875,0,
143.917,0,
143.958,0,
144,0,
144.042,0,
144.083,0,
144.125,0,
144.167,0,
144.208,0,
144.25,0,
144.292,0,
144.333,0,
144.375,0,
144.417,0,
144.458,0,
144.5,0,
144.542,0,
144.583,0,
144.625,0,
144.667,0,
144.708,0,
144.75,0,
144.792,0,
144.833,0,
144.875,0,
144.917,0,
144.958,0,
145,0,
145.042,0,
145.083,0,
145.125,0,
145.167,0,
145.208,0,
145.25,0,
145.292,0,
145.333,0,
145.375,0,
145.417,0,
145.458,0,
145.5,0,
145.542,0,
145.583,0,
145.625,0,
145.667,0,
145.708,0,
145.75,0,
145.792,0,
145.833,0,
145.875,0,
145.917,0,
145.958,0,
146,0,
146.042,0,
146.083,0,
146.125,0,
146.167,0,
146.208,0,
146.25,0,
146.292,0,
146.333,0,
146.375,0,
146.417,0,
146.458,0,
146.5,0,
146.542,0,
146.583,0,
146.625,0,
146.667,0,
146.708,0,
146.75,0,
146.792,0,
146.833,0,
146.875,0,
146.917,0,
146.958,0,
147,0,
147.042,0,
147.083,0,
147.125,0,
147.167,0,
147.208,0,
147.25,0,
147.292,0,
147.333,0,
147.375,0,
147.417,0,
147.458,0,
147.5,0,
147.542,0,
147.583,0,
147.625,0,
147.667,0,
147.708,0,
147.75,0,
147.792,0,
147.833,0,
147.875,0,
147.917,0,
147.958,0,
148,0,
148.042,0,
148.083,0,
148.125,0,
148.167,0,
148.208,0,
148.25,0,
148.292,0,
148.333,0,
148.375,0,
148.417,0,
148.458,0,
148.5,0,
148.542,0,
148.583,0,
148.625,0,
148.667,0,
148.708,0,
148.75,0,
148.792,0,
148.833,0,
148.875,0,
148.917,0,
148.958,0,
149,0,
149.042,0,
149.083,0,
149.125,0,
149.167,0,
149.208,0,
149.25,0,
149.292,0,
149.333,0,
149.375,0,
149.417,0,
149.458,0,
149.5,0,
149.542,0,
149.583,0,
149.625,0,
149.667,0,
149.708,0,
149.75,0,
149.792,0,
149.833,0,
149.875,0,
149.917,0,
149.958,0,
150,0,
150.042,0,
150.083,0,
150.125,0,
150.167,0,
150.208,0,
150.25,0,
150.292,0,
150.333,0,
150.375,0,
150.417,0,
150.458,0,
150.5,0,
150.542,0,
150.583,0,
150.625,0,
150.667,0,
150.708,0,
150.75,0,
150.792,0,
150.833,0,
150.875,0,
150.917,0,
150.958,0,
151,0,
151.042,0,
151.083,0,
151.125,0,
151.167,0,
151.208,0,
151.25,0,
151.292,0,
151.333,0,
151.375,0,
151.417,0,
151.458,0,
151.5,0,
151.542,0,
151.583,0,
151.625,0,
151.667,0,
151.708,0,
151.75,0,
151.792,0,
151.833,0,
151.875,0,
151.917,0,
151.958,0,
152,0,
152.042,0,
152.083,0,
152.125,0,
152.167,0,
152.208,0,
152.25,0,
152.292,0,
152.333,0,
152.375,0,
152.417,0,
152.458,0,
152.5,0,
152.542,0,
152.583,0,
152.625,0,
152.667,0,
152.708,0,
152.75,0,
152.792,0,
152.833,0,
152.875,0,
152.917,0,
152.958,0,
153,0,
153.042,0,
153.083,0,
153.125,0,
153.167,0,
153.208,0,
153.25,0,
153.292,0,
153.333,0,
153.375,0,
153.417,0,
153.458,0,
153.5,0,
153.542,0,
153.583,0,
153.625,0,
153.667,0,
153.708,0,
153.75,0,
153.792,0,
153.833,0,
153.875,0,
153.917,0,
153.958,0,
154,0,
154.042,0,
154.083,0,
154.125,0,
154.167,0,
154.208,0,
154.25,0,
154.292,0,
154.333,0,
154.375,0,
154.417,0,
154.458,0,
154.5,0,
154.542,0,
154.583,0,
154.625,0,
154.667,0,
154.708,0,
154.75,0,
154.792,0,
154.833,0,
154.875,0,
154.917,0,
154.958,0,
155,0,
155.042,0,
155.083,0,
155.125,0,
155.167,0,
155.208,0,
155.25,0,
155.292,0,
155.333,0,
155.375,0,
155.417,0,
155.458,0,
155.5,0,
155.542,0,
155.583,0,
155.625,0,
155.667,0,
155.708,0,
155.75,0,
155.792,0,
155.833,0,
155.875,0,
155.917,0,
155.958,0,
156,0,
156.042,0,
156.083,0,
156.125,0,
156.167,0,
156.208,0,
156.25,0,
156.292,0,
156.333,0,
156.375,0,
156.417,0,
156.458,0,
156.5,0,
156.542,0,
156.583,0,
156.625,0,
156.667,0,
156.708,0,
156.75,0,
156.792,0,
156.833,0,
156.875,0,
156.917,0,
156.958,0,
157,0,
157.042,0,
157.083,0,
157.125,0,
157.167,0,
157.208,0,
157.25,0,
157.292,0,
157.333,0,
157.375,0,
157.417,0,
157.458,0,
157.5,0,
157.542,0,
157.583,0,
157.625,0,
157.667,0,
157.708,0,
157.75,0,
157.792,0,
157.833,0,
157.875,0,
157.917,0,
157.958,0,
158,0,
158.042,0,
158.083,0,
158.125,0,
158.167,0,
158.208,0,
158.25,0,
158.292,0,
158.333,0,
158.375,0,
158.417,0,
158.458,0,
158.5,0,
158.542,0,
158.583,0,
158.625,0,
158.667,0,
158.708,0,
158.75,0,
158.792,0,
158.833,0,
158.875,0,
158.917,0,
158.958,0,
159,0,
159.042,0,
159.083,0,
159.125,0,
159.167,0,
159.208,0,
159.25,0,
159.292,0,
159.333,0,
159.375,0,
159.417,0,
159.458,0,
159.5,0,
159.542,0,
159.583,0,
159.625,0,
159.667,0,
159.708,0,
159.75,0,
159.792,0,
159.833,0,
159.875,0,
159.917,0,
159.958,0,
160,0,
160.042,0,
160.083,0,
160.125,0,
160.167,0,
160.208,0,
160.25,0,
160.292,0,
160.333,0,
160.375,0,
160.417,0,
160.458,0,
160.5,0,
160.542,0,
160.583,0,
160.625,0,
160.667,0,
160.708,0,
160.75,0,
160.792,0,
160.833,0,
160.875,0,
160.917,0,
160.958,0,
161,0,
161.042,0,
161.083,0,
161.125,0,
161.167,0,
161.208,0,
161.25,0,
161.292,0,
161.333,0,
161.375,0,
161.417,0,
161.458,0,
161.5,0,
161.542,0,
161.583,0,
161.625,0,
161.667,0,
161.708,0,
161.75,0,
161.792,0,
161.833,0,
161.875,0,
161.917,0,
161.958,0,
162,0,
162.042,0,
162.083,0,
162.125,0,
162.167,0,
162.208,0,
162.25,0,
162.292,0,
162.333,0,
162.375,0,
162.417,0,
162.458,0,
162.5,0,
162.542,0,
162.583,0,
162.625,0,
162.667,0,
162.708,0,
162.75,0,
162.792,0,
162.833,0,
162.875,0,
162.917,0,
162.958,0,
163,0,
163.042,0,
163.083,0,
163.125,0,
163.167,0,
163.208,0,
163.25,0,
163.292,0,
163.333,0,
163.375,0,
163.417,0,
163.458,0,
163.5,36.8,
163.542,47.3,
163.583,21,
163.625,0,
163.667,0,
163.708,0,
163.75,0,
163.792,0,
163.833,23.6,
163.875,31.5,
163.917,31.5,
163.958,21,
164,0,
