$GATE WITHDRAWAL AT SEG317                                   ELEV OF WITHDRAWAL CENTERLINE:316.     

JDAY,QWD(m3s-1)
    15.800, 1361.2118
    15.850, 1417.8640
    15.900, 1566.2332
    15.950, 1281.7361
    16.000,  957.5069
    16.050,  792.0326
    16.100, 1102.2788
    16.150, 1270.5675
    16.200, 1134.1463
    16.250, 1078.9779
    16.300,  995.3010
    16.350, 1154.8629
    16.400, 1126.6145
    16.450, 1157.6053
    16.500, 1017.7203
    16.550,  855.1668
    16.600,  761.2152
    16.650,  685.3804
    16.700,  438.1246
    16.750, 1232.2561
    16.800, 1222.6697
    16.850, 1419.1444
    16.900,  979.8923
    16.950,  634.8244
    17.000,  170.8438
    17.050,   67.9600
    17.100,   69.1027
    17.150,   70.7900
    17.200,   97.8691
    17.250,  444.3913
    17.300,  584.9992
    17.350,  822.1627
    17.400,  852.0933
    17.450,  907.2175
    17.500, 1078.0888
    17.550,  872.4049
    17.600, 1197.7935
    17.650,  738.1195
    17.700,  663.9204
    17.750, 1026.5833
    17.800,  890.8637
    17.850, 1032.5284
    17.900, 1077.6248
    17.950,  560.0466
    18.000,   90.3004
    18.050,  102.4693
    18.100,   69.1036
    18.150,   70.7900
    18.200,   91.1184
    18.250,  333.6940
    18.300,  874.4400
    18.350, 1039.0159
    18.400, 1019.2523
    18.450, 1092.3193
    18.500, 1050.2142
    18.550,  985.7723
    18.600,  848.3538
    18.650,  855.5421
    18.700,  973.9969
    18.750, 1154.1427
    18.800, 1194.6428
    18.850, 1217.7868
    18.900, 1116.5888
    18.950, 1210.7677
    19.000, 1576.1323
    19.050,  718.3766
    19.100,   99.6271
    19.150,   70.7900
    19.200,  117.3921
    19.250,  707.2622
    19.300, 1228.9999
    19.350, 1288.9698
    19.400, 1212.8210
    19.450, 1201.5958
    19.500, 1236.7728
    19.550, 1349.8018
    19.600, 1147.6105
    19.650, 1155.5777
    19.700, 1143.4516
    19.750, 1178.0494
    19.800, 1216.7801
    19.850, 1179.8986
    19.900, 1107.0699
    19.950, 1152.5572
    20.000, 1269.2042
    20.050, 1252.4993
    20.100, 1239.9985
    20.150, 1044.0480
    20.200, 1109.4081
    20.250, 1014.0388
    20.300, 1156.0370
    20.350, 1124.8983
    20.400, 1108.6192
    20.450, 1155.7634
    20.500, 1239.8744
    20.550, 1219.0687
    20.600, 1160.8812
    20.650, 1112.9642
    20.700, 1195.6530
    20.750, 1313.5417
    20.800, 1305.5551
    20.850, 1218.5965
    20.900, 1292.7978
    20.950, 1253.1348
    21.000, 1074.6001
    21.050, 1168.1398
    21.100, 1143.1505
    21.150, 1103.2155
    21.200,  965.8411
    21.250, 1093.9238
    21.300, 1128.4983
    21.350, 1162.3214
    21.400, 1213.1734
    21.450, 1324.6647
    21.500, 1252.2120
    21.550, 1174.5019
    21.600, 1195.3399
    21.650, 1193.7343
    21.700, 1126.9979
    21.750, 1273.6208
    21.800, 1287.3173
    21.850, 1270.2219
    21.900, 1175.3943
    21.950, 1240.9236
    22.000, 1258.9309
    22.050, 1198.8586
    22.100, 1049.9637
    22.150, 1132.1583
    22.200, 1137.6906
    22.250,  905.1224
    22.300,  992.2580
    22.350, 1239.8902
    22.400, 1270.1751
    22.450, 1319.6977
    22.500, 1307.8755
    22.550, 1306.5539
    22.600, 1235.3771
    22.650, 1190.9959
    22.700, 1168.5168
    22.750, 1170.7171
    22.800, 1139.2895
    22.850, 1149.3428
    22.900, 1199.2718
    22.950, 1289.8512
    23.000, 1191.0453
    23.050,  855.3725
    23.100,  784.2143
    23.150,  644.8359
    23.200,  548.5673
    23.250,  663.7038
    23.300,  671.8143
    23.350,  795.3226
    23.400,  746.6367
    23.450,  668.8725
    23.500,  910.2444
    23.550, 1365.7459
    23.600, 1226.5300
    23.650, 1206.3790
    23.700, 1211.5231
    23.750, 1151.4509
    23.800, 1250.2690
    23.850, 1231.3039
    23.900, 1215.0051
    23.950, 1163.0359
    24.000, 1163.0365
    24.050, 1032.0159
    24.100, 1090.6000
    24.150,  987.8677
    24.200,  966.5556
    24.250,  883.5746
    24.300, 1139.3058
    24.350, 1243.8389
    24.400, 1228.0274
    24.450, 1160.4357
    24.500, 1179.9651
    24.550, 1154.5031
    24.600,  987.4407
    24.650,  750.4166
    24.700, 1055.2862
    24.750, 1216.4060
    24.800, 1188.9503
    24.850, 1219.4817
    24.900, 1125.6706
    24.950, 1247.2128
    25.000, 1176.8870
    25.050, 1350.9839
    25.100, 1030.6713
    25.150, 1004.7257
    25.200, 1072.7201
    25.250, 1326.0667
    25.300, 1223.5071
    25.350, 1309.3555
    25.400, 1285.5903
    25.450, 1259.1161
    25.500, 1272.1940
    25.550, 1313.1696
    25.600, 1314.1749
    25.650, 1332.5795
    25.700, 1350.7466
    25.750, 1385.4148
    25.800, 1155.0798
    25.850, 1198.2312
    25.900, 1245.3516
    25.950, 1249.5330
    26.000, 1226.1112
    26.050, 1174.3564
    26.100, 1166.6686
    26.150, 1050.7284
    26.200, 1204.1114
    26.250, 1291.7464
    26.300, 1196.6207
    26.350, 1226.7667
    26.400, 1255.1135
    26.450, 1407.7134
    26.500, 1291.9267
    26.550, 1254.3649
    26.600, 1171.1955
    26.650, 1180.1414
    26.700, 1120.8759
    26.750, 1156.8377
    26.800, 1209.4572
    26.850, 1179.7929
    26.900, 1207.0155
    26.950, 1149.9403
    27.000, 1230.0012
    27.050, 1079.2932
    27.100, 1125.9047
    27.150, 1072.9578
    27.200, 1158.0709
    27.250, 1136.6929
    27.300, 1148.4967
    27.350, 1200.1259
    27.400, 1200.0542
    27.450, 1300.8945
    27.500, 1311.5791
    27.550, 1271.1799
    27.600, 1176.6301
    27.650, 1117.1582
    27.700, 1114.9286
    27.750, 1260.0220
    27.800, 1441.6200
    27.850, 1282.0503
    27.900, 1154.3240
    27.950, 1228.0142
    28.000, 1286.5350
    28.050, 1082.7356
    28.100, 1103.2504
    28.150, 1075.3087
    28.200, 1160.1058
    28.250, 1132.6200
    28.300, 1222.5285
    28.350, 1153.0005
    28.400, 1125.2311
    28.450, 1264.2932
    28.500, 1300.9386
    28.550, 1236.8669
    28.600, 1189.6950
    28.650, 1184.0434
    28.700, 1189.7232
    28.750, 1196.3825
    28.800, 1202.4020
    28.850, 1160.3098
    28.900, 1155.7571
    28.950, 1217.3876
    29.000, 1185.8223
    29.050, 1080.6165
    29.100, 1178.3767
    29.150, 1039.0978
    29.201, 1040.3998
    29.250, 1131.6932
    29.300, 1051.2822
    29.350, 1141.1321
    29.400, 1184.9379
    29.450, 1293.0367
    29.500, 1256.8362
    29.550, 1189.2603
    29.600, 1245.2528
    29.650, 1211.3083
    29.700, 1131.6470
    29.750, 1235.5481
    29.800, 1199.4137
    29.850, 1153.7784
    29.900, 1183.8301
    29.950, 1217.7012
    30.000, 1214.8157
    30.050, 1058.5607
    30.100, 1251.1460
    30.150, 1245.4396
    30.200, 1260.0404
    30.250, 1011.9356
    30.300, 1130.0217
    30.350, 1138.4806
    30.400, 1064.3973
    30.450, 1189.2185
    30.500, 1293.3477
    30.550, 1290.9171
    30.600, 1227.3813
    30.650, 1060.6835
    30.700, 1170.7254
    30.750, 1247.4684
    30.800, 1213.1437
    30.850, 1245.0386
    30.900, 1276.5723
    30.950, 1223.1756
    31.000, 1150.3681
    31.050, 1018.7725
    31.100, 1079.8215
    31.150, 1063.5690
    31.200, 1146.1335
    31.250, 1089.6785
    31.300, 1100.2692
    31.350, 1140.6526
    31.400, 1194.3289
    31.450, 1209.9897
    31.500, 1194.8039
    31.550, 1153.1912
    31.600, 1091.9556
    31.650, 1078.8492
    31.700, 1170.0735
    31.750, 1209.0320
    31.800, 1188.4595
    31.850, 1232.7992
    31.900, 1322.5897
    31.950, 1223.6474
    32.000, 1170.2655
    32.050, 1172.8766
    32.100, 1152.8242
    32.150, 1017.6827
    32.200, 1084.1625
    32.250, 1425.4652
    32.300, 1433.7080
    32.350, 1292.3020
    32.400, 1124.8156
    32.450, 1226.1021
    32.500, 1159.9712
    32.550, 1308.1868
    32.600, 1226.0828
    32.650, 1086.4006
    32.700, 1055.1260
    32.750, 1074.5982
    32.800, 1154.1529
    32.850, 1198.0406
    32.900, 1172.2537
    32.950, 1322.5465
    33.000, 1223.6024
    33.050, 1158.9268
    33.100, 1101.5378
    33.150, 1115.5754
    33.200, 1132.6932
    33.250, 1197.3108
    33.300, 1381.0467
    33.350, 1387.3255
    33.400, 1281.3962
    33.450, 1319.0647
    33.500, 1165.1394
    33.550, 1276.9882
    33.600, 1239.2729
    33.650, 1246.6647
    33.700, 1223.4501
    33.750, 1212.6033
    33.800, 1097.6694
    33.850, 1125.1441
    33.900, 1373.6771
    33.950, 1253.1204
    34.000, 1367.7605
    34.050, 1262.5527
    34.100, 1176.9376
    34.150, 1148.6218
    34.200, 1144.8327
    34.250, 1095.2878
    34.300, 1218.8230
    34.350, 1206.6872
    34.400, 1198.4500
    34.450, 1307.0388
    34.500, 1031.2911
    34.550, 1141.2933
    34.600, 1264.1576
    34.650, 1243.5989
    34.700, 1181.4809
    34.750, 1393.0367
    34.800, 1373.7700
    34.850, 1458.0488
    34.900, 1608.0365
    34.950, 1457.8919
    35.000, 1053.6249
    35.050,  994.5695
    35.100, 1152.5612
    35.150, 1037.5850
    35.200,  950.4354
    35.250,  996.5394
    35.300, 1191.8813
    35.350, 1176.5853
    35.400, 1223.5018
    35.450, 1325.4609
    35.500, 1198.6411
    35.550, 1159.4652
    35.600, 1128.8022
    35.650, 1102.1802
    35.700, 1120.3165
    35.750, 1183.5545
    35.800, 1378.4168
    35.850, 1288.0231
    35.900, 1358.9510
    35.950, 1109.8248
    36.000,  991.1284
    36.050, 1180.9946
    36.100, 1117.6011
    36.150, 1190.6634
    36.200, 1173.0516
    36.250,  972.6368
    36.300, 1041.1873
    36.350, 1070.8802
    36.400, 1138.3573
    36.450, 1228.2566
    36.500, 1248.0167
    36.550, 1186.5246
    36.600, 1238.9373
    36.650, 1143.1306
    36.700, 1188.4594
    36.750, 1253.1013
    36.800, 1279.6327
    36.850, 1343.2801
    36.900, 1293.4543
    36.950, 1253.7072
    37.000, 1092.8044
    37.050, 1053.6930
    37.100, 1041.1649
    37.150,  961.0755
    37.200, 1055.1653
    37.250, 1066.1400
    37.300,  977.9341
    37.350, 1027.8119
    37.400, 1132.6341
    37.450, 1192.5984
    37.500, 1285.4258
    37.550, 1088.7809
    37.600, 1129.6652
    37.650, 1020.1839
    37.700,  997.3474
    37.750, 1216.1792
    37.800, 1197.4154
    37.850, 1109.6610
    37.900, 1174.6362
    37.950, 1041.3885
    38.000, 1321.0746
    38.050, 1164.7638
    38.100, 1130.1993
    38.150,  864.5228
    38.200,  863.4834
    38.250, 1008.0890
    38.300, 1101.8646
    38.350, 1093.5058
    38.400, 1136.6000
    38.450, 1142.7336
    38.500, 1107.1409
    38.550, 1223.8340
    38.600, 1071.7847
    38.650,  972.6822
    38.700,  804.0749
    38.750, 1044.6137
    38.800, 1215.0262
    38.850, 1220.8834
    38.900, 1322.9575
    38.950, 1208.6299
    39.000, 1149.8106
    39.050,  802.9277
    39.100,  883.8275
    39.150,  842.9240
    39.200,  843.9688
    39.250,  965.7253
    39.300,  921.8101
    39.350, 1015.0654
    39.400,  997.3522
    39.450, 1057.1273
    39.500, 1046.1281
    39.550,  965.5217
    39.600, 1004.0544
    39.650,  963.0582
    39.700,  902.4578
    39.750, 1087.2737
    39.800, 1219.1640
    39.850, 1176.2320
    39.900, 1062.7892
    39.950, 1199.0868
    40.000, 1053.9136
    40.050, 1043.5800
    40.100, 1046.0562
    40.150, 1077.2923
    40.200, 1074.5999
    40.250, 1127.7693
    40.300, 1150.8916
    40.350, 1124.2523
    40.400, 1143.9789
    40.450, 1296.2636
    40.500, 1079.9644
    40.550, 1055.0772
    40.600, 1051.9453
    40.650, 1096.0926
    40.700, 1153.9995
    40.750, 1058.1817
    40.800, 1128.9288
    40.850, 1162.0950
    40.900, 1212.5282
    40.950, 1182.4968
    41.000, 1279.1665
    41.050, 1284.5926
    41.100, 1226.8000
    41.150, 1223.2566
    41.200, 1157.2023
    41.250, 1239.0618
    41.300, 1145.9788
    41.350, 1126.2934
    41.400, 1135.4507
    41.450, 1297.0784
    41.500, 1359.9647
    41.550, 1361.8944
    41.600, 1285.8072
    41.650, 1251.9655
    41.700, 1155.1959
    41.750, 1194.2371
    41.800, 1322.1710
    41.850, 1184.0520
    41.900, 1092.4567
    41.950, 1142.5043
    42.000, 1122.6583
    42.050, 1164.0653
    42.100, 1119.5667
    42.150, 1072.4294
    42.200, 1116.4760
    42.250, 1157.9381
    42.300, 1208.0710
    42.350, 1189.9602
    42.400, 1181.0142
    42.450, 1206.8328
    42.500, 1192.0237
    42.550, 1191.0893
    42.600, 1149.3387
    42.650, 1269.9265
    42.700, 1162.6531
    42.750, 1216.1505
    42.800, 1366.6947
    42.850, 1320.7486
    42.900, 1294.3211
    42.950, 1166.6681
    43.000, 1162.5264
    43.050, 1233.0918
    43.100, 1096.8531
    43.150, 1061.9947
    43.200, 1168.0001
    43.250, 1182.8792
    43.300, 1202.3165
    43.350, 1216.1218
    43.400, 1038.4120
    43.450,  986.1833
    43.500,  854.3430
    43.550, 1238.3006
    43.600, 1260.5127
    43.650, 1102.0846
    43.700, 1090.3365
    43.750, 1132.2707
    43.800, 1157.6576
    43.850, 1170.4875
    43.900, 1232.1844
    43.950, 1282.3732
    44.000, 1092.2261
    44.050, 1249.1879
    44.100, 1163.7118
    44.150, 1118.6400
    44.200, 1132.2503
    44.250, 1327.6315
    44.300, 1132.4019
    44.350, 1169.2926
    44.400, 1235.6348
    44.450, 1242.8193
    44.500, 1295.7144
    44.550, 1187.7406
    44.600, 1161.5723
    44.650, 1180.6983
    44.700, 1219.6757
    44.750, 1073.7346
    44.800, 1126.3688
    44.850, 1249.9137
    44.900, 1223.7656
    44.950, 1297.8792
    45.000, 1147.4033
    45.050, 1208.8360
    45.100, 1193.0166
    45.150, 1217.4380
    45.200, 1149.3711
    45.250, 1208.1347
    45.300, 1368.4282
    45.350, 1261.6249
    45.400, 1164.8060
    45.450, 1167.8134
    45.500, 1144.0520
    45.550, 1152.5906
    45.600, 1241.0058
    45.650, 1099.2831
    45.700, 1174.7234
    45.750, 1155.0778
    45.800, 1266.7460
    45.850, 1359.4670
    45.900, 1311.3106
    45.950, 1248.0111
    46.000, 1251.3505
    46.050, 1149.9158
    46.100, 1211.1962
    46.150, 1149.6860
    46.200, 1155.5811
    46.250, 1183.7174
    46.300, 1244.9904
    46.350, 1251.5578
    46.400, 1276.0493
    46.450, 1269.2987
    46.500, 1270.0184
    46.550, 1099.0144
    46.600, 1013.8158
    46.650, 1039.9514
    46.700, 1225.0765
    46.750, 1295.2580
    46.800, 1218.5607
    46.850, 1295.0940
    46.900, 1330.5158
    46.950, 1296.7392
    47.000, 1439.6361
    47.050, 1289.0871
    47.100, 1203.5877
    47.150, 1005.8452
    47.200,  883.3640
    47.250, 1142.7726
    47.300, 1224.0087
    47.350, 1116.6590
    47.400, 1125.6118
    47.450, 1122.1870
    47.500, 1125.1301
    47.550, 1257.4109
    47.600, 1273.4658
    47.650, 1310.4857
    47.700, 1264.1789
    47.750, 1225.5681
    47.800, 1259.8911
    47.850, 1349.4094
    47.900, 1227.0258
    47.950, 1191.9916
    48.000, 1483.6385
    48.050, 1281.6303
    48.100, 1353.6344
    48.150, 1349.8863
    48.200, 1107.3049
    48.250, 1326.8175
    48.300, 1311.8277
    48.350, 1252.0600
    48.400, 1256.6578
    48.450, 1304.1813
    48.500, 1279.4453
    48.550, 1273.0165
    48.600, 1232.8594
    48.650, 1210.2583
    48.700, 1309.6826
    48.750, 1458.5877
    48.800, 1429.8905
    48.850, 1411.4156
    48.900, 1119.6069
    48.950, 1069.4841
    49.000, 1263.3560
    49.050, 1130.1258
    49.100, 1166.4702
    49.150, 1249.1572
    49.200, 1185.9549
    49.250, 1197.5330
    49.300, 1221.3679
    49.350, 1194.2290
    49.400, 1219.8258
    49.450, 1186.0923
    49.500, 1135.0016
    49.550, 1157.1148
    49.600, 1276.0105
    49.650, 1222.1084
    49.700, 1081.7285
    49.750, 1074.7144
    49.800, 1160.3766
    49.850, 1147.0470
    49.900, 1240.5568
    49.950, 1388.8041
    50.000, 1317.4904
    50.050, 1219.2502
    50.100, 1221.2845
    50.150, 1255.7258
    50.200, 1237.4480
    50.250, 1160.4951
    50.300, 1197.1068
    50.350, 1192.2427
    50.400, 1338.2363
    50.450, 1367.0519
    50.500, 1422.6372
    50.550, 1306.9477
    50.600, 1316.1100
    50.650, 1170.4396
    50.700, 1122.6963
    50.750, 1303.4773
    50.800, 1329.7607
    50.850, 1173.9574
    50.900, 1288.3209
    50.950, 1278.5425
    51.000, 1233.7395
    51.050, 1184.3727
    51.100, 1172.0542
    51.150, 1167.3586
    51.200, 1173.4529
    51.250, 1184.9782
    51.300, 1122.8549
    51.350, 1259.5748
    51.400, 1380.1340
    51.450, 1059.1536
    51.500,  919.4001
    51.550,  905.3120
    51.600, 1255.4278
    51.650, 1173.2079
    51.700, 1094.6105
    51.750, 1301.9432
    51.800, 1236.5967
    51.850, 1128.2566
    51.900, 1086.5283
    51.950, 1141.2458
    52.000, 1303.0489
    52.050, 1294.6275
    52.100, 1238.3987
    52.150, 1158.2990
    52.200, 1177.8578
    52.250, 1309.2434
    52.300, 1258.9217
    52.350, 1213.8332
    52.400, 1216.7753
    52.450, 1275.8674
    52.500, 1410.0968
    52.550, 1233.3051
    52.600, 1269.9871
    52.650, 1299.2266
    52.700, 1199.1820
    52.750, 1146.1152
    52.800, 1185.2115
    52.850, 1171.7390
    52.900, 1204.0552
    52.950, 1446.7411
    53.000, 1204.6900
    53.050, 1156.9386
    53.100, 1140.2942
    53.150, 1136.6092
    53.200, 1127.2281
    53.250, 1096.8761
    53.300, 1056.1887
    53.350, 1074.9969
    53.400, 1037.3636
    53.450,  972.6182
    53.500, 1016.4815
    53.550, 1248.1037
    53.600, 1251.2512
    53.650, 1271.4342
    53.700, 1261.3918
    53.750, 1428.6906
    53.800, 1418.7608
    53.850, 1342.1120
    53.900, 1310.6916
    53.950, 1281.4551
    54.000, 1382.5573
    54.050, 1377.4993
    54.100, 1342.6837
    54.150, 1330.2651
    54.200, 1233.6312
    54.250, 1357.9726
    54.300, 1331.8804
    54.350, 1323.2293
    54.400, 1281.0233
    54.450, 1328.2264
    54.500, 1256.7102
    54.550, 1357.8685
    54.600, 1238.4022
    54.650, 1259.5307
    54.700, 1216.9062
    54.750, 1359.8548
    54.800, 1399.1258
    54.850, 1320.0432
    54.900, 1255.2800
    54.950, 1375.5330
    55.000, 1417.3231
    55.050, 1437.9597
    55.100, 1438.7551
    55.150, 1543.1302
    55.200, 1196.1354
    55.250, 1217.3835
    55.300, 1424.8698
    55.350, 1579.6564
    55.400, 1603.4503
    55.450, 1613.2861
    55.500, 1552.5547
    55.550, 1424.3943
    55.600, 1342.9286
    55.650, 1290.1756
    55.700, 1324.7905
    55.750, 1588.6776
    55.800, 1595.1386
    55.850, 1496.0637
    55.900, 1414.9600
    55.950, 1367.6628
    56.000, 1373.6683
    56.050, 1272.7797
    56.100, 1339.2103
    56.150, 1358.3569
    56.200, 1386.6535
    56.250, 1448.3739
    56.300, 1497.8739
    56.350, 1390.4381
    56.400, 1281.9688
    56.450, 1309.7238
    56.500, 1315.4692
    56.550, 1285.5083
    56.600, 1237.9987
    56.650, 1210.8864
    56.700, 1289.9430
    56.750, 1421.6628
    56.800, 1487.9173
    56.850, 1400.2966
    56.900, 1312.0805
    56.950, 1331.6397
    57.000, 1076.6456
    57.050, 1051.7363
    57.100, 1050.0011
    57.150, 1091.1757
    57.200, 1120.7031
    57.250, 1274.1965
    57.300, 1255.9329
    57.350, 1469.3994
    57.400, 1516.8121
    57.450, 1370.9487
    57.500, 1295.8706
    57.550, 1342.8090
    57.600, 1302.8256
    57.650, 1288.1150
    57.700, 1404.5162
    57.750, 1374.2903
    57.800, 1424.0728
    57.850, 1342.6585
    57.900, 1273.0278
    57.950, 1328.3342
    58.000, 1072.3465
    58.050, 1180.2234
    58.100, 1171.0460
    58.150, 1269.9510
    58.200, 1489.9728
    58.250, 1363.3111
    58.300, 1463.5224
    58.350, 1480.6415
    58.400, 1534.7317
    58.450, 1484.3150
    58.500, 1423.7654
    58.550, 1465.0266
    58.600, 1523.4540
    58.650, 1520.9933
    58.700, 1376.0093
    58.750, 1327.7445
    58.800, 1335.8049
    58.850, 1310.6995
    58.900, 1238.1977
    58.950, 1371.3763
    59.000, 1336.0101
    59.050, 1268.3316
    59.100, 1205.1604
    59.150, 1171.5458
