$WITHDRAWAL AT SEG317                                        ELEV OF WITHDRAWAL CENTERLINE:363.     

JDAY,QWD(m3s-1)
    13.250,    0.0000
    13.300,    0.0000
    13.350,    0.0000
    13.400,    0.0000
    13.450,    0.0000
    13.500,    0.0000
    13.550,    0.0000
    13.600,    0.0000
    13.650,    0.0000
    13.700,    0.0000
    13.750,    0.0000
    13.800,    0.0000
    13.850,    0.0000
    13.900,    0.0000
    13.950,    0.0000
    14.000,    0.0000
    14.050,    0.0000
    14.100,    0.0000
    14.150,    0.0000
    14.200,    0.0000
    14.250,    0.0000
    14.300,    0.0000
    14.350,    0.0000
    14.400,    0.0000
    14.450,    0.0000
    14.500,    0.0000
    14.550,    0.0000
    14.600,    0.0000
    14.650,    0.0000
    14.700,    0.0000
    14.750,    0.0000
    14.800,    0.0000
    14.850,    0.0000
    14.900,    0.0000
    14.950,    0.0000
    15.000,    0.0000
    15.050,    0.0000
    15.100,    0.0000
    15.150,    0.0000
    15.200,    0.0000
    15.250,    0.0000
    15.300,    0.0000
    15.350,    0.0000
    15.400,    0.0000
    15.450,    0.0000
    15.500,    0.0000
    15.550,    0.0000
    15.600,    0.0000
    15.650,    0.0000
    15.700,    0.0000
    15.750,    0.0000
    15.800,    0.0000
    15.850,    0.0000
    15.900,    0.0000
    15.950,    0.0000
    16.000,    0.0000
    16.050,    0.0000
    16.100,    0.0000
    16.150,    0.0000
    16.200,    0.0000
    16.250,    0.0000
    16.300,    0.0000
    16.350,    0.0000
    16.400,    0.0000
    16.450,    0.0000
    16.500,    0.0000
    16.550,    0.0000
    16.600,    0.0000
    16.650,    0.0000
    16.700,    0.0000
    16.750,    0.0000
    16.800,    0.0000
    16.850,   14.8000
    16.900,  363.9000
    16.950,  394.6000
    17.000,  393.6000
    17.050,  400.1000
    17.100,  400.1000
    17.150,  400.1000
    17.200,  400.1000
    17.250,  343.8000
    17.300,    0.0000
    17.350,    0.0000
    17.400,    0.0000
    17.450,  204.1000
    17.500,  400.1000
    17.550,  400.1000
    17.600,  400.1000
    17.650,  401.1000
    17.700,  379.0000
    17.750,    4.0000
    17.800,    0.0000
    17.850,    0.0000
    17.900,    0.0000
    17.950,  372.0000
    18.000,  401.1000
    18.050,  393.8000
    18.100,  393.8000
    18.150,  393.8000
    18.200,  393.8000
    18.250,  392.8000
    18.300,  393.8000
    18.350,  393.8000
    18.400,  167.8000
    18.450,    3.0000
    18.500,    0.0000
    18.550,    0.0000
    18.600,    0.0000
    18.650,    0.0000
    18.700,    0.0000
    18.750,    0.0000
    18.800,    0.0000
    18.850,    0.0000
    18.900,   19.7000
    18.950,  300.0000
    19.000,  337.5000
    19.050,  400.6000
    19.100,  400.6000
    19.150,  400.6000
    19.200,  400.6000
    19.250,  329.3000
    19.300,    0.0000
    19.350,    0.0000
    19.400,    0.0000
    19.450,    0.0000
    19.500,    0.0000
    19.550,    0.0000
    19.600,    0.0000
    19.650,    0.0000
    19.700,    0.0000
    19.750,    0.0000
    19.800,    0.0000
    19.850,    0.0000
    19.900,   19.1000
    19.950,  371.5000
    20.000,  400.6000
    20.050,  399.8000
    20.100,  399.8000
    20.150,  399.8000
    20.200,  343.7000
    20.250,    0.0000
    20.300,    0.0000
    20.350,    3.0000
    20.400,    0.0000
    20.450,    0.0000
    20.500,    0.0000
    20.550,    0.0000
    20.600,    0.0000
    20.650,    0.0000
    20.700,    0.0000
    20.750,    0.0000
    20.800,    0.0000
    20.850,    0.0000
    20.900,    0.0000
    20.950,    0.0000
    21.000,    0.0000
    21.050,    0.0000
    21.100,    0.0000
    21.150,    0.0000
    21.200,    0.0000
    21.250,    0.0000
    21.300,    0.0000
    21.350,    0.0000
    21.400,    0.0000
    21.450,    0.0000
    21.500,    0.0000
    21.550,    0.0000
    21.600,    0.0000
    21.650,    0.0000
    21.700,    0.0000
    21.750,    0.0000
    21.800,    0.0000
    21.850,    0.0000
    21.900,    0.0000
    21.950,    0.0000
    22.000,    0.0000
    22.050,    0.0000
    22.100,    0.0000
    22.150,    0.0000
    22.200,    0.0000
    22.250,    0.0000
    22.300,    0.0000
    22.350,    0.0000
    22.400,    0.0000
    22.450,    0.0000
    22.500,    0.0000
    22.550,    0.0000
    22.600,    0.0000
    22.650,    0.0000
    22.700,    0.0000
    22.750,    0.0000
    22.800,    0.0000
    22.850,    0.0000
    22.900,    0.0000
    22.950,    0.0000
    23.000,    0.0000
    23.050,    0.0000
    23.100,    0.0000
    23.150,    0.0000
    23.200,    0.0000
    23.250,    3.1000
    23.300,  268.5000
    23.350,  268.5000
    23.400,  267.5000
    23.450,  268.5000
    23.500,  268.5000
    23.550,  268.5000
    23.600,  268.5000
    23.650,  267.5000
    23.700,  267.5000
    23.750,  267.5000
    23.800,  268.5000
    23.850,  268.5000
    23.900,  268.5000
    23.950,  268.5000
    24.000,  268.5000
    24.050,  264.8000
    24.100,  263.8000
    24.150,  264.8000
    24.200,  264.8000
    24.250,  263.8000
    24.300,    0.0000
    24.350,    0.0000
    24.400,    0.0000
    24.450,    0.0000
    24.500,    0.0000
    24.550,    0.0000
    24.600,    0.0000
    24.650,    0.0000
    24.700,    0.0000
    24.750,    0.0000
    24.800,    0.0000
    24.850,    0.0000
    24.900,   61.1000
    24.950,  379.8000
    25.000,  406.3000
    25.050,  403.5000
    25.100,  403.5000
    25.150,  403.5000
    25.200,  403.5000
    25.250,  365.0000
    25.300,    6.1000
    25.350,    0.0000
    25.400,    0.0000
    25.450,    0.0000
    25.500,    0.0000
    25.550,    0.0000
    25.600,    0.0000
    25.650,    0.0000
    25.700,    0.0000
    25.750,    0.0000
    25.800,    0.0000
    25.850,    0.0000
    25.900,    0.0000
    25.950,    0.0000
    26.000,    0.0000
    26.050,    0.0000
    26.100,    0.0000
    26.150,    0.0000
    26.200,    0.0000
    26.250,    0.0000
    26.300,    0.0000
    26.350,    0.0000
    26.400,    0.0000
    26.450,    0.0000
    26.500,    0.0000
    26.550,    0.0000
    26.600,    0.0000
    26.650,    0.0000
    26.700,    0.0000
    26.750,    0.0000
    26.800,    0.0000
    26.850,    0.0000
    26.900,    0.0000
    26.950,    0.0000
    27.000,    0.0000
    27.050,    0.0000
    27.100,    0.0000
    27.150,    0.0000
    27.200,    0.0000
    27.250,    0.0000
    27.300,    0.0000
    27.350,    0.0000
    27.400,    0.0000
    27.450,    0.0000
    27.500,    0.0000
    27.550,    0.0000
    27.600,    0.0000
    27.650,    0.0000
    27.700,    0.0000
    27.750,    0.0000
    27.800,    0.0000
    27.850,    0.0000
    27.900,    0.0000
    27.950,    0.0000
    28.000,    0.0000
    28.050,    0.0000
    28.100,    0.0000
    28.150,    0.0000
    28.200,    0.0000
    28.250,    0.0000
    28.300,    0.0000
    28.350,    0.0000
    28.400,    0.0000
    28.450,    0.0000
    28.500,    0.0000
    28.550,    0.0000
    28.600,    0.0000
    28.650,    0.0000
    28.700,    0.0000
    28.750,    0.0000
    28.800,    0.0000
    28.850,    0.0000
    28.900,    0.0000
    28.950,    0.0000
    29.000,    0.0000
    29.050,    0.0000
    29.100,    0.0000
    29.150,    0.0000
    29.201,    0.0000
    29.250,    0.0000
    29.300,    0.0000
    29.350,    0.0000
    29.400,    0.0000
    29.450,    0.0000
    29.500,    0.0000
    29.550,    0.0000
    29.600,    0.0000
    29.650,    0.0000
    29.700,    0.0000
    29.750,    0.0000
    29.800,    0.0000
    29.850,    0.0000
    29.900,    0.0000
    29.950,    0.0000
    30.000,    0.0000
    30.050,    0.0000
    30.100,    0.0000
    30.150,    0.0000
    30.200,    0.0000
    30.250,    0.0000
    30.300,    0.0000
    30.350,    0.0000
    30.400,    0.0000
    30.450,    0.0000
    30.500,    0.0000
    30.550,    0.0000
    30.600,    0.0000
    30.650,    0.0000
    30.700,    0.0000
    30.750,    0.0000
    30.800,    0.0000
    30.850,    0.0000
    30.900,    0.0000
    30.950,    0.0000
    31.000,    0.0000
    31.050,    0.0000
    31.100,    0.0000
    31.150,    0.0000
    31.200,    0.0000
    31.250,    0.0000
    31.300,    0.0000
    31.350,    0.0000
    31.400,    0.0000
    31.450,    0.0000
    31.500,    0.0000
    31.550,    0.0000
    31.600,    0.0000
    31.650,    0.0000
    31.700,    0.0000
    31.750,    0.0000
    31.800,    0.0000
    31.850,    0.0000
    31.900,    0.0000
    31.950,    0.0000
    32.000,    0.0000
    32.050,    0.0000
    32.100,    0.0000
    32.150,    0.0000
    32.200,    0.0000
    32.250,    0.0000
    32.300,    0.0000
    32.350,    0.0000
    32.400,    0.0000
    32.450,    0.0000
    32.500,    0.0000
    32.550,    0.0000
    32.600,    0.0000
    32.650,    0.0000
    32.700,    0.0000
    32.750,    0.0000
    32.800,    0.0000
    32.850,    0.0000
    32.900,    0.0000
    32.950,    0.0000
    33.000,    0.0000
    33.050,    0.0000
    33.100,    0.0000
    33.150,    0.0000
    33.200,    0.0000
    33.250,    0.0000
    33.300,    0.0000
    33.350,    0.0000
    33.400,    0.0000
    33.450,    0.0000
    33.500,    0.0000
    33.550,    0.0000
    33.600,    0.0000
    33.650,    0.0000
    33.700,    0.0000
    33.750,    0.0000
    33.800,    0.0000
    33.850,    0.0000
    33.900,    0.0000
    33.950,    0.0000
    34.000,    0.0000
    34.050,    0.0000
    34.100,    0.0000
    34.150,    0.0000
    34.200,    0.0000
    34.250,    0.0000
    34.300,    0.0000
    34.350,    0.0000
    34.400,    0.0000
    34.450,    0.0000
    34.500,    0.0000
    34.550,    0.0000
    34.600,    0.0000
    34.650,    0.0000
    34.700,    0.0000
    34.750,    0.0000
    34.800,    0.0000
    34.850,    0.0000
    34.900,    0.0000
    34.950,    0.0000
    35.000,    0.0000
    35.050,    0.0000
    35.100,    0.0000
    35.150,    0.0000
    35.200,    0.0000
    35.250,    0.0000
    35.300,    0.0000
    35.350,    0.0000
    35.400,    0.0000
    35.450,    0.0000
    35.500,    0.0000
    35.550,    0.0000
    35.600,    0.0000
    35.650,    0.0000
    35.700,    0.0000
    35.750,    0.0000
    35.800,    0.0000
    35.850,    0.0000
    35.900,    0.0000
    35.950,    0.0000
    36.000,    0.0000
    36.050,    0.0000
    36.100,    0.0000
    36.150,    0.0000
    36.200,    0.0000
    36.250,    0.0000
    36.300,    0.0000
    36.350,    0.0000
    36.400,    0.0000
    36.450,    0.0000
    36.500,    0.0000
    36.550,    0.0000
    36.600,    0.0000
    36.650,    0.0000
    36.700,    0.0000
    36.750,    0.0000
    36.800,    0.0000
    36.850,    0.0000
    36.900,    0.0000
    36.950,    0.0000
    37.000,    0.0000
    37.050,    0.0000
    37.100,    0.0000
    37.150,    0.0000
    37.200,    0.0000
    37.250,    0.0000
    37.300,    0.0000
    37.350,    0.0000
    37.400,    0.0000
    37.450,    0.0000
    37.500,    0.0000
    37.550,    0.0000
    37.600,    0.0000
    37.650,    0.0000
    37.700,    0.0000
    37.750,    0.0000
    37.800,    0.0000
    37.850,    0.0000
    37.900,    0.0000
    37.950,    0.0000
    38.000,    0.0000
    38.050,    0.0000
    38.100,    0.0000
    38.150,    0.0000
    38.200,    0.0000
    38.250,    0.0000
    38.300,    0.0000
    38.350,    0.0000
    38.400,    0.0000
    38.450,    0.0000
    38.500,    0.0000
    38.550,    0.0000
    38.600,    0.0000
    38.650,    0.0000
    38.700,    0.0000
    38.750,    0.0000
    38.800,    0.0000
    38.850,    0.0000
    38.900,    0.0000
    38.950,    0.0000
    39.000,    0.0000
    39.050,    0.0000
    39.100,    0.0000
    39.150,    0.0000
    39.200,    0.0000
    39.250,    0.0000
    39.300,    0.0000
    39.350,    0.0000
    39.400,    0.0000
    39.450,    0.0000
    39.500,    0.0000
    39.550,    0.0000
    39.600,    0.0000
    39.650,    0.0000
    39.700,    0.0000
    39.750,    0.0000
    39.800,    0.0000
    39.850,    0.0000
    39.900,    0.0000
    39.950,    0.0000
    40.000,    0.0000
    40.050,    0.0000
    40.100,    0.0000
    40.150,    0.0000
    40.200,    0.0000
    40.250,    0.0000
    40.300,    0.0000
    40.350,    0.0000
    40.400,    0.0000
    40.450,    0.0000
    40.500,    0.0000
    40.550,    0.0000
    40.600,    0.0000
    40.650,    0.0000
    40.700,    0.0000
    40.750,    0.0000
    40.800,    0.0000
    40.850,    0.0000
    40.900,    0.0000
    40.950,    0.0000
    41.000,    0.0000
    41.050,    0.0000
    41.100,    0.0000
    41.150,    0.0000
    41.200,    0.0000
    41.250,    0.0000
    41.300,    0.0000
    41.350,    0.0000
    41.400,    0.0000
    41.450,    0.0000
    41.500,    0.0000
    41.550,    0.0000
    41.600,    0.0000
    41.650,    0.0000
    41.700,    0.0000
    41.750,    0.0000
    41.800,    0.0000
    41.850,    0.0000
    41.900,    0.0000
    41.950,    0.0000
    42.000,    0.0000
    42.050,    0.0000
    42.100,    0.0000
    42.150,    0.0000
    42.200,    0.0000
    42.250,    0.0000
    42.300,    0.0000
    42.350,    0.0000
    42.400,    0.0000
    42.450,    0.0000
    42.500,    0.0000
    42.550,    0.0000
    42.600,    0.0000
    42.650,    0.0000
    42.700,    0.0000
    42.750,    0.0000
    42.800,    0.0000
    42.850,    0.0000
    42.900,    0.0000
    42.950,    0.0000
    43.000,    0.0000
    43.050,    0.0000
    43.100,   35.8000
    43.150,  303.7000
    43.200,  332.8000
    43.250,  331.8000
    43.300,  331.8000
    43.350,  331.8000
    43.400,  332.8000
    43.450,  331.8000
    43.500,  331.8000
    43.550,  331.8000
    43.600,  330.8000
    43.650,  331.8000
    43.700,  330.8000
    43.750,  330.8000
    43.800,  331.8000
    43.850,  330.8000
    43.900,  330.8000
    43.950,  331.8000
    44.000,  330.8000
    44.050,  329.9000
    44.100,  329.9000
    44.150,  329.9000
    44.200,  329.9000
    44.250,  329.9000
    44.300,  329.9000
    44.350,  329.9000
    44.400,  329.9000
    44.450,  329.9000
    44.500,  329.9000
    44.550,  329.9000
    44.600,  329.9000
    44.650,  329.9000
    44.700,  329.9000
    44.750,  329.9000
    44.800,  329.9000
    44.850,  329.9000
    44.900,  329.9000
    44.950,  329.9000
    45.000,  329.9000
    45.050,  329.2000
    45.100,  329.2000
    45.150,  329.2000
    45.200,  329.2000
    45.250,  268.5000
    45.300,    0.0000
    45.350,    0.0000
    45.400,    0.0000
    45.450,    0.0000
    45.500,    0.0000
    45.550,    0.0000
    45.600,    0.0000
    45.650,    0.0000
    45.700,    0.0000
    45.750,    0.0000
    45.800,    0.0000
    45.850,    0.0000
    45.900,    0.0000
    45.950,    0.0000
    46.000,    0.0000
    46.050,    0.0000
    46.100,    0.0000
    46.150,    0.0000
    46.200,    0.0000
    46.250,    0.0000
    46.300,    0.0000
    46.350,    0.0000
    46.400,    0.0000
    46.450,    0.0000
    46.500,    0.0000
    46.550,    0.0000
    46.600,    0.0000
    46.650,    0.0000
    46.700,    0.0000
    46.750,    0.0000
    46.800,    0.0000
    46.850,    0.0000
    46.900,    0.0000
    46.950,    0.0000
    47.000,    0.0000
    47.050,    2.2000
    47.100,    0.0000
    47.150,    0.0000
    47.200,    0.0000
    47.250,    0.0000
    47.300,    0.0000
    47.350,    0.0000
    47.400,    0.0000
    47.450,    0.0000
    47.500,    0.0000
    47.550,    0.0000
    47.600,    0.0000
    47.650,    0.0000
    47.700,    0.0000
    47.750,    0.0000
    47.800,    0.0000
    47.850,    1.1000
    47.900,    2.2000
    47.950,    0.0000
    48.000,    0.0000
    48.050,    0.0000
    48.100,    0.0000
    48.150,    0.0000
    48.200,    0.0000
    48.250,    0.0000
    48.300,    0.0000
    48.350,    0.0000
    48.400,    0.0000
    48.450,    0.0000
    48.500,    0.0000
    48.550,    0.0000
    48.600,    0.0000
    48.650,    0.0000
    48.700,    0.0000
    48.750,    0.0000
    48.800,    0.0000
    48.850,    0.0000
    48.900,    0.0000
    48.950,    0.0000
    49.000,    0.0000
    49.050,    0.0000
    49.100,    0.0000
    49.150,    0.0000
    49.200,    0.0000
    49.250,    0.0000
    49.300,    0.0000
    49.350,    0.0000
    49.400,    0.0000
    49.450,    0.0000
    49.500,    0.0000
    49.550,    0.0000
    49.600,    0.0000
    49.650,    0.0000
    49.700,    0.0000
    49.750,    0.0000
    49.800,    0.0000
    49.850,    0.0000
    49.900,    0.0000
    49.950,    0.0000
    50.000,    0.0000
    50.050,    0.0000
    50.100,    0.0000
    50.150,    0.0000
    50.200,    0.0000
    50.250,   65.8000
    50.300,  325.0000
    50.350,  325.0000
    50.400,  261.2000
    50.450,    0.0000
    50.500,    0.0000
    50.550,    0.0000
    50.600,    0.0000
    50.650,    0.0000
    50.700,    0.0000
    50.750,    0.0000
    50.800,   29.5000
    50.850,  312.6000
    50.900,  325.0000
    50.950,  325.0000
    51.000,  325.0000
    51.050,  324.7000
    51.100,  324.7000
    51.150,  324.7000
    51.200,  324.7000
    51.250,  277.9000
    51.300,    0.0000
    51.350,    0.0000
    51.400,    0.0000
    51.450,    0.0000
    51.500,    0.0000
    51.550,    0.0000
    51.600,    0.0000
    51.650,    0.0000
    51.700,    0.0000
    51.750,    0.0000
    51.800,    0.0000
    51.850,    0.0000
    51.900,   19.1000
    51.950,  259.8000
    52.000,  275.1000
    52.050,  273.0000
    52.100,  273.0000
    52.150,  273.0000
    52.200,  273.0000
    52.250,  230.4000
    52.300,    0.0000
    52.350,    0.0000
    52.400,    0.0000
    52.450,    0.0000
    52.500,    0.0000
    52.550,    0.0000
    52.600,    0.0000
    52.650,    0.0000
    52.700,    0.0000
    52.750,    0.0000
    52.800,    0.0000
    52.850,   20.9000
    52.900,  261.7000
    52.950,  273.0000
    53.000,  273.0000
    53.050,  272.6000
    53.100,  272.6000
    53.150,  272.6000
    53.200,  228.1000
    53.250,    0.0000
    53.300,    0.0000
    53.350,    0.0000
    53.400,    0.0000
    53.450,    0.0000
    53.500,    3.8000
    53.550,    0.0000
    53.600,    0.0000
    53.650,    0.0000
    53.700,    0.0000
    53.750,    0.0000
    53.800,    0.0000
    53.850,    0.0000
    53.900,    0.0000
    53.950,    0.0000
    54.000,    0.0000
    54.050,    0.0000
    54.100,    0.0000
    54.150,    0.0000
    54.200,    0.0000
    54.250,    0.0000
    54.300,    0.0000
    54.350,    0.0000
    54.400,    0.0000
    54.450,    0.0000
    54.500,    0.0000
    54.550,    0.0000
    54.600,    0.0000
    54.650,    0.0000
    54.700,    0.0000
    54.750,    0.0000
    54.800,    0.0000
    54.850,    0.0000
    54.900,    0.0000
    54.950,    0.0000
    55.000,    0.0000
    55.050,    0.0000
    55.100,    0.0000
    55.150,    0.0000
    55.200,    0.0000
    55.250,    0.0000
    55.300,    0.0000
    55.350,    0.0000
    55.400,    0.0000
    55.450,    0.0000
    55.500,    0.0000
    55.550,    0.0000
    55.600,    0.0000
    55.650,    0.0000
    55.700,    0.0000
    55.750,    0.0000
    55.800,    0.0000
    55.850,    0.0000
    55.900,    0.0000
    55.950,    0.0000
    56.000,    0.0000
    56.050,    0.0000
    56.100,    0.0000
    56.150,    0.0000
    56.200,    0.0000
    56.250,    0.0000
    56.300,    0.0000
    56.350,    0.0000
    56.400,    0.0000
    56.450,    0.0000
    56.500,    0.0000
    56.550,    0.0000
    56.600,    0.0000
    56.650,    0.0000
    56.700,    0.0000
    56.750,    0.0000
    56.800,    0.0000
    56.850,    0.0000
    56.900,    0.0000
    56.950,    0.0000
    57.000,    0.0000
    57.050,    0.0000
    57.100,    0.0000
    57.150,    0.0000
    57.200,    0.0000
    57.250,    0.0000
    57.300,    0.0000
    57.350,    0.0000
    57.400,    0.0000
    57.450,    0.0000
    57.500,    0.0000
    57.550,    0.0000
    57.600,    0.0000
    57.650,    0.0000
    57.700,    0.0000
    57.750,    0.0000
    57.800,    0.0000
    57.850,    0.0000
    57.900,    0.0000
    57.950,    0.0000
    58.000,    0.0000
    58.050,    0.0000
    58.100,    0.0000
    58.150,    0.0000
    58.200,    0.0000
    58.250,    0.0000
    58.300,    0.0000
    58.350,    0.0000
    58.400,    0.0000
    58.450,    0.0000
    58.500,    0.0000
    58.550,    0.0000
    58.600,    0.0000
    58.650,    0.0000
    58.700,    0.0000
    58.750,    0.0000
    58.800,    0.0000
    58.850,    0.0000
    58.900,    0.0000
    58.950,    0.0000
    59.000,    0.0000
    59.050,    0.0000
    59.100,    0.0000
    59.150,    0.0000
    59.200,    0.0000
    59.250,    0.0000
    59.300,    0.0000
    59.350,    0.0000
    59.400,    0.0000
    59.450,    0.0000
    59.500,    0.0000
    59.550,    0.0000
    59.600,    0.0000
    59.650,    0.0000
    59.700,    0.0000
    59.750,    0.0000
    59.800,    0.0000
    59.850,    0.0000
    59.900,    0.0000
    59.950,    0.0000
    60.000,    0.0000
    60.050,    0.0000
    60.100,    0.0000
    60.150,    0.0000
    60.200,    0.0000
    60.250,    0.0000
    60.300,    0.0000
    60.350,    0.0000
    60.400,    0.0000
    60.450,    0.0000
    60.500,    0.0000
    60.550,    0.0000
    60.600,    0.0000
    60.650,    0.0000
    60.700,    0.0000
    60.750,    0.0000
    60.800,    0.0000
    60.850,    0.0000
    60.900,    0.0000
    60.950,    0.0000
    61.000,    0.0000
    61.050,    0.0000
    61.100,    0.0000
    61.150,    0.0000
    61.200,    0.0000
    61.250,    0.0000
    61.300,    0.0000
    61.350,    0.0000
    61.400,    0.0000
    61.450,    0.0000
    61.500,    0.0000
    61.550,    0.0000
    61.600,    0.0000
    61.650,    0.0000
    61.700,    0.0000
    61.750,    0.0000
    61.800,    0.0000
    61.850,    0.0000
    61.900,    0.0000
    61.950,    0.0000
    62.000,    0.0000
    62.050,    0.0000
    62.100,    0.0000
    62.150,    0.0000
    62.200,    0.0000
    62.250,    0.0000
    62.300,    0.0000
    62.350,    0.0000
    62.400,    0.0000
    62.450,    0.0000
    62.500,    0.0000
    62.550,    0.0000
    62.600,    0.0000
    62.650,    0.0000
    62.700,    0.0000
    62.750,    0.0000
    62.800,    0.0000
    62.850,    0.0000
    62.900,    0.0000
    62.950,    0.0000
    63.000,    0.0000
    63.050,    0.0000
    63.100,    0.0000
    63.150,    0.0000
    63.200,    0.0000
    63.250,    0.0000
    63.300,    0.0000
    63.350,    0.0000
    63.400,    0.0000
    63.450,    0.0000
    63.500,    0.0000
    63.550,    0.0000
    63.600,    0.0000
    63.650,    0.0000
    63.700,    0.0000
    63.750,    0.0000
    63.800,    0.0000
    63.850,    0.0000
    63.900,    0.0000
    63.950,    0.0000
    64.000,    0.0000
