$Temperature file for segment 192
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
   261.350,    0.00,
   261.400,    0.00,
   261.450,    0.00,
   261.500,    0.00,
   261.550,    0.00,
   261.600,    0.00,
   261.650,    0.00,
   261.700,    0.00,
   261.750,    0.00,
   261.800,    0.00,
   261.850,    0.00,
   261.900,    0.00,
   261.950,    0.00,
   262.000,    0.00,
   262.050,    0.00,
   262.100,    0.00,
   262.150,    0.00,
   262.200,    0.00,
   262.250,    0.00,
   262.300,    0.00,
   262.350,    0.00,
   262.400,    0.00,
   262.450,    0.00,
   262.500,    0.00,
   262.550,    0.00,
   262.600,    0.00,
   262.650,    0.00,
   262.700,    0.00,
   262.750,    0.00,
   262.800,    0.00,
   262.850,    0.00,
   262.900,    0.00,
   262.950,    0.00,
   263.000,    0.00,
   263.050,    0.00,
   263.100,    0.00,
   263.150,    0.00,
   263.200,    0.00,
   263.250,    0.00,
   263.300,    0.00,
   263.350,    0.00,
   263.400,    0.00,
   263.450,    0.00,
   263.500,    0.00,
   263.550,    0.00,
   263.600,    0.00,
   263.650,    0.00,
   263.700,    0.00,
   263.750,    0.00,
   263.800,    0.00,
   263.850,    0.00,
   263.900,    0.00,
   263.950,    0.00,
   264.000,    0.00,
   264.050,    0.00,
   264.100,    0.00,
   264.150,    0.00,
   264.200,    0.00,
   264.250,    0.00,
   264.300,    0.00,
   264.350,    0.00,
   264.400,    0.00,
   264.450,    0.00,
   264.500,    0.00,
   264.550,    0.00,
   264.600,    0.00,
   264.650,    0.00,
   264.700,    0.00,
   264.750,    0.00,
   264.800,    0.00,
   264.850,    0.00,
   264.900,    0.00,
   264.950,    0.00,
   265.000,    0.00,
   265.050,    0.00,
   265.100,    0.00,
   265.150,    0.00,
   265.200,    0.00,
   265.250,    0.00,
   265.300,    0.00,
   265.350,    0.00,
   265.400,    0.00,
   265.450,    0.00,
   265.500,    0.00,
   265.550,    0.00,
   265.600,    0.00,
   265.650,    0.00,
   265.700,    0.00,
   265.750,    0.00,
   265.800,    0.00,
   265.850,    0.00,
   265.900,    0.00,
   265.950,    0.00,
   266.000,    0.00,
   266.050,    0.00,
   266.100,    0.00,
   266.150,    0.00,
   266.200,    0.00,
   266.250,    0.00,
   266.300,    0.00,
   266.350,    0.00,
   266.400,    0.00,
   266.450,    0.00,
   266.500,    0.00,
   266.550,    0.00,
   266.600,    0.00,
   266.650,    0.00,
   266.700,    0.00,
   266.750,    0.00,
   266.800,    0.00,
   266.850,    0.00,
   266.900,    0.00,
   266.950,    0.00,
   267.000,    0.00,
   267.050,    0.00,
   267.100,    0.00,
   267.150,    0.00,
   267.200,    0.00,
   267.250,    0.00,
   267.300,    0.00,
   267.350,    0.00,
   267.400,    0.00,
   267.450,    0.00,
   267.500,    0.00,
   267.550,    0.00,
   267.600,    0.00,
   267.650,    0.00,
   267.700,    0.00,
   267.750,    0.00,
   267.800,    0.00,
   267.850,    0.00,
   267.900,    0.00,
   267.950,    0.00,
   268.000,    0.00,
   268.050,    0.00,
   268.100,    0.00,
   268.150,    0.00,
   268.200,    0.00,
   268.250,    0.00,
   268.300,    0.00,
   268.350,    0.00,
   268.400,    0.00,
   268.450,    0.00,
   268.500,    0.00,
   268.550,    0.00,
   268.600,    0.00,
   268.650,    0.00,
   268.700,    0.00,
   268.750,    0.00,
   268.800,    0.00,
   268.850,    0.00,
   268.900,    0.00,
   268.950,    0.00,
   269.000,    0.00,
   269.050,    0.00,
   269.100,    0.00,
   269.150,    0.00,
   269.200,    0.00,
   269.250,    0.00,
   269.300,    0.00,
   269.350,    0.00,
   269.400,    0.00,
   269.450,    0.00,
   269.500,    0.00,
   269.550,    0.00,
   269.600,    0.00,
   269.650,    0.00,
   269.700,    0.00,
   269.750,    0.00,
   269.800,    0.00,
   269.850,    0.00,
   269.900,    0.00,
   269.950,    0.00,
   270.000,    0.00,
   270.050,    0.00,
   270.100,    0.00,
   270.150,    0.00,
   270.200,    0.00,
   270.250,    0.00,
   270.300,    0.00,
   270.350,    0.00,
   270.400,    0.00,
   270.450,    0.00,
   270.500,    0.00,
   270.550,    0.00,
   270.600,    0.00,
   270.650,    0.00,
   270.700,    0.00,
   270.750,    0.00,
   270.800,    0.00,
   270.850,    0.00,
   270.900,    0.00,
   270.950,    0.00,
   271.000,    0.00,
   271.050,    0.00,
   271.100,    0.00,
   271.150,    0.00,
   271.200,    0.00,
   271.250,    0.00,
   271.300,    0.00,
   271.350,    0.00,
   271.400,    0.00,
   271.450,    0.00,
   271.500,    0.00,
   271.550,    0.00,
   271.600,    0.00,
   271.650,    0.00,
   271.700,    0.00,
   271.750,    0.00,
   271.800,    0.00,
   271.850,    0.00,
   271.900,    0.00,
   271.950,    0.00,
   272.000,    0.00,
   272.050,    0.00,
   272.100,    0.00,
   272.150,    0.00,
   272.200,    0.00,
   272.250,    0.00,
   272.300,    0.00,
   272.350,    0.00,
   272.400,    0.00,
   272.450,    0.00,
   272.500,    0.00,
   272.550,    0.00,
   272.600,    0.00,
   272.650,    0.00,
   272.700,    0.00,
   272.750,    0.00,
   272.800,    0.00,
   272.850,    0.00,
   272.900,    0.00,
   272.950,    0.00,
   273.000,    0.00,
   273.050,    0.00,
   273.100,    0.00,
   273.150,    0.00,
   273.200,    0.00,
   273.250,    0.00,
   273.300,    0.00,
   273.350,    0.00,
   273.400,    0.00,
   273.450,    0.00,
   273.500,    0.00,
   273.550,    0.00,
   273.600,    0.00,
   273.650,    0.00,
   273.700,    0.00,
   273.750,    0.00,
   273.800,    0.00,
   273.850,    0.00,
   273.900,    0.00,
   273.950,    0.00,
   274.000,    0.00,
   274.050,    0.00,
   274.100,    0.00,
   274.150,    0.00,
   274.200,    0.00,
   274.250,    0.00,
   274.300,    0.00,
   274.350,    0.00,
   274.400,    0.00,
   274.450,    0.00,
   274.500,    0.00,
   274.550,    0.00,
   274.600,    0.00,
   274.650,    0.00,
   274.700,    0.00,
   274.750,    0.00,
   274.800,    0.00,
   274.850,    0.00,
   274.900,    0.00,
   274.950,    0.00,
   275.000,    0.00,
   275.050,    0.00,
   275.100,    0.00,
   275.150,    0.00,
   275.200,    0.00,
   275.250,    0.00,
   275.300,    0.00,
   275.350,    0.00,
   275.400,    0.00,
   275.450,    0.00,
   275.500,    0.00,
   275.550,    0.00,
   275.600,    0.00,
   275.650,    0.00,
   275.700,    0.00,
   275.750,    0.00,
   275.800,    0.00,
   275.850,    0.00,
   275.900,    0.00,
   275.950,    0.00,
   276.000,    0.00,
   276.050,    0.00,
   276.100,    0.00,
   276.150,    0.00,
   276.200,    0.00,
   276.250,    0.00,
   276.300,    0.00,
   276.350,    0.00,
   276.400,    0.00,
   276.450,    0.00,
   276.500,    0.00,
   276.550,    0.00,
   276.600,    0.00,
   276.650,    0.00,
   276.700,    0.00,
   276.750,    0.00,
   276.800,    0.00,
   276.850,    0.00,
   276.900,    0.00,
   276.950,    0.00,
   277.000,    0.00,
   277.050,    0.00,
   277.100,    0.00,
   277.150,    0.00,
   277.200,    0.00,
   277.250,    0.00,
   277.300,    0.00,
   277.350,    0.00,
   277.400,    0.00,
   277.450,    0.00,
   277.500,    0.00,
   277.550,    0.00,
   277.600,    0.00,
   277.650,    0.00,
   277.700,    0.00,
   277.750,    0.00,
   277.800,    0.00,
   277.850,    0.00,
   277.900,    0.00,
   277.950,    0.00,
   278.000,    0.00,
   278.050,    0.00,
   278.100,    0.00,
   278.150,    0.00,
   278.200,    0.00,
   278.250,    0.00,
   278.300,    0.00,
   278.350,    0.00,
   278.400,    0.00,
   278.450,    0.00,
   278.500,    0.00,
   278.550,    0.00,
   278.600,    0.00,
   278.650,    0.00,
   278.700,    0.00,
   278.750,    0.00,
   278.800,    0.00,
   278.850,    0.00,
   278.900,    0.00,
   278.950,    0.00,
   279.000,    0.00,
   279.050,    0.00,
   279.100,    0.00,
   279.150,    0.00,
   279.200,    0.00,
   279.250,    0.00,
   279.300,    0.00,
   279.350,    0.00,
   279.400,    0.00,
   279.450,    0.00,
   279.500,    0.00,
   279.550,    0.00,
   279.600,    0.00,
   279.650,    0.00,
   279.700,    0.00,
   279.750,    0.00,
   279.800,    0.00,
   279.850,    0.00,
   279.900,    0.00,
   279.950,    0.00,
   280.000,    0.00,
   280.050,    0.00,
   280.100,    0.00,
   280.150,    0.00,
   280.200,    0.00,
   280.250,    0.00,
   280.300,    0.00,
   280.350,    0.00,
   280.400,    0.00,
   280.450,    0.00,
   280.500,    0.00,
   280.550,    0.00,
   280.600,    0.00,
   280.650,    0.00,
   280.700,    0.00,
   280.750,    0.00,
   280.800,    0.00,
   280.850,    0.00,
   280.900,    0.00,
   280.950,    0.00,
   281.000,    0.00,
   281.050,    0.00,
   281.100,    0.00,
   281.150,    0.00,
   281.200,    0.00,
   281.250,    0.00,
   281.300,    0.00,
   281.350,    0.00,
   281.400,    0.00,
   281.450,    0.00,
   281.500,    0.00,
   281.550,    0.00,
   281.600,    0.00,
   281.650,    0.00,
   281.700,    0.00,
   281.750,    0.00,
   281.800,    0.00,
   281.850,    0.00,
   281.900,    0.00,
   281.950,    0.00,
   282.000,    0.00,
   282.050,    0.00,
   282.100,    0.00,
   282.150,    0.00,
   282.200,    0.00,
   282.250,    0.00,
   282.300,    0.00,
   282.350,    0.00,
   282.400,    0.00,
   282.450,    0.00,
   282.500,    0.00,
   282.550,    0.00,
   282.600,    0.00,
   282.650,    0.00,
   282.700,    0.00,
   282.750,    0.00,
   282.800,    0.00,
   282.850,    0.00,
   282.900,    0.00,
   282.950,    0.00,
   283.000,    0.00,
   283.050,    0.00,
   283.100,    0.00,
   283.150,    0.00,
   283.200,    0.00,
   283.250,    0.00,
   283.300,    0.00,
   283.350,    0.00,
   283.400,    0.00,
   283.450,    0.00,
   283.500,    0.00,
   283.550,    0.00,
   283.600,    0.00,
   283.650,    0.00,
   283.700,    0.00,
   283.750,    0.00,
   283.800,    0.00,
   283.850,    0.00,
   283.900,    0.00,
   283.950,    0.00,
   284.000,    0.00,
   284.050,    0.00,
   284.100,    0.00,
   284.150,    0.00,
   284.200,    0.00,
   284.250,    0.00,
   284.300,    0.00,
   284.350,    0.00,
   284.400,    0.00,
   284.450,    0.00,
   284.500,    0.00,
   284.550,    0.00,
   284.600,    0.00,
   284.650,    0.00,
   284.700,    0.00,
   284.750,    0.00,
   284.800,    0.00,
   284.850,    0.00,
   284.900,    0.00,
   284.950,    0.00,
   285.000,    0.00,
   285.050,    0.00,
   285.100,    0.00,
   285.150,    0.00,
   285.200,    0.00,
   285.250,    0.00,
   285.300,    0.00,
   285.350,    0.00,
   285.400,    0.00,
   285.450,    0.00,
   285.500,    0.00,
   285.550,    0.00,
   285.600,    0.00,
   285.650,    0.00,
   285.700,    0.00,
   285.750,    0.00,
   285.800,    0.00,
   285.850,    0.00,
   285.900,    0.00,
   285.950,    0.00,
   286.000,    0.00,
   286.050,    0.00,
   286.100,    0.00,
   286.150,    0.00,
   286.200,    0.00,
   286.250,    0.00,
   286.300,    0.00,
   286.350,    0.00,
   286.400,    0.00,
   286.450,    0.00,
   286.500,    0.00,
   286.550,    0.00,
   286.600,    0.00,
   286.650,    0.00,
   286.700,    0.00,
   286.750,    0.00,
   286.800,    0.00,
   286.850,    0.00,
   286.900,    0.00,
   286.950,    0.00,
   287.000,    0.00,
   287.050,    0.00,
   287.100,    0.00,
   287.150,    0.00,
   287.200,    0.00,
   287.250,    0.00,
   287.300,    0.00,
   287.350,    0.00,
   287.400,    0.00,
   287.450,    0.00,
   287.500,    0.00,
   287.550,    0.00,
   287.600,    0.00,
   287.650,    0.00,
   287.700,    0.00,
   287.750,    0.00,
   287.800,    0.00,
   287.850,    0.00,
   287.900,    0.00,
   287.950,    0.00,
   288.000,    0.00,
   288.050,    0.00,
   288.100,    0.00,
   288.150,    0.00,
   288.200,    0.00,
   288.250,    0.00,
   288.300,    0.00,
   288.350,    0.00,
   288.400,    0.00,
   288.450,    0.00,
   288.500,    0.00,
   288.550,    0.00,
   288.600,    0.00,
   288.650,    0.00,
   288.700,    0.00,
   288.750,    0.00,
   288.800,    0.00,
   288.850,    0.00,
   288.900,    0.00,
   288.950,    0.00,
   289.000,    0.00,
   289.050,    0.00,
   289.100,    0.00,
   289.150,    0.00,
   289.200,    0.00,
   289.250,    0.00,
   289.300,    0.00,
   289.350,    0.00,
   289.400,    0.00,
   289.450,    0.00,
   289.500,    0.00,
   289.550,    0.00,
   289.600,    0.00,
   289.650,    0.00,
   289.700,    0.00,
   289.750,    0.00,
   289.800,    0.00,
   289.850,    0.00,
   289.900,    0.00,
   289.950,    0.00,
   290.000,    0.00,
   290.050,    0.00,
   290.100,    0.00,
   290.150,    0.00,
   290.200,    0.00,
   290.250,    0.00,
   290.300,    0.00,
   290.350,    0.00,
   290.400,    0.00,
   290.450,    0.00,
   290.500,    0.00,
   290.550,    0.00,
   290.600,    0.00,
   290.650,    0.00,
   290.700,    0.00,
   290.750,    0.00,
   290.800,    0.00,
   290.850,    0.00,
   290.900,    0.00,
   290.950,    0.00,
   291.000,    0.00,
   291.050,    0.00,
   291.100,    0.00,
   291.150,    0.00,
   291.200,    0.00,
   291.250,    0.00,
   291.300,    0.00,
   291.350,    0.00,
   291.400,    0.00,
   291.450,    0.00,
   291.500,    0.00,
   291.550,    0.00,
   291.600,    0.00,
   291.650,    0.00,
   291.700,    0.00,
   291.750,    0.00,
   291.800,    0.00,
   291.850,    0.00,
   291.900,    0.00,
   291.950,    0.00,
   292.000,    0.00,
   292.050,    0.00,
   292.100,    0.00,
   292.150,    0.00,
   292.200,    0.00,
   292.250,    0.00,
   292.300,    0.00,
   292.350,    0.00,
   292.400,    0.00,
   292.450,    0.00,
   292.500,    0.00,
   292.550,    0.00,
   292.600,    0.00,
   292.650,    0.00,
   292.700,    0.00,
   292.750,    0.00,
   292.800,    0.00,
   292.850,    0.00,
   292.900,    0.00,
   292.950,    0.00,
   293.000,    0.00,
   293.050,    0.00,
   293.100,    0.00,
   293.150,    0.00,
   293.200,    0.00,
   293.250,    0.00,
   293.300,    0.00,
   293.350,    0.00,
   293.400,    0.00,
   293.450,    0.00,
   293.500,    0.00,
   293.550,    0.00,
   293.600,    0.00,
   293.650,    0.00,
   293.700,    0.00,
   293.750,    0.00,
   293.800,    0.00,
   293.850,    0.00,
   293.900,    0.00,
   293.950,    0.00,
   294.000,    0.00,
   294.050,    0.00,
   294.100,    0.00,
   294.150,    0.00,
   294.200,    0.00,
   294.250,    0.00,
   294.300,    0.00,
   294.350,    0.00,
   294.400,    0.00,
   294.450,    0.00,
   294.500,    0.00,
   294.550,    0.00,
   294.600,    0.00,
   294.650,    0.00,
   294.700,    0.00,
   294.750,    0.00,
   294.800,    0.00,
   294.850,    0.00,
   294.900,    0.00,
   294.950,    0.00,
   295.000,    0.00,
   295.050,    0.00,
   295.100,    0.00,
   295.150,    0.00,
   295.200,    0.00,
   295.250,    0.00,
   295.300,    0.00,
   295.350,    0.00,
   295.400,    0.00,
   295.450,    0.00,
   295.500,    0.00,
   295.550,    0.00,
   295.600,    0.00,
   295.650,    0.00,
   295.700,    0.00,
   295.750,    0.00,
   295.800,    0.00,
   295.850,    0.00,
   295.900,    0.00,
   295.950,    0.00,
   296.000,    0.00,
   296.050,    0.00,
   296.100,    0.00,
   296.150,    0.00,
   296.200,    0.00,
   296.250,    0.00,
   296.300,    0.00,
   296.350,    0.00,
   296.400,    0.00,
   296.450,    0.00,
   296.500,    0.00,
   296.550,    0.00,
   296.600,    0.00,
   296.650,    0.00,
   296.700,    0.00,
   296.750,    0.00,
   296.800,    0.00,
   296.850,    0.00,
   296.900,    0.00,
   296.950,    0.00,
   297.000,    0.00,
   297.050,    0.00,
   297.100,    0.00,
   297.150,    0.00,
   297.200,    0.00,
   297.250,    0.00,
   297.300,    0.00,
   297.350,    0.00,
   297.400,    0.00,
   297.450,    0.00,
   297.500,    0.00,
   297.550,    0.00,
   297.600,    0.00,
   297.650,    0.00,
   297.700,    0.00,
   297.750,    0.00,
   297.800,    0.00,
   297.850,    0.00,
   297.900,    0.00,
   297.950,    0.00,
   298.000,    0.00,
   298.050,    0.00,
   298.100,    0.00,
   298.150,    0.00,
   298.200,    0.00,
   298.250,    0.00,
   298.300,    0.00,
   298.350,    0.00,
   298.400,    0.00,
   298.450,    0.00,
   298.500,    0.00,
   298.550,    0.00,
   298.600,    0.00,
   298.650,    0.00,
   298.700,    0.00,
   298.750,    0.00,
   298.800,    0.00,
   298.850,    0.00,
   298.900,    0.00,
   298.950,    0.00,
   299.000,    0.00,
   299.050,    0.00,
   299.100,    0.00,
   299.150,    0.00,
   299.200,    0.00,
   299.250,    0.00,
   299.300,    0.00,
   299.350,    0.00,
   299.400,    0.00,
   299.450,    0.00,
   299.500,    0.00,
   299.550,    0.00,
   299.600,    0.00,
   299.650,    0.00,
   299.700,    0.00,
   299.750,    0.00,
   299.800,    0.00,
   299.850,    0.00,
   299.900,    0.00,
   299.950,    0.00,
   300.000,    0.00,
   300.050,    0.00,
   300.100,    0.00,
   300.150,    0.00,
   300.200,    0.00,
   300.250,    0.00,
   300.300,    0.00,
   300.350,    0.00,
   300.400,    0.00,
   300.450,    0.00,
   300.500,    0.00,
   300.550,    0.00,
   300.600,    0.00,
   300.650,    0.00,
   300.700,    0.00,
   300.750,    0.00,
   300.800,    0.00,
   300.850,    0.00,
   300.900,    0.00,
   300.950,    0.00,
   301.000,    0.00,
   301.050,    0.00,
   301.100,    0.00,
   301.150,    0.00,
   301.200,    0.00,
   301.250,    0.00,
   301.300,    0.00,
   301.350,    0.00,
   301.400,    0.00,
   301.450,    0.00,
   301.500,    0.00,
   301.550,    0.00,
   301.600,    0.00,
   301.650,    0.00,
   301.700,    0.00,
   301.750,    0.00,
   301.800,    0.00,
   301.850,    0.00,
   301.900,    0.00,
   301.950,    0.00,
   302.000,    0.00,
   302.050,    0.00,
   302.100,    0.00,
   302.150,    0.00,
   302.200,    0.00,
   302.250,    0.00,
   302.300,    0.00,
   302.350,    0.00,
   302.400,    0.00,
   302.450,    0.00,
   302.500,    0.00,
   302.550,    0.00,
   302.600,    0.00,
   302.650,    0.00,
   302.700,    0.00,
   302.750,    0.00,
   302.800,    0.00,
   302.850,    0.00,
   302.900,    0.00,
   302.950,    0.00,
   303.000,    0.00,
   303.050,    0.00,
   303.100,    0.00,
   303.150,    0.00,
   303.200,    0.00,
   303.250,    0.00,
   303.300,    0.00,
   303.350,    0.00,
   303.400,    0.00,
   303.450,    0.00,
   303.500,    0.00,
   303.550,    0.00,
   303.600,    0.00,
   303.650,    0.00,
   303.700,    0.00,
   303.750,    0.00,
   303.800,    0.00,
   303.850,    0.00,
   303.900,    0.00,
   303.950,    0.00,
   304.000,    0.00,
   304.050,    0.00,
   304.100,    0.00,
   304.150,    0.00,
   304.200,    0.00,
   304.250,    0.00,
   304.300,    0.00,
   304.350,    0.00,
   304.400,    0.00,
   304.450,    0.00,
   304.500,    0.00,
   304.550,    0.00,
   304.600,    0.00,
   304.650,    0.00,
   304.700,    0.00,
   304.750,    0.00,
   304.800,    0.00,
   304.850,    0.00,
   304.900,    0.00,
   304.950,    0.00,
   305.000,    0.00,
   305.050,    0.00,
   305.100,    0.00,
   305.150,    0.00,
   305.200,    0.00,
   305.250,    0.00,
   305.300,    0.00,
   305.350,    0.00,
   305.400,    0.00,
   305.450,    0.00,
   305.500,    0.00,
   305.550,    0.00,
   305.600,    0.00,
   305.650,    0.00,
   305.700,    0.00,
   305.750,    0.00,
   305.800,    0.00,
   305.850,    0.00,
   305.900,    0.00,
   305.950,    0.00,
   306.000,    0.00,
   306.050,    0.00,
   306.100,    0.00,
   306.150,    0.00,
   306.200,    0.00,
   306.250,    0.00,
   306.300,    0.00,
   306.350,    0.00,
   306.400,    0.00,
   306.450,    0.00,
   306.500,    0.00,
   306.550,    0.00,
   306.600,    0.00,
   306.650,    0.00,
   306.700,    0.00,
   306.750,    0.00,
   306.800,    0.00,
   306.850,    0.00,
   306.900,    0.00,
   306.950,    0.00,
   307.000,    0.00,
   307.050,    0.00,
   307.100,    0.00,
   307.150,    0.00,
   307.200,    0.00,
   307.250,    0.00,
   307.300,    0.00,
   307.350,    0.00,
   307.400,    0.00,
   307.450,    0.00,
   307.500,    0.00,
   307.550,    0.00,
   307.600,    0.00,
   307.650,    0.00,
   307.700,    0.00,
   307.750,    0.00,
   307.800,    0.00,
   307.850,    0.00,
   307.900,    0.00,
   307.950,    0.00,
   308.000,    0.00,
   308.050,    0.00,
   308.100,    0.00,
   308.150,    0.00,
   308.200,    0.00,
   308.250,    0.00,
   308.300,    0.00,
   308.350,    0.00,
   308.400,    0.00,
   308.450,    0.00,
   308.500,    0.00,
   308.550,    0.00,
   308.600,    0.00,
   308.650,    0.00,
   308.700,    0.00,
   308.750,    0.00,
   308.800,    0.00,
   308.850,    0.00,
   308.900,    0.00,
   308.950,    0.00,
   309.000,    0.00,
   309.050,    0.00,
   309.100,    0.00,
   309.150,    0.00,
   309.200,    0.00,
   309.250,    0.00,
   309.300,    0.00,
   309.350,    0.00,
   309.400,    0.00,
   309.450,    0.00,
   309.500,    0.00,
   309.550,    0.00,
   309.600,    0.00,
   309.650,    0.00,
   309.700,    0.00,
   309.750,    0.00,
   309.800,    0.00,
   309.850,    0.00,
   309.900,    0.00,
   309.950,    0.00,
   310.000,    0.00,
   310.050,    0.00,
   310.100,    0.00,
   310.150,    0.00,
   310.200,    0.00,
   310.250,    0.00,
   310.300,    0.00,
   310.350,    0.00,
   310.400,    0.00,
   310.450,    0.00,
   310.500,    0.00,
   310.550,    0.00,
   310.600,    0.00,
   310.650,    0.00,
   310.700,    0.00,
   310.750,    0.00,
   310.800,    0.00,
   310.850,    0.00,
   310.900,    0.00,
   310.950,    0.00,
   311.000,    0.00,
   311.050,    0.00,
   311.100,    0.00,
   311.150,    0.00,
   311.200,    0.00,
   311.250,    0.00,
   311.300,    0.00,
   311.350,    0.00,
   311.400,    0.00,
   311.450,    0.00,
   311.500,    0.00,
   311.550,    0.00,
   311.600,    0.00,
   311.650,    0.00,
   311.700,    0.00,
   311.750,    0.00,
   311.800,    0.00,
   311.850,    0.00,
   311.900,    0.00,
   311.950,    0.00,
   312.000,    0.00,
   312.050,    0.00,
   312.100,    0.00,
   312.150,    0.00,
   312.200,    0.00,
   312.250,    0.00,
   312.300,    0.00,
   312.350,    0.00,
   312.400,    0.00,
   312.450,    0.00,
   312.500,    0.00,
   312.550,    0.00,
   312.600,    0.00,
   312.650,    0.00,
   312.700,    0.00,
   312.750,    0.00,
   312.800,    0.00,
   312.850,    0.00,
   312.900,    0.00,
   312.950,    0.00,
   313.000,    0.00,
   313.050,    0.00,
   313.100,    0.00,
   313.150,    0.00,
   313.200,    0.00,
   313.250,    0.00,
   313.300,    0.00,
   313.350,    0.00,
   313.400,    0.00,
   313.450,    0.00,
   313.500,    0.00,
   313.550,    0.00,
   313.600,    0.00,
   313.650,    0.00,
   313.700,    0.00,
   313.750,    0.00,
   313.800,    0.00,
   313.850,    0.00,
   313.900,    0.00,
   313.950,    0.00,
   314.000,    0.00,
   314.050,    0.00,
   314.100,    0.00,
   314.150,    0.00,
   314.200,    0.00,
   314.250,    0.00,
   314.300,    0.00,
   314.350,    0.00,
   314.400,    0.00,
   314.450,    0.00,
   314.500,    0.00,
   314.550,    0.00,
   314.600,    0.00,
   314.650,    0.00,
   314.700,    0.00,
   314.750,    0.00,
   314.800,    0.00,
   314.850,    0.00,
   314.900,    0.00,
   314.950,    0.00,
   315.000,    0.00,
   315.050,    0.00,
   315.100,    0.00,
   315.150,    0.00,
   315.200,    0.00,
   315.250,    0.00,
   315.300,    0.00,
   315.350,    0.00,
   315.400,    0.00,
   315.450,    0.00,
   315.500,    0.00,
   315.550,    0.00,
   315.600,    0.00,
   315.650,    0.00,
   315.700,    0.00,
   315.750,    0.00,
   315.800,    0.00,
   315.850,    0.00,
   315.900,    0.00,
   315.950,    0.00,
   316.000,    0.00,
   316.050,    0.00,
   316.100,    0.00,
   316.150,    0.00,
   316.200,    0.00,
   316.250,    0.00,
   316.300,    0.00,
   316.350,    0.00,
   316.400,    0.00,
   316.450,    0.00,
   316.500,    0.00,
   316.550,    0.00,
   316.600,    0.00,
   316.650,    0.00,
   316.700,    0.00,
   316.750,    0.00,
   316.800,    0.00,
   316.850,    0.00,
   316.900,    0.00,
   316.950,    0.00,
   317.000,    0.00,
   317.050,    0.00,
   317.100,    0.00,
   317.150,    0.00,
   317.200,    0.00,
   317.250,    0.00,
   317.300,    0.00,
   317.350,    0.00,
   317.400,    0.00,
   317.450,    0.00,
   317.500,    0.00,
   317.550,    0.00,
   317.600,    0.00,
   317.650,    0.00,
   317.700,    0.00,
   317.750,    0.00,
   317.800,    0.00,
   317.850,    0.00,
   317.900,    0.00,
   317.950,    0.00,
   318.000,    0.00,
   318.050,    0.00,
   318.100,    0.00,
   318.150,    0.00,
   318.200,    0.00,
   318.250,    0.00,
   318.300,    0.00,
   318.350,    0.00,
   318.400,    0.00,
   318.450,    0.00,
   318.500,    0.00,
   318.550,    0.00,
   318.600,    0.00,
   318.650,    0.00,
   318.700,    0.00,
   318.750,    0.00,
   318.800,    0.00,
   318.850,    0.00,
   318.900,    0.00,
   318.950,    0.00,
   319.000,    0.00,
   319.050,    0.00,
   319.100,    0.00,
   319.150,    0.00,
   319.200,    0.00,
   319.250,    0.00,
   319.300,    0.00,
   319.350,    0.00,
   319.400,    0.00,
   319.450,    0.00,
   319.500,    0.00,
   319.550,    0.00,
   319.600,    0.00,
   319.650,    0.00,
   319.700,    0.00,
   319.750,    0.00,
   319.800,    0.00,
   319.850,    0.00,
   319.900,    0.00,
   319.950,    0.00,
   320.000,    0.00,
   320.050,    0.00,
   320.100,    0.00,
   320.150,    0.00,
   320.200,    0.00,
   320.250,    0.00,
   320.300,    0.00,
   320.350,    0.00,
   320.400,    0.00,
   320.450,    0.00,
   320.500,    0.00,
   320.550,    0.00,
   320.600,    0.00,
   320.650,    0.00,
   320.700,    0.00,
   320.750,    0.00,
   320.800,    0.00,
   320.850,    0.00,
   320.900,    0.00,
   320.950,    0.00,
   321.000,    0.00,
   321.050,    0.00,
   321.100,    0.00,
   321.150,    0.00,
   321.200,    0.00,
   321.250,    0.00,
   321.300,    0.00,
   321.350,    0.00,
   321.400,    0.00,
   321.450,    0.00,
   321.500,    0.00,
   321.550,    0.00,
   321.600,    0.00,
   321.650,    0.00,
   321.700,    0.00,
   321.750,    0.00,
   321.800,    0.00,
   321.850,    0.00,
   321.900,    0.00,
   321.950,    0.00,
   322.000,    0.00,
   322.050,    0.00,
   322.100,    0.00,
   322.150,    0.00,
   322.200,    0.00,
   322.250,    0.00,
   322.300,    0.00,
   322.350,    0.00,
   322.400,    0.00,
   322.450,    0.00,
   322.500,    0.00,
   322.550,    0.00,
   322.600,    0.00,
   322.650,    0.00,
   322.700,    0.00,
   322.750,    0.00,
   322.800,    0.00,
   322.850,    0.00,
   322.900,    0.00,
   322.950,    0.00,
   323.000,    0.00,
   323.050,    0.00,
   323.100,    0.00,
   323.150,    0.00,
   323.200,    0.00,
   323.250,    0.00,
   323.300,    0.00,
   323.350,    0.00,
   323.400,    0.00,
   323.450,    0.00,
   323.500,    0.00,
   323.550,    0.00,
   323.600,    0.00,
   323.650,    0.00,
   323.700,    0.00,
   323.750,    0.00,
   323.800,    0.00,
   323.850,    0.00,
   323.900,    0.00,
   323.950,    0.00,
   324.000,    0.00,
   324.050,    0.00,
   324.100,    0.00,
   324.150,    0.00,
   324.200,    0.00,
   324.250,    0.00,
   324.300,    0.00,
   324.350,    0.00,
   324.400,    0.00,
   324.450,    0.00,
   324.500,    0.00,
   324.550,    0.00,
   324.600,    0.00,
   324.650,    0.00,
